date,open,high,low,close,volume,price,sma_20,rsi_14,price_prev,sma_20_prev
2025-01-17,50.29999923706055,50.41999816894531,49.75,49.810001373291016,132000.0,,,,,
2025-01-21,49.959999084472656,50.66999816894531,49.529998779296875,49.61000061035156,151900.0,,,,,
2025-01-22,49.459999084472656,49.459999084472656,48.75,49.11000061035156,115100.0,,,,,
2025-01-23,48.869998931884766,48.95000076293945,48.4900016784668,48.720001220703125,83800.0,,,,,
2025-01-24,48.43000030517578,49.11000061035156,48.279998779296875,49.11000061035156,77700.0,,,,,
2025-01-27,49.2599983215332,50.5099983215332,49.20000076293945,50.09000015258789,181400.0,,,,,
2025-01-28,49.849998474121094,50.45000076293945,49.5,49.709999084472656,102200.0,,,,,
2025-01-29,49.279998779296875,50.060001373291016,49.2400016784668,49.61000061035156,121300.0,,,,,
2025-01-30,49.779998779296875,50.099998474121094,49.25,49.36000061035156,104700.0,,,,,
2025-01-31,49.08000183105469,49.47999954223633,48.59000015258789,49.15999984741211,132900.0,,,,,
2025-02-03,48.59000015258789,49.40999984741211,48.2400016784668,49.150001525878906,107500.0,,,,,
2025-02-04,49.04999923706055,49.58000183105469,49.0,49.43000030517578,125000.0,,,,,
2025-02-05,49.79999923706055,49.90999984741211,49.349998474121094,49.689998626708984,73500.0,,,,,
2025-02-06,49.810001373291016,49.970001220703125,49.5,49.95000076293945,87000.0,,,,,
2025-02-07,49.869998931884766,49.959999084472656,49.2599983215332,49.630001068115234,319100.0,,,,,
2025-02-10,49.86000061035156,49.9900016784668,48.529998779296875,48.59000015258789,191600.0,,,,,
2025-02-11,48.45000076293945,49.16999816894531,48.060001373291016,48.97999954223633,86900.0,,,,,
2025-02-12,48.52000045776367,48.84000015258789,48.25,48.369998931884766,135500.0,,,,,
2025-02-13,48.459999084472656,49.2400016784668,48.369998931884766,49.220001220703125,92400.0,,,,,
2025-02-14,49.150001525878906,49.22999954223633,48.86000061035156,49.04999923706055,115600.0,,,,,
2025-02-18,48.869998931884766,49.25,48.70000076293945,48.779998779296875,130500.0,,,,,
