date,open,high,low,close,volume,sma_20,rsi_14,price_prev,sma_20_prev
2025-02-04,36.189998626708984,36.52000045776367,36.06999969482422,36.130001068115234,959100.0,,,,
2025-02-05,36.400001525878906,36.400001525878906,36.060001373291016,36.310001373291016,658000.0,,,,
2025-02-06,36.5099983215332,36.790000915527344,36.40999984741211,36.7599983215332,793200.0,,,,
2025-02-07,36.66999816894531,36.709999084472656,36.459999084472656,36.54999923706055,629900.0,,,,
2025-02-10,36.470001220703125,36.54999923706055,36.06999969482422,36.119998931884766,693500.0,,,,
2025-02-11,36.130001068115234,36.29999923706055,35.91999816894531,36.189998626708984,791200.0,,,,
2025-02-12,35.95000076293945,36.220001220703125,35.86000061035156,35.93000030517578,884900.0,,,,
2025-02-13,36.15999984741211,36.529998779296875,35.939998626708984,36.5099983215332,731600.0,,,,
2025-02-14,36.5099983215332,36.650001525878906,36.290000915527344,36.40999984741211,1001100.0,,,,
2025-02-18,36.40999984741211,36.650001525878906,36.15999984741211,36.540000915527344,901500.0,,,,
2025-02-19,36.4900016784668,36.7400016784668,36.279998779296875,36.630001068115234,921700.0,,,,
2025-02-20,36.5,36.5,35.970001220703125,36.41999816894531,1031000.0,,,,
2025-02-21,36.599998474121094,36.70000076293945,36.099998474121094,36.4900016784668,1198800.0,,,,
2025-02-24,36.58000183105469,36.97999954223633,36.54999923706055,36.790000915527344,1113300.0,,,,
2025-02-25,37.0,37.630001068115234,36.77000045776367,37.310001373291016,985200.0,,,,
2025-02-26,37.18000030517578,37.54999923706055,37.09000015258789,37.13999938964844,1086300.0,,,,
2025-02-27,37.209999084472656,37.90999984741211,37.16999816894531,37.84000015258789,774300.0,,,,
2025-02-28,38.150001525878906,38.52000045776367,37.91999816894531,38.5099983215332,1642300.0,,,,
2025-03-03,38.540000915527344,39.0,38.400001525878906,38.689998626708984,1482100.0,,,,
2025-03-04,38.5,38.52000045776367,37.40999984741211,37.40999984741211,1392000.0,,,,
2025-03-05,37.40999984741211,37.91999816894531,37.209999084472656,37.72999954223633,1360500.0,,,,
2025-03-06,37.5099983215332,37.91999816894531,37.36000061035156,37.7599983215332,1658500.0,,,,
2025-03-07,37.72999954223633,37.959999084472656,37.2599983215332,37.29999923706055,1061000.0,,,,
2025-03-10,36.66999816894531,37.2599983215332,36.16999816894531,36.52000045776367,2072300.0,,,,
2025-03-11,36.689998626708984,37.04999923706055,36.34000015258789,36.65999984741211,1518600.0,,,,
2025-03-12,36.689998626708984,36.939998626708984,36.02000045776367,36.4900016784668,1326300.0,,,,
2025-03-13,36.70000076293945,36.88999938964844,36.47999954223633,36.59000015258789,1148800.0,,,,
2025-03-14,36.68000030517578,37.41999816894531,36.4900016784668,37.380001068115234,1046800.0,,,,
2025-03-17,37.29999923706055,37.630001068115234,37.18000030517578,37.5,1698500.0,,,,
2025-03-18,37.5,37.709999084472656,37.220001220703125,37.2599983215332,945800.0,,,,
2025-03-19,37.2599983215332,37.77000045776367,37.13999938964844,37.709999084472656,1592500.0,,,,
2025-03-20,37.439998626708984,38.09000015258789,37.439998626708984,37.77000045776367,1366300.0,,,,
2025-03-21,37.68000030517578,37.900001525878906,37.400001525878906,37.63999938964844,3157500.0,,,,
2025-03-24,37.939998626708984,38.43000030517578,37.79999923706055,38.380001068115234,1033800.0,,,,
2025-03-25,38.439998626708984,38.689998626708984,38.130001068115234,38.470001220703125,1391900.0,,,,
2025-03-26,38.63999938964844,39.02000045776367,38.4900016784668,38.650001525878906,897600.0,,,,
2025-03-27,38.90999984741211,39.130001068115234,38.619998931884766,39.04999923706055,1125800.0,,,,
2025-03-28,39.099998474121094,39.310001373291016,38.7400016784668,38.95000076293945,1521600.0,,,,
2025-03-31,38.900001525878906,39.54999923706055,38.849998474121094,39.220001220703125,1731600.0,,,,
2025-04-01,39.54999923706055,39.84000015258789,39.099998474121094,39.619998931884766,928200.0,,,,
2025-04-02,39.29999923706055,39.84000015258789,39.11000061035156,39.790000915527344,1064300.0,,,,
2025-04-03,39.11000061035156,39.79999923706055,39.11000061035156,39.36000061035156,1845100.0,,,,
2025-04-04,38.0099983215332,38.369998931884766,36.0099983215332,36.29999923706055,1774300.0,,,,
2025-04-07,35.41999816894531,36.36000061035156,34.43000030517578,35.25,2179100.0,,,,
2025-04-08,36.4900016784668,36.72999954223633,34.83000183105469,35.36000061035156,1798300.0,,,,
2025-04-09,34.779998779296875,37.33000183105469,34.529998779296875,37.029998779296875,1636500.0,,,,
2025-04-10,36.75,37.18000030517578,35.900001525878906,36.58000183105469,1284800.0,,,,
