date,open,high,low,close,volume,price,sma_20,rsi_14,price_prev,sma_20_prev
2025-07-18,21.75,21.75,20.459999084472656,20.510000228881836,21000,,,,,
2025-07-21,20.68000030517578,21.18000030517578,20.520000457763672,20.6299991607666,21500,,,,,
2025-07-22,20.989999771118164,21.18000030517578,20.700000762939453,20.950000762939453,16400,,,,,
2025-07-23,21.110000610351562,21.110000610351562,20.75,20.989999771118164,11700,,,,,
2025-07-24,20.829999923706055,20.860000610351562,20.670000076293945,20.670000076293945,8200,,,,,
2025-07-25,20.670000076293945,20.81999969482422,20.18000030517578,20.6200008392334,23100,,,,,
2025-07-28,20.5,20.790000915527344,20.5,20.510000228881836,16900,,,,,
2025-07-29,20.639999389648438,20.850000381469727,20.5,20.549999237060547,24700,,,,,
2025-07-30,20.510000228881836,20.850000381469727,20.020000457763672,20.200000762939453,25400,,,,,
2025-07-31,20.25,20.530000686645508,20.0,20.139999389648438,19400,,,,,
2025-08-01,20.110000610351562,20.110000610351562,19.68000030517578,19.68000030517578,19900,,,,,
2025-08-04,19.979999542236328,21.729999542236328,19.979999542236328,21.649999618530273,35500,,,,,
