date,open,high,low,close,volume,price,sma_20,rsi_14,price_prev,sma_20_prev
2025-07-31,10.0,10.0,9.960000038146973,9.960000038146973,8159600,,,,,
2025-08-01,9.960000038146973,9.979999542236328,9.949999809265137,9.949999809265137,1622300,,,,,
2025-08-04,9.960000038146973,9.979999542236328,9.949999809265137,9.954999923706056,234800,,,,,
2025-08-05,9.954999923706056,9.979999542236328,9.949999809265137,9.949999809265137,324900,,,,,
2025-08-06,9.960000038146973,9.979999542236328,9.949999809265137,9.960000038146973,1125100,,,,,
2025-08-07,9.960000038146973,9.970000267028809,9.949999809265137,9.954999923706056,79200,,,,,
2025-08-08,9.960000038146973,9.970000267028809,9.95199966430664,9.970000267028809,26800,,,,,
2025-08-11,9.960000038146973,9.960000038146973,9.949999809265137,9.949999809265137,367200,,,,,
2025-08-12,9.949999809265137,9.960000038146973,9.9399995803833,9.949999809265137,122900,,,,,
2025-08-13,9.949999809265137,9.949999809265137,9.9399995803833,9.9399995803833,138400,,,,,
2025-08-14,9.949999809265137,9.949999809265137,9.9399995803833,9.94499969482422,49500,,,,,
2025-08-15,9.949999809265137,9.949999809265137,9.949000358581545,9.949999809265137,206900,,,,,
2025-08-18,9.960000038146973,9.960000038146973,9.95199966430664,9.960000038146973,8200,,,,,
2025-08-19,9.96500015258789,9.979999542236328,9.949999809265137,9.954999923706056,48800,,,,,
2025-08-20,9.979999542236328,10.0,9.970000267028809,10.0,377500,,,,,
2025-08-21,10.0,10.0,9.970000267028809,9.989999771118164,10900,,,,,
2025-08-22,9.979999542236328,9.979999542236328,9.970000267028809,9.979999542236328,37400,,,,,
