date,open,high,low,close,volume,sma_20,rsi_14,price_prev,sma_20_prev
2025-07-24,58.060001373291016,58.880001068115234,56.599998474121094,57.099998474121094,2189200,,,,
2025-07-25,57.619998931884766,58.970001220703125,56.86000061035156,58.70000076293945,1419300,,,,
2025-07-28,58.4900016784668,58.68000030517578,57.400001525878906,57.90999984741211,1202300,,,,
2025-07-29,58.08000183105469,58.33000183105469,56.72999954223633,56.970001220703125,2507500,,,,
2025-07-30,56.7599983215332,56.9900016784668,53.59999847412109,54.13999938964844,1642900,,,,
2025-07-31,53.290000915527344,54.0,51.97999954223633,52.22999954223633,2516000,,,54.13999938964844,
2025-08-01,50.86000061035156,50.86000061035156,46.630001068115234,48.54999923706055,2774800,,,52.22999954223633,
2025-08-04,48.93000030517578,49.150001525878906,47.91999816894531,48.06999969482422,2018600,,,48.54999923706055,
2025-08-05,48.95000076293945,50.0,48.119998931884766,49.34999847412109,1686000,,,48.06999969482422,
2025-08-06,49.45000076293945,50.18999862670898,47.5,47.81999969482422,2015200,,,49.34999847412109,
2025-08-07,49.43000030517578,49.9900016784668,48.27000045776367,48.650001525878906,1532000,,,47.81999969482422,
2025-08-08,48.75,49.040000915527344,47.630001068115234,48.04999923706055,1759100,,,48.650001525878906,
2025-08-11,48.40999984741211,48.900001525878906,45.81999969482422,47.41999816894531,3839700,,,48.04999923706055,
2025-08-12,40.0,42.9900016784668,36.97999954223633,41.220001220703125,12810500,,,47.41999816894531,
2025-08-13,41.08000183105469,43.36000061035156,40.869998931884766,41.79999923706055,3994800,,,41.220001220703125,
2025-08-14,40.70000076293945,42.869998931884766,40.310001373291016,42.619998931884766,3401000,,,41.79999923706055,
2025-08-15,42.86000061035156,43.119998931884766,42.0,42.47999954223633,1773000,,,42.619998931884766,
2025-08-18,42.060001373291016,44.220001220703125,42.0,43.11000061035156,2262200,,24.604900019478706,42.47999954223633,
2025-08-19,43.88999938964844,46.0,43.88999938964844,45.2400016784668,2548000,,,,
2025-08-20,45.09000015258789,45.810001373291016,44.72999954223633,45.38999938964844,1629500,,,,
2025-08-21,44.75,45.119998931884766,44.08000183105469,44.68000030517578,1687300,,,,
