date,open,high,low,close,volume,price,sma_20,rsi_14,price_prev,sma_20_prev
2025-03-06,30.5,31.56999969482422,29.200000762939453,31.559999465942383,5600,,,,,
2025-03-07,31.309999465942383,32.349998474121094,31.309999465942383,32.349998474121094,3800,,,,,
2025-03-10,31.709999084472656,31.709999084472656,31.01499938964844,31.18000030517578,4600,,,,,
2025-03-11,31.489999771118164,31.489999771118164,30.600000381469727,30.65999984741211,6100,,,,,
2025-03-12,31.049999237060547,31.64699935913086,30.450000762939453,31.0,11900,,,,,
2025-03-13,30.90999984741211,30.90999984741211,30.25,30.25,3000,,,,,
2025-03-14,31.280000686645508,31.280000686645508,29.899999618530273,30.020000457763672,6500,,,,,
2025-03-17,30.0,30.100000381469727,29.459999084472656,30.100000381469727,11400,,,,,
2025-03-18,30.100000381469727,30.5,29.940000534057617,30.43000030517578,7300,,,,,
2025-03-19,30.229999542236328,30.56999969482422,29.899999618530273,30.56999969482422,5000,,,,,
2025-03-20,30.739999771118164,31.209999084472656,30.57699966430664,31.209999084472656,3000,,,,,
2025-03-21,30.760000228881836,31.309999465942383,30.75,31.309999465942383,18900,,,,,
2025-03-24,31.19099998474121,31.450000762939453,31.03499984741211,31.11000061035156,9000,,,,,
2025-03-25,30.780000686645508,30.780000686645508,30.329999923706055,30.329999923706055,6000,,,,,
2025-03-26,30.770000457763672,31.049999237060547,30.770000457763672,31.0,3400,,,,,
2025-03-27,30.5,31.219999313354492,30.5,31.09000015258789,3800,,,,,
2025-03-28,31.30500030517578,31.30500030517578,30.559999465942383,30.559999465942383,2800,,,,,
2025-03-31,30.809999465942383,30.809999465942383,30.5,30.549999237060547,6300,,,,,
2025-04-01,31.0,31.0,30.6200008392334,30.780000686645508,3400,,,,,
2025-04-02,30.809999465942383,30.809999465942383,30.52300071716309,30.780000686645508,5000,,,,,
2025-04-03,30.5,30.5,28.850000381469727,28.850000381469727,9300,,,,,
2025-04-04,28.40999984741211,29.326000213623047,27.61000061035156,29.25,12700,,,,,
2025-04-07,28.600000381469727,29.700000762939453,28.299999237060547,29.040000915527344,9800,,,,,
2025-04-08,29.049999237060547,29.167999267578125,28.56999969482422,28.700000762939453,10800,,,,,
2025-04-09,28.600000381469727,30.68000030517578,28.0,28.0,77200,,,,,
2025-04-10,27.8700008392334,27.8799991607666,27.3700008392334,27.709999084472656,9200,,,,,
2025-04-11,27.843000411987305,28.07200050354004,27.25,27.690000534057617,10000,,,,,
2025-04-14,27.260000228881836,28.30500030517578,27.25,27.729999542236328,6200,,,,,
2025-04-15,27.729999542236328,28.649999618530273,27.729999542236328,28.649999618530273,5400,,,,,
2025-04-16,28.649999618530273,28.899999618530273,28.0,28.3799991607666,7000,,,,,
2025-04-17,28.350000381469727,30.329999923706055,27.850000381469727,28.450000762939453,6100,,,,,
2025-04-21,28.25,28.549999237060547,28.010000228881836,28.450000762939453,6600,,,,,
2025-04-22,29.385000228881836,29.774999618530273,29.0,29.520000457763672,5600,,,,,
2025-04-23,29.979999542236328,29.979999542236328,28.90999984741211,29.209999084472656,4600,,,,,
2025-04-24,28.844999313354492,29.059999465942383,28.844999313354492,29.059999465942383,6400,,,,,
2025-04-25,28.83099937438965,28.83099937438965,28.010000228881836,28.239999771118164,8800,,,,,
2025-04-28,28.11000061035156,28.38999938964844,28.049999237060547,28.38999938964844,5800,,,,,
2025-04-29,29.211999893188477,30.315000534057617,28.986000061035156,30.059999465942383,8600,,,,,
2025-04-30,29.93000030517578,30.479999542236328,29.5,30.479999542236328,8500,,,,,
2025-05-01,30.5,30.5,29.920000076293945,30.049999237060547,7800,,,,,
2025-05-02,30.5,31.170000076293945,30.5,31.170000076293945,21400,,,,,
2025-05-05,31.1200008392334,31.1200008392334,30.850000381469727,31.020000457763672,4500,,,,,
2025-05-06,31.049999237060547,31.34000015258789,30.6299991607666,31.049999237060547,57400,,,,,
2025-05-07,31.1200008392334,31.799999237060547,31.020000457763672,31.100000381469727,10300,,,,,
2025-05-08,31.450000762939453,31.625,31.200000762939453,31.219999313354492,8000,,,,,
2025-05-09,31.344999313354492,31.739999771118164,31.25,31.739999771118164,3300,,,,,
2025-05-12,31.780000686645508,32.29999923706055,31.780000686645508,32.27000045776367,14800,,,,,
2025-05-13,32.599998474121094,33.0,32.54999923706055,32.90999984741211,24900,,,,,
2025-05-14,32.41999816894531,32.89699935913086,32.09700012207031,32.349998474121094,11400,,,,,
2025-05-15,32.5,33.46500015258789,32.249000549316406,32.970001220703125,4600,,,,,
2025-05-16,32.709999084472656,33.090999603271484,32.099998474121094,32.099998474121094,7600,,,,,
2025-05-19,31.850000381469727,32.18000030517578,31.850000381469727,32.16999816894531,2800,,,,,
2025-05-20,31.902000427246097,32.040000915527344,31.899999618530273,32.040000915527344,2900,,,,,
2025-05-21,32.060001373291016,32.40800094604492,31.190000534057617,31.459999084472656,37400,,,,,
2025-05-22,31.559999465942383,31.559999465942383,30.010000228881836,30.5,11700,,,,,
2025-05-23,30.149999618530273,30.399999618530273,30.149999618530273,30.239999771118164,4400,,,,,
2025-05-27,30.239999771118164,31.385000228881836,30.239999771118164,31.209999084472656,8300,,,,,
2025-05-28,31.280000686645508,31.440000534057617,30.729999542236328,30.84000015258789,6300,,,,,
2025-05-29,30.75,30.989999771118164,30.540000915527344,30.690000534057617,36500,,,,,
2025-05-30,30.75,31.469999313354492,30.75,31.309999465942383,7700,,,,,
2025-06-02,31.149999618530273,31.149999618530273,30.19499969482422,30.36000061035156,8400,,,,,
2025-06-03,30.290000915527344,30.88999938964844,30.290000915527344,30.704999923706055,6500,,,,,
2025-06-04,30.579999923706055,30.579999923706055,30.25,30.3700008392334,7600,,,,,
2025-06-05,30.299999237060547,30.780000686645508,30.059999465942383,30.290000915527344,15500,,,,,
2025-06-06,30.739999771118164,31.100000381469727,30.1560001373291,30.780000686645508,5000,,,,,
2025-06-09,30.895000457763672,30.899999618530273,30.309999465942383,30.309999465942383,6000,,,,,
2025-06-10,30.5,30.809999465942383,30.4060001373291,30.63999938964844,6100,,,,,
2025-06-11,30.6299991607666,30.6299991607666,29.959999084472656,29.959999084472656,18200,,,,,
2025-06-12,29.809999465942383,30.09000015258789,29.809999465942383,30.09000015258789,5000,,,,,
2025-06-13,29.989999771118164,29.989999771118164,29.600000381469727,29.8799991607666,15100,,,,,
2025-06-16,30.049999237060547,30.049999237060547,29.510000228881836,29.510000228881836,8700,,,,,
2025-06-17,29.469999313354492,29.53499984741211,29.209999084472656,29.350000381469727,9300,,,,,
2025-06-18,29.75,29.75,29.209999084472656,29.36000061035156,6400,,,,,
2025-06-20,29.559999465942383,29.559999465942383,29.270000457763672,29.43000030517578,11500,,,,,
2025-06-23,29.75,30.63500022888184,29.51000022888184,30.5,16600,,,,,
2025-06-24,30.350000381469727,30.69700050354004,30.299999237060547,30.299999237060547,10500,,,,,
2025-06-25,30.655000686645508,30.655000686645508,30.030000686645508,30.030000686645508,6400,,,,,
2025-06-26,30.01000022888184,31.000999450683597,30.0,30.82999992370605,13200,,,,,
2025-06-27,30.774999618530277,31.59000015258789,30.774999618530277,31.59000015258789,39700,,,,,
2025-06-30,31.143999099731445,31.143999099731445,30.520000457763672,30.540000915527344,12900,,,,,
2025-07-01,31.399999618530277,31.850000381469727,31.290000915527344,31.290000915527344,29200,,,,,
2025-07-02,31.299999237060547,32.16999816894531,31.290000915527344,32.02000045776367,15100,,,,,
2025-07-03,31.88999938964844,32.90999984741211,31.88999938964844,32.650001525878906,5600,,,,,
2025-07-07,32.638999938964844,32.638999938964844,31.76000022888184,32.255001068115234,10100,,,,,
2025-07-08,32.27000045776367,32.88999938964844,31.61000061035156,32.529998779296875,10800,,,,,
2025-07-09,32.52199935913086,32.95000076293945,32.08000183105469,32.95000076293945,6100,,,,,
2025-07-10,32.54999923706055,32.70000076293945,32.369998931884766,32.369998931884766,9300,,,,,
2025-07-11,32.0099983215332,32.189998626708984,31.63999938964844,31.670000076293945,5000,,,,,
2025-07-14,31.46999931335449,32.70000076293945,31.46999931335449,32.52000045776367,5400,,,,,
2025-07-15,32.38999938964844,32.540000915527344,31.280000686645508,31.32999992370605,10700,,,,,
2025-07-16,31.80900001525879,32.220001220703125,31.280000686645508,32.220001220703125,10800,,,,,
2025-07-17,32.09000015258789,32.900001525878906,32.09000015258789,32.209999084472656,11100,,,,,
2025-07-18,32.630001068115234,32.630001068115234,31.850000381469727,32.0099983215332,10700,,,,,
2025-07-21,32.20000076293945,32.70000076293945,32.150001525878906,32.150001525878906,9700,,,,,
2025-07-22,31.520000457763672,32.564998626708984,31.520000457763672,32.060001373291016,6100,,,,,
2025-07-23,32.52000045776367,32.52000045776367,32.52000045776367,32.52000045776367,2900,,,,,
2025-07-24,32.86899948120117,32.86899948120117,31.540000915527344,31.540000915527344,7200,,,,,
2025-07-25,31.56999969482422,32.099998474121094,31.56999969482422,31.700000762939453,5600,,,,,
2025-07-28,31.11000061035156,31.309999465942383,30.959999084472656,31.309999465942383,5200,,,,,
2025-07-29,31.643999099731445,31.643999099731445,30.76000022888184,31.38999938964844,5600,,,,,
2025-07-30,31.25,31.25,30.489999771118164,30.489999771118164,8000,,,,,
2025-07-31,30.11000061035156,30.57999992370605,30.049999237060547,30.190000534057617,10400,,,,,
2025-08-01,30.049999237060547,30.540000915527344,29.86000061035156,29.950000762939453,13500,,,,,
2025-08-04,29.950000762939453,32.310001373291016,29.809999465942383,30.239999771118164,27700,,,,,
2025-08-05,31.530000686645508,31.530000686645508,29.89999961853028,30.729999542236328,10900,,,,,
2025-08-06,31.059999465942383,32.79999923706055,29.809999465942383,30.719999313354492,11100,,,,,
2025-08-07,31.13999938964844,32.33000183105469,30.04800033569336,31.65999984741211,17100,,,,,
2025-08-08,32.20000076293945,32.49800109863281,31.75,31.90999984741211,5000,,,,,
2025-08-11,31.600000381469727,31.93000030517578,31.059999465942383,31.78499984741211,5200,,,,,
2025-08-12,31.19499969482422,33.029998779296875,31.19499969482422,33.029998779296875,9000,,,,,
2025-08-13,33.18000030517578,33.5,32.68000030517578,33.29999923706055,6500,,,,,
2025-08-14,32.630001068115234,32.630001068115234,32.630001068115234,32.630001068115234,2900,,,,,
2025-08-15,32.790000915527344,32.790000915527344,31.0,32.279998779296875,4900,,,,,
2025-08-18,32.5099983215332,32.5099983215332,32.5099983215332,32.5099983215332,2600,,,,,
