insider_name,title,type,security,shares,price,value,code,filing_date
Jokinen Tracy C,Unknown,Sell,"Common Stock, par value $0.001 per share",15301.0,0.0,0.0,A,2025-05-22
Schmid Gerrard,Unknown,Sell,"Common Stock, par value $0.001 per share",15301.0,0.0,0.0,A,2025-05-22
ASHFORD ORLANDO D,Unknown,Sell,"Common Stock, par value $0.001 per share",15301.0,0.0,0.0,A,2025-05-22
Alstead Troy,Unknown,Sell,"Common Stock, par value $0.001 per share",15301.0,0.0,0.0,A,2025-05-22
Forth John Bradford,Unknown,Sell,"Common Stock, par value $0.001 per share",15301.0,0.0,0.0,A,2025-05-22
Iyengar Jayanthi,Unknown,Sell,"Common Stock, par value $0.001 per share",15301.0,0.0,0.0,A,2025-05-22
Hostetler Kevin G.,Chief Executive Officer,Sell,"Common Stock, par value $0.001 per share",35795.0,0.0,0.0,M,2025-04-22
Hostetler Kevin G.,Chief Executive Officer,Sell,"Common Stock, par value $0.001 per share",14981.0,4.18,62620.58,F,2025-04-22
Hostetler Kevin G.,Chief Executive Officer,Sell,"Common Stock, par value $0.001 per share",14710.0,6.1,89731.0,F,2025-03-19
Collins Terrance L,Chief Human Resources Officer,Sell,"Common Stock, par value $0.001 per share",1683.0,6.1,10266.3,F,2025-03-19
Collins Terrance L,Chief Human Resources Officer,Sell,"Common Stock, par value $0.001 per share",6151.0,0.0,0.0,M,2025-03-19
Manning Neil,President & COO,Sell,"Common Stock, par value $0.001 per share",1311.0,6.1,7997.1,F,2025-03-19
Hostetler Kevin G.,Chief Executive Officer,Sell,"Common Stock, par value $0.001 per share",35149.0,0.0,0.0,M,2025-03-19
Manning Neil,President & COO,Sell,"Common Stock, par value $0.001 per share",4882.0,0.0,0.0,M,2025-03-19
Zhu James,Chief Accounting Officer,Sell,"Common Stock, par value $0.001 per share",6162.0,0.0,0.0,M,2025-03-14
Manning Neil,President & COO,Sell,"Common Stock, par value $0.001 per share",2206.0,6.03,13302.18,F,2025-03-14
Manning Neil,President & COO,Sell,"Common Stock, par value $0.001 per share",8216.0,0.0,0.0,M,2025-03-14
Zhu James,Chief Accounting Officer,Sell,"Common Stock, par value $0.001 per share",1655.0,6.03,9979.65,F,2025-03-14
Hostetler Kevin G.,Chief Executive Officer,Sell,"Common Stock, par value $0.001 per share",56148.0,0.0,0.0,M,2025-03-14
Collins Terrance L,Chief Human Resources Officer,Sell,"Common Stock, par value $0.001 per share",2317.0,6.03,13971.51,F,2025-03-14
Collins Terrance L,Chief Human Resources Officer,Sell,"Common Stock, par value $0.001 per share",8627.0,0.0,0.0,M,2025-03-14
Hostetler Kevin G.,Chief Executive Officer,Sell,"Common Stock, par value $0.001 per share",23164.0,6.03,139678.92,F,2025-03-14
Manning Neil,President & COO,Sell,"Common Stock, par value $0.001 per share",3749.0,0.0,0.0,M,2025-02-19
Manning Neil,President & COO,Sell,"Common Stock, par value $0.001 per share",1206.0,6.79,8188.74,F,2025-02-19
Manning Neil,President & COO,Buy,"Common Stock, par value $0.001 per share",5700.0,5.21,29697.0,P,2024-12-18
Hostetler Kevin G.,Chief Executive Officer,Buy,"Common Stock, par value $0.001 per share",996.0,6.925,6897.3,P,2024-11-19
Hostetler Kevin G.,Chief Executive Officer,Buy,"Common Stock, par value $0.001 per share",9135.0,6.93,63305.55,P,2024-11-19
Hostetler Kevin G.,Chief Executive Officer,Buy,"Common Stock, par value $0.001 per share",4299.0,6.94,29835.06,P,2024-11-19
Collins Terrance L,Chief Human Resources Officer,Sell,"Common Stock, par value $0.001 per share",1472.0,10.29,15146.88,F,2024-08-06
