insider_name,title,type,security,shares,price,value,code,filing_date
May James Michael,Treasurer and Asst. Secretary,Sell,Common Stock,2177.0,77.5,168717.5,S,2025-07-23
Sieving Charles E,"EVP, Chief Legal",Sell,Common Stock,18000.0,75.0,1350000.0,S,2025-05-19
Dunne Michael,Treasurer,Sell,Common Stock,4208.0,74.55,313706.4,F,2025-05-16
Sieving Charles E,"EVP, Chief Legal",Sell,Common Stock,23684.0,70.0,1657880.0,S,2025-05-12
Bolster Brian W,"EVP, Finance & CFO",Sell,Common Stock,1251.0,66.54,83241.54,F,2025-05-07
Bolster Brian W,"EVP, Finance & CFO",Sell,Common Stock,3267.0,0.0,0.0,A,2025-03-18
May James Michael,"VP, Controller and CAO",Sell,Common Stock,2412.0,0.0,0.0,A,2025-03-18
May James Michael,"VP, Controller and CAO",Sell,Common Stock,2383.0,68.09,162258.47,S,2025-02-20
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,5422.0,0.0,0.0,A,2025-02-19
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,128539.0,0.0,0.0,A,2025-02-19
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,50580.0,68.6,3469788.0,F,2025-02-19
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,1710.0,68.06,116382.6,F,2025-02-19
Sieving Charles E,"EVP, Chief Legal",Sell,Common Stock,12712.0,68.6,872043.2,F,2025-02-18
Reagan Ronald R,"EVP, Eng., Const. & ISC",Sell,Common Stock,1558.0,0.0,0.0,A,2025-02-18
Coffey Robert,"EVP, Nuclear Div & CNO",Sell,Common Stock,3841.0,0.0,0.0,A,2025-02-18
Coffey Robert,"EVP, Nuclear Div & CNO",Sell,Common Stock,14645.0,0.0,0.0,A,2025-02-18
Coffey Robert,"EVP, Nuclear Div & CNO",Sell,Common Stock,5711.0,68.6,391774.6,F,2025-02-18
Coffey Robert,"EVP, Nuclear Div & CNO",Sell,Common Stock,1390.0,68.06,94603.4,F,2025-02-18
Bolster Brian W,"EVP, Finance & CFO",Sell,Common Stock,6959.0,0.0,0.0,A,2025-02-18
Lemasney Mark,EVP Power Generation Division,Sell,Common Stock,908.0,0.0,0.0,A,2025-02-18
Sieving Charles E,"EVP, Chief Legal",Sell,Common Stock,32306.0,0.0,0.0,A,2025-02-18
Reagan Ronald R,"EVP, Eng., Const. & ISC",Sell,Common Stock,498.0,68.06,33893.88,F,2025-02-18
Sieving Charles E,"EVP, Chief Legal",Sell,Common Stock,1870.0,68.06,127272.2,F,2025-02-18
Sieving Charles E,"EVP, Chief Legal",Sell,Common Stock,5352.0,0.0,0.0,A,2025-02-18
Reagan Ronald R,"EVP, Eng., Const. & ISC",Sell,Common Stock,8094.0,0.0,0.0,A,2025-02-18
Pimentel Armando Jr,"Director, Pres. & CEO of Sub",Sell,Common Stock,4827.0,68.06,328525.62,F,2025-02-18
May James Michael,"VP, Controller and CAO",Sell,Common Stock,3631.0,0.0,0.0,A,2025-02-18
May James Michael,"VP, Controller and CAO",Sell,Common Stock,3150.0,0.0,0.0,A,2025-02-18
May James Michael,"VP, Controller and CAO",Sell,Common Stock,767.0,68.6,52616.2,F,2025-02-18
May James Michael,"VP, Controller and CAO",Sell,Common Stock,653.0,68.06,44443.18,F,2025-02-18
Reagan Ronald R,"EVP, Eng., Const. & ISC",Sell,Common Stock,2267.0,68.6,155516.2,F,2025-02-18
Pimentel Armando Jr,"Director, Pres. & CEO of Sub",Sell,Common Stock,19416.0,0.0,0.0,A,2025-02-18
Lemasney Mark,EVP Power Generation Division,Sell,Common Stock,1195.0,0.0,0.0,A,2025-02-18
Kujawa Rebecca J,Pres. and CEO of Sub,Sell,Common Stock,4799.0,68.06,326619.94,F,2025-02-18
Daggs Nicole J,"EVP, Human Res & Corp Svcs",Sell,Common Stock,2026.0,0.0,0.0,A,2025-02-18
Dunne Michael,Treasurer,Sell,Common Stock,11532.0,0.0,0.0,A,2025-02-18
Dunne Michael,Treasurer,Sell,Common Stock,2876.0,68.06,195740.56,F,2025-02-18
Dunne Michael,Treasurer,Sell,Common Stock,3465.0,68.6,237699.0,F,2025-02-18
Dunne Michael,Treasurer,Sell,Common Stock,10652.0,0.0,0.0,A,2025-02-18
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,5406.0,0.0,0.0,A,2025-02-18
Gursahaney Naren K,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-18
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,50580.0,68.6,3469788.0,F,2025-02-18
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,128539.0,0.0,0.0,A,2025-02-18
Daggs Nicole J,"EVP, Human Res & Corp Svcs",Sell,Common Stock,2504.0,0.0,0.0,A,2025-02-18
KETCHUM JOHN W,"Chairman, President & CEO",Sell,Common Stock,1710.0,68.06,116382.6,F,2025-02-18
Kujawa Rebecca J,Pres. and CEO of Sub,Sell,Common Stock,29347.0,68.6,2013204.2,F,2025-02-18
Crews Terrell Kirk II,"EVP, Chief Risk Officer",Sell,Common Stock,3970.0,0.0,0.0,A,2025-02-18
Daggs Nicole J,"EVP, Human Res & Corp Svcs",Sell,Common Stock,609.0,68.6,41777.4,F,2025-02-18
Crews Terrell Kirk II,"EVP, Chief Risk Officer",Sell,Common Stock,1321.0,68.06,89907.26,F,2025-02-18
Crews Terrell Kirk II,"EVP, Chief Risk Officer",Sell,Common Stock,6946.0,68.6,476495.6,F,2025-02-18
Crews Terrell Kirk II,"EVP, Chief Risk Officer",Sell,Common Stock,17906.0,0.0,0.0,A,2025-02-18
Lemasney Mark,EVP Power Generation Division,Sell,Common Stock,290.0,68.6,19894.0,F,2025-02-18
Lemasney Mark,EVP Power Generation Division,Sell,Common Stock,534.0,68.06,36344.04,F,2025-02-18
Kujawa Rebecca J,Pres. and CEO of Sub,Sell,Common Stock,74580.0,0.0,0.0,A,2025-02-18
Kujawa Rebecca J,Pres. and CEO of Sub,Sell,Common Stock,13402.0,0.0,0.0,A,2025-02-18
Daggs Nicole J,"EVP, Human Res & Corp Svcs",Sell,Common Stock,1607.0,68.06,109372.42,F,2025-02-18
CAMAREN JAMES LAWRENCE,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
HACHIGIAN KIRK S,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
LANE AMY B,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
HENRY MARIA,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
PORGES DAVID L,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
Stahlkopf Deborah L,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
STALL JOHN A,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
Wilson Darryl L.,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
Arnaboldi Nicole S,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
Martha Geoffrey,Unknown,Sell,Common Stock,2700.0,0.0,0.0,A,2025-02-14
