insider_name,title,type,security,shares,price,value,code,filing_date
Fitterling James R,Unknown,Sell,Common Stock,305.887,151.2,46250.11,A,2025-07-23
Bauer Wendy A,Group President,Sell,Common Stock,7951.0,153.81,1222943.31,M,2025-07-02
Bauer Wendy A,Group President,Sell,Common Stock,3259.0,153.81,501266.79,F,2025-07-02
Banovetz John Patrick,Executive Vice President,Sell,Common Stock,379.0,148.41,56247.39,S,2025-05-27
Banovetz John Patrick,Executive Vice President,Sell,Common Stock,900.0,148.38,133542.0,S,2025-05-27
Banovetz John Patrick,Executive Vice President,Sell,Common Stock,6080.0,148.37,902089.6,S,2025-05-27
Banovetz John Patrick,Executive Vice President,Sell,Common Stock,7759.0,130.14,1009756.26,M,2025-05-27
Banovetz John Patrick,Executive Vice President,Sell,Common Stock,100.0,148.4101,14841.01,S,2025-05-27
Banovetz John Patrick,Executive Vice President,Sell,Common Stock,300.0,148.3901,44517.03,S,2025-05-27
Rhodes Kevin H,"EVP, Chief Legal Off & Secret",Sell,Common Stock,7976.0,130.14,1037996.64,M,2025-05-21
Rhodes Kevin H,"EVP, Chief Legal Off & Secret",Sell,Common Stock,7976.0,154.0201,1228464.32,S,2025-05-21
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,250.0,148.9601,37240.03,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,2074.0,148.93,308880.82,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,159.0,148.931,23680.03,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,340.0,148.94,50639.6,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,300.0,148.9551,44686.53,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,735.0,148.96,109485.6,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,46.0,148.97,6852.62,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,14.0,148.9501,2085.3,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,3992.0,130.14,519518.88,M,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,600.0,149.06,89436.0,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,1932.0,149.08,288022.56,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,1460.0,149.12,217715.2,S,2025-05-19
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,5.0,148.9611,744.81,S,2025-05-19
Kereere Suzan,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
DILLON DAVID B,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
Sweet Thomas W,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
PAGE GREGORY R,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
Choi Audrey,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
PIZARRO PEDRO,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
Fitterling James R,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
Chow Anne H,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
Bozeman David P,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
BROWN THOMAS K,Unknown,Sell,Common Stock,1297.147,150.33,195000.11,A,2025-05-14
Reinseth Theresa E,Sr Vice President & CAO,Sell,Common Stock,1441.0,142.08,204737.28,M,2025-05-05
Reinseth Theresa E,Sr Vice President & CAO,Sell,Common Stock,441.0,142.08,62657.28,F,2025-05-05
Brown William M,Chairman & CEO,Sell,Common Stock,8577.0,142.08,1218620.16,M,2025-05-05
Brown William M,Chairman & CEO,Sell,Common Stock,3912.0,142.08,555816.96,F,2025-05-05
Fitterling James R,Unknown,Sell,Common Stock,333.022,138.88,46250.1,A,2025-04-28
Banovetz John Patrick,Executive Vice President,Sell,Common Stock,177.083,0.0,0.0,F,2025-02-18
Chavez Rodriguez Beatriz Karina,Group President,Sell,Common Stock,3569.0,149.87,534886.03,M,2025-02-18
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,983.0,98.44,96766.52,M,2025-02-18
Roman Michael F,Chairman of the Board,Sell,Common Stock,8600.0,0.0,0.0,F,2025-02-18
Chavez Rodriguez Beatriz Karina,Group President,Sell,Common Stock,61.822,0.0,0.0,F,2025-02-18
Dickson Zoe L,EVP & Chief HR Officer,Sell,Common Stock,591.47,0.0,0.0,F,2025-02-18
Reinseth Theresa E,Sr Vice President & CAO,Sell,Common Stock,292.0,0.0,0.0,F,2025-02-18
Rhodes Kevin H,"EVP, Chief Legal Off & Secret",Sell,Common Stock,1299.635,0.0,0.0,F,2025-02-18
Chavez Rodriguez Beatriz Karina,Group President,Sell,Common Stock,1108.0,149.84,166022.72,F,2025-02-18
Bozeman David P,Unknown,Sell,Common Stock,339.928,152.45,51822.02,A,2025-02-10
