insider_name,title,type,security,shares,price,value,code,filing_date
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,130.0,238.54,31010.2,F,2025-07-02
Welch Michael,SVP & CFO,Sell,Common Stock,330.0,260.55,85981.5,F,2025-03-10
Milstein Jed,SVP & CHRO,Sell,Common Stock,1992.0,0.0,0.0,A,2025-03-10
Milstein Jed,SVP & CHRO,Sell,Common Stock,297.0,260.55,77383.35,F,2025-03-10
Hult David W,President & CEO,Sell,Common Stock,13278.0,0.0,0.0,A,2025-03-10
Hult David W,President & CEO,Sell,Common Stock,1976.0,260.55,514846.8,F,2025-03-10
Clara Daniel,Chief Operating Officer,Sell,Common Stock,2214.0,0.0,0.0,A,2025-03-10
Clara Daniel,Chief Operating Officer,Sell,Common Stock,330.0,260.55,85981.5,F,2025-03-10
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,553.0,0.0,0.0,A,2025-03-10
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,55.0,260.55,14330.25,F,2025-03-10
Briesemeister Nathan Edward,"VP, Controller & CAO",Sell,Common Stock,277.0,0.0,0.0,A,2025-03-10
Briesemeister Nathan Edward,"VP, Controller & CAO",Sell,Common Stock,28.0,260.55,7295.4,F,2025-03-10
Welch Michael,SVP & CFO,Sell,Common Stock,2214.0,0.0,0.0,A,2025-03-10
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,69.0,294.5,20320.5,F,2025-02-24
Hult David W,President & CEO,Sell,Common Stock,1647.0,294.5,485041.5,F,2025-02-24
Clara Daniel,Chief Operating Officer,Sell,Common Stock,275.0,294.5,80987.5,F,2025-02-24
Welch Michael,SVP & CFO,Sell,Common Stock,275.0,294.5,80987.5,F,2025-02-24
Milstein Jed,SVP & CHRO,Sell,Common Stock,247.0,294.5,72741.5,F,2025-02-24
Briesemeister Nathan Edward,"VP, Controller & CAO",Sell,Common Stock,35.0,294.5,10307.5,F,2025-02-24
Morrison Maureen F,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
REDDIN THOMAS,Unknown,Sell,Common Stock,250.0,294.5,73625.0,F,2025-02-21
REDDIN THOMAS,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
ALSFINE JOEL,Unknown,Sell,Common Stock,307.0,294.5,90411.5,F,2025-02-21
ALSFINE JOEL,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
Fay William,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
JAMES JUANITA T,Unknown,Sell,Common Stock,299.0,294.5,88055.5,F,2025-02-21
JAMES JUANITA T,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
MARITZ PHILIP F,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
Hult David W,President & CEO,Sell,Common Stock,9508.0,0.0,0.0,A,2025-02-21
Naidoo Shamla,Unknown,Sell,Common Stock,250.0,294.5,73625.0,F,2025-02-21
Clara Daniel,Chief Operating Officer,Sell,Common Stock,2037.0,0.0,0.0,A,2025-02-21
Naidoo Shamla,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
Welch Michael,SVP & CFO,Sell,Common Stock,1902.0,0.0,0.0,A,2025-02-21
Milstein Jed,SVP & CHRO,Sell,Common Stock,1358.0,0.0,0.0,A,2025-02-21
Briesemeister Nathan Edward,"VP, Controller & CAO",Sell,Common Stock,255.0,0.0,0.0,A,2025-02-21
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,1358.0,0.0,0.0,A,2025-02-21
Terry Hilliard C. III,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
RYAN BERMAN BRIDGET,Unknown,Sell,Common Stock,713.0,0.0,0.0,A,2025-02-21
Clara Daniel,Chief Operating Officer,Sell,Common Stock,1217.0,296.64,361010.88,S,2025-02-19
Briesemeister Nathan Edward,"VP, Controller & CAO",Sell,Common Stock,32.0,299.72,9591.04,F,2025-02-19
Briesemeister Nathan Edward,"VP, Controller & CAO",Sell,Common Stock,31.0,299.72,9291.32,F,2025-02-19
Hult David W,President & CEO,Sell,Common Stock,2719.0,303.37,824863.03,F,2025-02-19
Hult David W,President & CEO,Sell,Common Stock,1209.0,303.37,366774.33,F,2025-02-19
Hult David W,President & CEO,Sell,Common Stock,1282.0,299.72,384241.04,F,2025-02-19
Hult David W,President & CEO,Sell,Common Stock,1827.0,299.72,547588.44,F,2025-02-19
Milstein Jed,SVP & CHRO,Sell,Common Stock,472.0,303.37,143190.64,F,2025-02-19
Milstein Jed,SVP & CHRO,Sell,Common Stock,147.0,303.37,44595.39,F,2025-02-19
Milstein Jed,SVP & CHRO,Sell,Common Stock,120.0,299.72,35966.4,F,2025-02-19
Milstein Jed,SVP & CHRO,Sell,Common Stock,170.0,299.72,50952.4,F,2025-02-19
Welch Michael,SVP & CFO,Sell,Common Stock,137.0,299.72,41061.64,F,2025-02-19
Clara Daniel,Chief Operating Officer,Sell,Common Stock,580.0,303.37,175954.6,F,2025-02-19
Clara Daniel,Chief Operating Officer,Sell,Common Stock,259.0,303.37,78572.83,F,2025-02-19
Clara Daniel,Chief Operating Officer,Sell,Common Stock,145.0,299.72,43459.4,F,2025-02-19
Clara Daniel,Chief Operating Officer,Sell,Common Stock,226.0,299.72,67736.72,F,2025-02-19
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,51.0,303.37,15471.87,F,2025-02-19
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,34.0,303.37,10314.58,F,2025-02-19
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,33.0,299.72,9890.76,F,2025-02-19
Calloway Dean,"SVP, General Counsel & Sec",Sell,Common Stock,31.0,299.72,9291.32,F,2025-02-19
