insider_name,title,type,security,shares,price,value,code,filing_date
Coleman Amy,"EVP, Chief Human Resources Off",Sell,Common Stock,32.344,503.02,16269.68,F,2025-07-16
Coleman Amy,"EVP, Chief Human Resources Off",Sell,Common Stock,77.066,474.96,36603.27,F,2025-06-16
Mason Mark,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2025-06-11
STANTON JOHN W,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2025-06-11
SCHARF CHARLES W,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2025-06-11
List Teri,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2025-06-11
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,3000.0,463.0,1389000.0,S,2025-06-04
Jolla Alice L.,Chief Accounting Officer,Sell,Common Stock,431.209,460.36,198511.38,F,2025-06-02
Coleman Amy,"EVP, Chief Human Resources Off",Sell,Common Stock,453.934,460.36,208973.06,F,2025-06-02
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,1000.0,460.008,460008.0,S,2025-06-02
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,158.723,460.36,73069.72,F,2025-06-02
Hogan Kathleen T,"EVP, Strategy",Sell,Common Stock,21500.0,453.7745,9756151.75,S,2025-05-22
Althoff Judson,"EVP, Chief Commercial Officer",Sell,Common Stock,9298.0,457.97,4258205.06,S,2025-05-20
Althoff Judson,"EVP, Chief Commercial Officer",Sell,Common Stock,6702.0,458.462,3072612.32,S,2025-05-20
Coleman Amy,"EVP, Chief Human Resources Off",Sell,Common Stock,13242.774,452.0115,5985886.14,S,2025-05-16
Coleman Amy,"EVP, Chief Human Resources Off",Sell,Common Stock,77.894,452.94,35281.31,F,2025-05-16
SMITH BRADFORD L,Vice Chair and President,Sell,Common Stock,18212.0,435.3053,7927780.12,S,2025-05-06
SMITH BRADFORD L,Vice Chair and President,Sell,Common Stock,56788.0,436.2919,24776144.42,S,2025-05-06
SMITH BRADFORD L,Vice Chair and President,Sell,Common Stock,6000.0,433.17,2599020.0,S,2025-05-06
Coleman Amy,"EVP, Chief Human Resources Off",Sell,Common Stock,27.944,387.81,10836.96,F,2025-04-16
Coleman Amy,"EVP, Chief Human Resources Off",Sell,Common Stock,10370.0,0.0,0.0,A,2025-04-16
SMITH BRADFORD L,Vice Chair and President,Sell,Common Stock,3722.385,392.53,1461147.78,F,2025-03-03
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,1294.178,392.53,508003.69,F,2025-03-03
Jolla Alice L.,Chief Accounting Officer,Sell,Common Stock,444.056,392.53,174305.3,F,2025-03-03
Hood Amy,"EVP, Chief Financial Officer",Sell,Common Stock,4390.842,392.53,1723537.21,F,2025-03-03
Hogan Kathleen T,"EVP, Chief Human Resources Off",Sell,Common Stock,1744.787,392.53,684881.24,F,2025-03-03
Althoff Judson,"EVP, Chief Commercial Officer",Sell,Common Stock,3283.854,392.53,1289011.21,F,2025-03-03
List Teri,Unknown,Sell,Common Stock,151.0,0.0,0.0,A,2025-02-03
Mason Mark,Unknown,Sell,Common Stock,151.0,0.0,0.0,A,2025-02-03
STANTON JOHN W,Unknown,Sell,Common Stock,151.0,0.0,0.0,A,2025-02-03
SCHARF CHARLES W,Unknown,Sell,Common Stock,151.0,0.0,0.0,A,2025-02-03
Jolla Alice L.,Chief Accounting Officer,Sell,Common Stock,617.402,447.27,276145.39,F,2024-12-16
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,2500.0,447.412,1118530.0,S,2024-12-10
Mason Mark,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2024-12-10
List Teri,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2024-12-10
STANTON JOHN W,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2024-12-10
SCHARF CHARLES W,Unknown,Sell,Common Stock,132.0,0.0,0.0,A,2024-12-10
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,2000.0,437.317,874634.0,S,2024-12-05
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,1000.0,423.48,423480.0,S,2024-12-02
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,158.74,423.46,67220.04,F,2024-12-02
Numoto Takeshi,"EVP, Chief Marketing Officer",Sell,Common Stock,2500.0,430.873,1077182.5,S,2024-12-02
Jolla Alice L.,Chief Accounting Officer,Sell,Common Stock,430.839,423.46,182443.08,F,2024-12-02
