insider_name,title,type,security,shares,price,value,code,filing_date
Tran Nina A,Unknown,Sell,"Common Stock, par value $0.01",4453.0,0.0,0.0,A,2025-06-02
Schaefer Joy L.,Unknown,Sell,"Common Stock, par value $0.01",4453.0,0.0,0.0,A,2025-06-02
SULLIVAN ROBERT S,Unknown,Sell,"Common Stock, par value $0.01",4453.0,0.0,0.0,A,2025-06-02
Olinger Thomas S,Unknown,Sell,"Common Stock, par value $0.01",4453.0,0.0,0.0,A,2025-06-02
Wyll Adam,President & COO,Sell,"Common Stock, par value $0.01",1172.0,0.0,0.0,D,2024-12-05
Wyll Adam,President & COO,Sell,"Common Stock, par value $0.01",146040.0,0.0,0.0,A,2024-12-05
Wyll Adam,President & COO,Sell,"Common Stock, par value $0.01",30238.0,28.22,853316.36,S,2024-12-05
Gammieri Jerry,SVP Construction and Devlp,Sell,"Common Stock, par value $0.01",12378.0,28.44,352030.32,F,2024-12-05
Gammieri Jerry,SVP Construction and Devlp,Sell,"Common Stock, par value $0.01",494.0,0.0,0.0,D,2024-12-05
Gammieri Jerry,SVP Construction and Devlp,Sell,"Common Stock, par value $0.01",23001.0,0.0,0.0,A,2024-12-05
Barton Robert F.,Executive Vice President & CFO,Sell,"Common Stock, par value $0.01",8174.0,28.44,232468.56,F,2024-12-05
Barton Robert F.,Executive Vice President & CFO,Sell,"Common Stock, par value $0.01",1234.0,0.0,0.0,D,2024-12-05
Barton Robert F.,Executive Vice President & CFO,Sell,"Common Stock, par value $0.01",60241.0,0.0,0.0,A,2024-12-05
RADY ERNEST S,Chairman & CEO,Sell,"Common Stock, par value $0.01",2777.0,0.0,0.0,D,2024-12-05
