insider_name,title,type,security,shares,price,value,code,filing_date
Sabrina Sanders S,SVP-ChiefActngOfcr&Controller,Sell,Common Stock,107.81,28.94,3120.02,A,2025-07-02
Lee Lori M,Global Mktg Ofr & SEVP HR&Intl,Sell,Common Stock,266.413,28.94,7709.99,A,2025-07-02
Desroches Pascal,Sr. Exec VP and CFO,Sell,Common Stock,1457.037,28.94,42166.65,A,2025-07-02
Arroyo F. Thaddeus,Chief Strategy & Dev Officer,Sell,Common Stock,665.514,28.94,19259.98,A,2025-07-02
McElfresh Jeffery S.,Chief Operating Officer,Sell,Common Stock,604.7,28.94,17500.02,A,2025-07-02
Lee Lori M,Global Mktg Ofr & SEVP HR&Intl,Sell,Common Stock,202.014,27.8,5615.99,A,2025-06-03
Arroyo F. Thaddeus,Chief Strategy & Dev Officer,Sell,Common Stock,692.806,27.8,19260.01,A,2025-06-03
Desroches Pascal,Sr. Exec VP and CFO,Sell,Common Stock,1453.836,27.8,40416.64,A,2025-06-03
McElfresh Jeffery S.,Chief Operating Officer,Sell,Common Stock,629.496,27.8,17499.99,A,2025-06-03
Sabrina Sanders S,SVP-ChiefActngOfcr&Controller,Sell,Common Stock,112.23,27.8,3119.99,A,2025-06-03
Sabrina Sanders S,SVP-ChiefActngOfcr&Controller,Sell,Common Stock,1500.0,27.565,41347.5,S,2025-06-03
Smith Kenny Kellyn,Chief Marketing & Growth Ofcr,Sell,Common Stock,38807.0,26.44,1026057.08,F,2025-05-19
Arroyo F. Thaddeus,Chief Strategy & Dev Officer,Sell,Common Stock,23777.0,26.44,628663.88,F,2025-05-19
Legg Jeremy Alan,Chief Technology Officer,Sell,Common Stock,22062.0,26.44,583319.28,F,2025-05-19
STANKEY JOHN T,CEO & President,Sell,Common Stock,739.168,27.7,20474.95,A,2025-05-14
McElfresh Jeffery S.,Chief Operating Officer,Sell,Common Stock,2114.91,27.7,58583.01,A,2025-05-14
Lee Lori M,Global Mktg Ofr & SEVP HR&Intl,Sell,Common Stock,283.871,27.7,7863.23,A,2025-05-14
Desroches Pascal,Sr. Exec VP and CFO,Sell,Common Stock,2674.244,27.7,74076.56,A,2025-05-14
Arroyo F. Thaddeus,Chief Strategy & Dev Officer,Sell,Common Stock,717.301,27.7,19869.24,A,2025-05-14
