insider_name,title,type,security,shares,price,value,code,filing_date
Ciongoli Adam G.,Chief Legal and Policy Officer,Sell,Class A  Common  Stock,26631.0,0.0,0.0,M,2025-07-01
Ciongoli Adam G.,Chief Legal and Policy Officer,Sell,Class A  Common  Stock,10732.0,56.79,609470.28,F,2025-07-01
Tomsic Steven,Chief Financial Officer,Sell,Class A Common Stock,39642.0,40.26,1595986.92,M,2025-06-05
Tomsic Steven,Chief Financial Officer,Sell,Class A Common Stock,39642.0,55.3,2192202.6,S,2025-06-05
Tomsic Steven,Chief Financial Officer,Sell,Class A  Common  Stock,5607.0,40.26,225737.82,M,2025-06-05
Tomsic Steven,Chief Financial Officer,Sell,Class A  Common  Stock,5607.0,55.37,310459.59,S,2025-06-05
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class B Common Stock,58000.0,53.17,3083860.0,S,2025-02-25
Ciongoli Adam G.,Chief Legal and Policy Officer,Sell,Class A Common Stock,1194.0,54.13,64631.22,S,2025-02-05
Ciongoli Adam G.,Chief Legal and Policy Officer,Sell,Class A  Common  Stock,84.0,54.13,4546.92,S,2025-02-05
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class A  Common  Stock,186871.0,40.26,7523426.46,M,2024-11-26
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class A  Common  Stock,186871.0,46.22,8637177.62,S,2024-11-26
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class A  Common  Stock,101479.0,40.26,4085544.54,M,2024-11-26
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class A  Common  Stock,239071.0,36.0,8606556.0,M,2024-11-26
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class A  Common  Stock,255474.0,26.12,6672980.88,M,2024-11-26
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class A  Common  Stock,175000.0,34.83,6095250.0,M,2024-11-26
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class A  Common  Stock,771024.0,46.07,35521075.68,S,2024-11-26
MURDOCH  KEITH  RUPERT,Unknown,Sell,Class B Common Stock,100000.0,42.05,4205000.0,S,2024-11-06
NALLEN JOHN,Chief Operating Officer,Sell,Class A Common Stock,182481.0,43.73,7979894.13,S,2024-11-05
NALLEN JOHN,Chief Operating Officer,Sell,Class A Common Stock,182481.0,26.12,4766403.72,M,2024-11-05
Ryan Paul D,Unknown,Sell,Class A Common Stock,6135.0,0.0,0.0,M,2024-10-02
