insider_name,title,type,security,shares,price,value,code,filing_date
Anderson Adam,Chief Executive Officer,Sell,Common Stock,68073.0,0.0,0.0,A,2025-06-05
Reed Kendal,Chief Financial Officer,Sell,Common Stock,25527.0,0.0,0.0,A,2025-06-05
Reddout Mark,President of North America,Sell,Common Stock,25527.0,0.0,0.0,A,2025-06-05
LOVOI JOHN,Unknown,Sell,Common Stock,11764.0,0.0,0.0,A,2025-03-18
Black Bonnie S.,Unknown,Sell,Common Stock,11764.0,0.0,0.0,A,2025-03-18
Jupp Terence Bartlett,Unknown,Sell,Common Stock,11764.0,0.0,0.0,A,2025-03-18
Sedita Angie,Unknown,Sell,Common Stock,11764.0,0.0,0.0,A,2025-03-18
Lockhart Carri A.,Unknown,Sell,Common Stock,11764.0,0.0,0.0,A,2025-03-18
Fink Benjamin Matthew,Unknown,Sell,Common Stock,11764.0,0.0,0.0,A,2025-03-18
Anderson Adam,Chief Executive Officer,Sell,Common Stock,13067.0,17.68,231024.56,F,2025-03-13
Reddout Mark,President of North America,Sell,Common Stock,3548.0,17.68,62728.64,F,2025-03-10
LOVOI JOHN,Unknown,Sell,Common Stock,1957.0,0.0,0.0,A,2025-01-03
Fink Benjamin Matthew,Unknown,Sell,Common Stock,2125.0,0.0,0.0,A,2025-01-03
Jupp Terence Bartlett,Unknown,Sell,Common Stock,2013.0,0.0,0.0,A,2025-01-03
Lockhart Carri A.,Unknown,Sell,Common Stock,1901.0,0.0,0.0,A,2025-01-03
Reed Kendal,Chief Financial Officer,Buy,Common Stock,3765.0,13.28,49999.2,P,2024-12-16
Jupp Terence Bartlett,Unknown,Sell,Common Stock,1915.0,0.0,0.0,A,2024-11-18
LOVOI JOHN,Unknown,Sell,Common Stock,1862.0,0.0,0.0,A,2024-11-18
Fink Benjamin Matthew,Unknown,Sell,Common Stock,2022.0,0.0,0.0,A,2024-11-18
Lockhart Carri A.,Unknown,Sell,Common Stock,1809.0,0.0,0.0,A,2024-11-18
Webster James C.,"VP, Gen Counsel & Secretary",Sell,Common Stock,16989.0,15.41,261800.49,F,2024-09-10
Sedita Angie,Unknown,Sell,Common Stock,12577.0,0.0,0.0,A,2024-09-10
Black Bonnie S.,Unknown,Sell,Common Stock,18615.0,0.0,0.0,A,2024-09-10
Anderson Adam,Chief Executive Officer,Sell,Common Stock,139905.0,0.0,0.0,A,2024-09-10
Anderson Adam,Chief Executive Officer,Sell,Common Stock,78644.0,0.0,0.0,A,2024-09-10
Anderson Adam,Chief Executive Officer,Sell,Common Stock,273.0,0.0,0.0,A,2024-09-10
Anderson Adam,Chief Executive Officer,Sell,Common Stock,274510.0,0.0,0.0,A,2024-09-10
Webster James C.,"VP, Gen Counsel & Secretary",Sell,Common Stock,64135.0,0.0,0.0,A,2024-09-10
Webster James C.,"VP, Gen Counsel & Secretary",Sell,Common Stock,25238.0,15.41,388917.58,F,2024-09-10
Bird Jeffrey J.,President & CEO,Sell,Common Stock,41251.0,15.41,635677.91,F,2024-09-10
Underwood Donald M,VP - Subsea Products,Sell,Common Stock,23742.0,0.0,0.0,A,2024-09-10
Underwood Donald M,VP - Subsea Products,Sell,Common Stock,9344.0,15.41,143991.04,F,2024-09-10
Underwood Donald M,VP - Subsea Products,Sell,Common Stock,6545.0,15.41,100858.45,F,2024-09-10
McClure Kyle,Vice President and CFO,Sell,Common Stock,81189.0,0.0,0.0,A,2024-09-10
McClure Kyle,Vice President and CFO,Sell,Common Stock,31950.0,15.41,492349.5,F,2024-09-10
McClure Kyle,Vice President and CFO,Sell,Common Stock,21802.0,15.41,335968.82,F,2024-09-10
Bird Jeffrey J.,President & CEO,Sell,Common Stock,151046.0,0.0,0.0,A,2024-09-10
Bird Jeffrey J.,President & CEO,Sell,Common Stock,59438.0,15.41,915939.58,F,2024-09-10
Sedita Angie,Unknown,Sell,Common Stock,46.0,0.0,0.0,A,2024-09-10
Sedita Angie,Unknown,Sell,Common Stock,28.0,0.0,0.0,A,2024-09-10
Reddout Mark,President of North America,Sell,Common Stock,61829.0,0.0,0.0,A,2024-09-10
"Amberjack Capital Partners, L.P.",Unknown,Sell,Common Stock,515.0,0.0,0.0,A,2024-09-10
"Amberjack Capital Partners, L.P.",Unknown,Sell,Common Stock,267457.0,0.0,0.0,A,2024-09-10
Reed Kendal,Chief Financial Officer,Sell,Common Stock,61119.0,0.0,0.0,A,2024-09-10
Reed Kendal,Chief Financial Officer,Sell,Common Stock,25465.0,0.0,0.0,A,2024-09-10
Reed Kendal,Chief Financial Officer,Sell,Common Stock,189.0,0.0,0.0,A,2024-09-10
Reed Kendal,Chief Financial Officer,Sell,Common Stock,95694.0,0.0,0.0,A,2024-09-10
"INNOVEX CO-INVEST FUND, L.P.",Unknown,Sell,Common Stock,21773618.0,0.0,0.0,A,2024-09-10
"INNOVEX CO-INVEST FUND, L.P.",Unknown,Sell,Common Stock,5083965.0,0.0,0.0,A,2024-09-10
"INNOVEX CO-INVEST FUND, L.P.",Unknown,Sell,Common Stock,1204903.0,0.0,0.0,A,2024-09-10
"INNOVEX CO-INVEST FUND, L.P.",Unknown,Sell,Common Stock,1039364.0,0.0,0.0,A,2024-09-10
"INNOVEX CO-INVEST FUND, L.P.",Unknown,Sell,Common Stock,267457.0,0.0,0.0,A,2024-09-10
"INNOVEX CO-INVEST FUND, L.P.",Unknown,Sell,Common Stock,515.0,0.0,0.0,A,2024-09-10
Reddout Mark,President of North America,Sell,Common Stock,32497.0,0.0,0.0,A,2024-09-10
Reddout Mark,President of North America,Sell,Common Stock,274.0,0.0,0.0,A,2024-09-10
Reddout Mark,President of North America,Sell,Common Stock,37733.0,0.0,0.0,A,2024-09-10
