insider_name,title,type,security,shares,price,value,code,filing_date
Barak Maria,Chief Accounting Officer,Sell,Common Stock,988.0,10.7998,10670.2,S,2025-07-09
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,8010.0,10.8053,86550.45,S,2025-07-09
Powell Mary,Chief Executive Officer,Sell,Common Stock,11509.0,10.803,124331.73,S,2025-07-09
Abajian Danny,Chief Financial Officer,Sell,Common Stock,8909.0,10.8049,96260.85,S,2025-07-09
Abajian Danny,Chief Financial Officer,Sell,Common Stock,9138.0,0.0,0.0,G,2025-07-09
Abajian Danny,Chief Financial Officer,Sell,Common Stock,9138.0,0.0,0.0,G,2025-07-09
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,3668.0,10.8029,39625.04,S,2025-07-09
Abajian Danny,Chief Financial Officer,Sell,Common Stock,1604.0,8.2307,13202.04,S,2025-06-10
Abajian Danny,Chief Financial Officer,Sell,Common Stock,2394.0,0.0,0.0,G,2025-06-10
Abajian Danny,Chief Financial Officer,Sell,Common Stock,2394.0,0.0,0.0,G,2025-06-10
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,2447.0,8.2255,20127.8,S,2025-06-10
Jurich Lynn Michelle,,Sell,Common Stock,464.0,8.2321,3819.69,S,2025-06-10
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,1359.0,8.2275,11181.17,S,2025-06-10
Powell Mary,Chief Executive Officer,Sell,Common Stock,2981.0,8.2275,24526.18,S,2025-06-10
Powell Mary,Chief Executive Officer,Sell,Common Stock,1885.0,7.0923,13368.99,S,2025-06-03
Fenster Edward Harris,Unknown,Buy,Common Stock,50000.0,10.87,543500.0,P,2025-05-13
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,289772.0,0.0,0.0,A,2025-04-14
Abajian Danny,Chief Financial Officer,Sell,Common Stock,255681.0,0.0,0.0,A,2025-04-14
Powell Mary,Chief Executive Officer,Sell,Common Stock,375000.0,0.0,0.0,A,2025-04-14
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,153409.0,0.0,0.0,A,2025-04-14
Abajian Danny,Chief Financial Officer,Sell,Common Stock,16927.0,6.7428,114135.38,S,2025-04-08
Abajian Danny,Chief Financial Officer,Sell,Common Stock,28693.0,0.0,0.0,G,2025-04-08
Abajian Danny,Chief Financial Officer,Sell,Common Stock,28693.0,0.0,0.0,G,2025-04-08
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,19343.0,6.7445,130458.86,S,2025-04-08
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,9942.0,6.7427,67035.92,S,2025-04-08
Barak Maria,Chief Accounting Officer,Sell,Common Stock,2729.0,6.7348,18379.27,S,2025-04-08
Powell Mary,Chief Executive Officer,Sell,Common Stock,31197.0,6.7441,210395.69,S,2025-04-08
Jurich Lynn Michelle,,Sell,Common Stock,3513.0,5.08,17846.04,M,2025-03-14
Abajian Danny,Chief Financial Officer,Sell,Common Stock,2513.0,0.0,0.0,G,2025-03-07
Abajian Danny,Chief Financial Officer,Sell,Common Stock,1484.0,6.6504,9869.19,S,2025-03-07
Abajian Danny,Chief Financial Officer,Sell,Common Stock,2513.0,0.0,0.0,G,2025-03-07
Powell Mary,Chief Executive Officer,Sell,Common Stock,2046.0,6.6463,13598.33,S,2025-03-07
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,1642.0,6.6501,10919.46,S,2025-03-07
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,1686.0,6.6425,11199.26,S,2025-03-07
Jurich Lynn Michelle,,Sell,Common Stock,1544.0,6.645,10259.88,S,2025-03-07
Powell Mary,Chief Executive Officer,Sell,Common Stock,4818.0,6.3577,30631.4,S,2025-03-04
Jurich Lynn Michelle,,Sell,Common Stock,5785.0,6.3611,36798.96,S,2025-03-04
Jurich Lynn Michelle,,Sell,Common Stock,12355.0,0.0,0.0,A,2025-03-04
Abajian Danny,Chief Financial Officer,Sell,Common Stock,6262.0,0.0,0.0,G,2025-03-04
Abajian Danny,Chief Financial Officer,Sell,Common Stock,4292.0,6.3579,27288.11,S,2025-03-04
Abajian Danny,Chief Financial Officer,Sell,Common Stock,10554.0,0.0,0.0,A,2025-03-04
Abajian Danny,Chief Financial Officer,Sell,Common Stock,6262.0,0.0,0.0,G,2025-03-04
Powell Mary,Chief Executive Officer,Sell,Common Stock,13650.0,0.0,0.0,A,2025-03-04
Powell Mary,Chief Executive Officer,Sell,Common Stock,1295.0,7.345,9511.77,S,2025-03-04
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,1303.0,6.3575,8283.82,S,2025-03-04
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,2780.0,0.0,0.0,A,2025-03-04
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,1068.0,6.36,6792.48,S,2025-03-04
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,3290.0,0.0,0.0,A,2025-03-04
Fenster Edward Harris,Unknown,Sell,Common Stock,5405.0,0.0,0.0,A,2025-03-03
Fenster Edward Harris,Unknown,Buy,Common Stock,150000.0,6.804,1020600.0,P,2025-03-03
Jurich Lynn Michelle,,Sell,Common Stock,50000.0,9.0978,454890.0,S,2025-02-20
Jurich Lynn Michelle,,Sell,Common Stock,50000.0,9.5868,479340.0,S,2025-01-21
STEELE JEANNA,Chief Legal & People Officer,Sell,Common Stock,2012.0,11.1786,22491.34,S,2025-01-07
Powell Mary,Chief Executive Officer,Sell,Common Stock,4350.0,11.1773,48621.26,S,2025-01-07
Dickson Paul S.,Pres. & Chief Revenue Officer,Sell,Common Stock,2968.0,11.1776,33175.12,S,2025-01-07
Abajian Danny,Chief Financial Officer,Sell,Common Stock,3734.0,11.1783,41739.77,S,2025-01-07
Abajian Danny,Chief Financial Officer,Sell,Common Stock,5766.0,0.0,0.0,G,2025-01-07
Abajian Danny,Chief Financial Officer,Sell,Common Stock,5766.0,0.0,0.0,G,2025-01-07
Trinta John,Unknown,Sell,Common Stock,17357.0,0.0,0.0,A,2025-01-03
