insider_name,title,type,security,shares,price,value,code,filing_date
Garrabrants Gregory,President and CEO,Sell,Common Stock,273169.0,76.04,20771770.76,M,2025-07-01
Garrabrants Gregory,President and CEO,Sell,Common Stock,147101.0,76.04,11185560.04,F,2025-07-01
Micheletti Andrew J,"EVP, Finance",Sell,Common Stock,173019.0,0.0,0.0,G,2025-05-29
Constantine Thomas M,Unknown,Sell,Common Stock,1717.0,72.805,125006.19,S,2025-05-16
Grinberg Paul,Unknown,Sell,Common Stock,30000.0,68.09,2042700.0,S,2025-05-07
PARK DAVID X,Unknown,Sell,Common Stock,1136.0,64.21,72942.56,M,2025-03-25
Bar-Adon Eshel,"EVP, Chief Legal Officer",Sell,Common Stock,1290.0,64.21,82830.9,M,2025-03-25
Constantine Thomas M,Unknown,Sell,Common Stock,810.0,64.21,52010.1,D,2025-03-25
Constantine Thomas M,Unknown,Sell,Common Stock,1505.0,64.21,96636.05,M,2025-03-25
MATSUMOTO RAYMOND D,Unknown,Sell,Common Stock,1003.0,64.21,64402.63,D,2025-03-25
MATSUMOTO RAYMOND D,Unknown,Sell,Common Stock,1863.0,64.21,119623.23,M,2025-03-25
PARK DAVID X,Unknown,Sell,Common Stock,576.0,64.21,36984.96,D,2025-03-25
Bar-Adon Eshel,"EVP, Chief Legal Officer",Sell,Common Stock,694.0,64.21,44561.74,D,2025-03-25
Swanson Brian D,Unknown,Sell,Common Stock,764.0,64.21,49056.44,D,2025-03-25
Tolla John Charles,"EVP, Chief Governance, Risk &",Sell,Common Stock,559.0,64.21,35893.39,D,2025-03-25
Tolla John Charles,"EVP, Chief Governance, Risk &",Sell,Common Stock,1039.0,64.21,66714.19,M,2025-03-25
Walsh Derrick,"EVP, Chief Financial Officer",Sell,Common Stock,771.0,64.21,49505.91,D,2025-03-25
Walsh Derrick,"EVP, Chief Financial Officer",Sell,Common Stock,1433.0,64.21,92012.93,M,2025-03-25
GILL ANN,Unknown,Sell,Common Stock,383.0,66.97,25649.51,D,2025-03-25
GILL ANN,Unknown,Sell,Common Stock,712.0,66.97,47682.64,M,2025-03-25
Swanson Brian D,Unknown,Sell,Common Stock,1419.0,64.21,91113.99,M,2025-03-25
Crow David M,Unknown,Sell,Common Stock,737.0,63.94,47123.78,M,2025-03-18
MATSUMOTO RAYMOND D,Unknown,Sell,Common Stock,2473.0,63.94,158123.62,M,2025-03-18
MATSUMOTO RAYMOND D,Unknown,Sell,Common Stock,1052.0,63.94,67264.88,D,2025-03-18
MATSUMOTO RAYMOND D,Unknown,Sell,Common Stock,1408.0,63.94,90027.52,D,2025-03-18
GILL ANN,Unknown,Sell,Common Stock,674.0,63.94,43095.56,M,2025-03-18
GILL ANN,Unknown,Sell,Common Stock,773.0,63.94,49425.62,M,2025-03-18
GILL ANN,Unknown,Sell,Common Stock,457.0,63.94,29220.58,D,2025-03-18
GILL ANN,Unknown,Sell,Common Stock,398.0,63.94,25448.12,D,2025-03-18
Constantine Thomas M,Unknown,Sell,Common Stock,853.0,63.94,54540.82,D,2025-03-18
Crow David M,Unknown,Sell,Common Stock,218.0,63.94,13938.92,D,2025-03-18
Constantine Thomas M,Unknown,Sell,Common Stock,1585.0,63.94,101344.9,M,2025-03-18
