insider_name,title,type,security,shares,price,value,code,filing_date
Collins Jesse E. Jr.,Group President,Sell,Common Stock,4466.0,86.03,384209.98,S,2025-06-17
Collins Jesse E. Jr.,Group President,Sell,Common Stock,4150.0,86.79,360178.5,S,2025-06-17
Hurst Eric D,VP Controller (PAO),Sell,Common Stock,525.0,88.28,46347.0,F,2025-05-16
Peck Gail M,Chief Financial Officer,Sell,Common Stock,9386.0,88.28,828596.08,F,2025-05-16
Peck Gail M,Chief Financial Officer,Sell,Common Stock,16479.0,0.0,0.0,A,2025-05-16
Stevenson Bryan,CLO & Asst Corp Sec.,Sell,Common Stock,4100.0,88.28,361948.0,F,2025-05-16
Stevenson Bryan,CLO & Asst Corp Sec.,Sell,Common Stock,9356.0,0.0,0.0,A,2025-05-16
Essl Reid S,Group President,Sell,Common Stock,8170.0,88.28,721247.6,F,2025-05-16
Essl Reid S,Group President,Sell,Common Stock,13608.0,0.0,0.0,A,2025-05-16
Hurst Eric D,VP Controller (PAO),Sell,Common Stock,835.0,88.57,73955.95,S,2025-05-16
Hurst Eric D,VP Controller (PAO),Sell,Common Stock,1161.0,0.0,0.0,A,2025-05-16
Collins Jesse E. Jr.,Group President,Sell,Common Stock,4940.0,88.28,436103.2,F,2025-05-16
Collins Jesse E. Jr.,Group President,Sell,Common Stock,11271.0,0.0,0.0,A,2025-05-16
Cole Kerry S,Group President,Sell,Common Stock,5618.0,88.28,495957.04,F,2025-05-16
Cole Kerry S,Group President,Sell,Common Stock,12814.0,0.0,0.0,A,2025-05-16
Carrillo Antonio,President & CEO,Sell,Common Stock,34493.0,88.28,3045042.04,F,2025-05-16
Carrillo Antonio,President & CEO,Sell,Common Stock,78669.0,0.0,0.0,A,2025-05-16
BEST RHYS J,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
Trent Melanie Montague,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
DEMETRIOU STEVEN J.,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
LINDSAY JOHN W,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
ALVARADO JOSEPH,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
PIGGOTT JULIE A,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
Lubel Kimberly S,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
Craig Jeffrey A,Unknown,Sell,Common Stock,1581.0,0.0,0.0,A,2025-05-15
Cole Kerry S,Group President,Sell,Common Stock,934.0,80.69,75364.46,F,2025-03-17
Hurst Eric D,VP Controller (PAO),Sell,Common Stock,174.0,80.69,14040.06,F,2025-03-17
Essl Reid S,Group President,Sell,Common Stock,664.0,80.69,53578.16,F,2025-03-17
Stevenson Bryan,CLO & Asst Corp Sec.,Sell,Common Stock,791.0,80.69,63825.79,F,2025-03-17
Carrillo Antonio,President & CEO,Sell,Common Stock,3750.0,80.69,302587.5,F,2025-03-17
Peck Gail M,Chief Financial Officer,Sell,Common Stock,1251.0,80.69,100943.19,F,2025-03-17
Collins Jesse E. Jr.,Group President,Sell,Common Stock,829.0,80.69,66892.01,F,2025-03-17
Carrillo Antonio,President & CEO,Buy,Common Stock,6145.0,78.54,482628.3,P,2025-03-10
Carrillo Antonio,President & CEO,Buy,Common Stock,200.0,79.05,15810.0,P,2025-03-10
BEST RHYS J,Unknown,Buy,Common Stock,1500.0,79.835,119752.5,P,2025-03-05
Peck Gail M,Chief Financial Officer,Sell,Common Stock,4298.0,0.0,0.0,A,2025-02-26
Stevenson Bryan,CLO & Asst Corp Sec.,Sell,Common Stock,2839.0,0.0,0.0,A,2025-02-26
Essl Reid S,Group President,Sell,Common Stock,3842.0,0.0,0.0,A,2025-02-26
Hurst Eric D,VP Controller (PAO),Sell,Common Stock,729.0,0.0,0.0,A,2025-02-26
Carrillo Antonio,President & CEO,Sell,Common Stock,20663.0,0.0,0.0,A,2025-02-26
Collins Jesse E. Jr.,Group President,Sell,Common Stock,2695.0,0.0,0.0,A,2025-02-26
Cole Kerry S,Group President,Sell,Common Stock,2946.0,0.0,0.0,A,2025-02-26
