insider_name,title,type,security,shares,price,value,code,filing_date
DAL POZZO JAMES,Unknown,Sell,Common Stock,2747.0,45.52,125043.44,A,2025-06-20
Ottinger Lea Anne,Unknown,Sell,Common Stock,4065.0,45.52,185038.8,A,2025-06-20
Richmond C Bradford,Unknown,Sell,Common Stock,2747.0,45.52,125043.44,A,2025-06-20
Sherlock Janet,Unknown,Sell,Common Stock,2747.0,45.52,125043.44,A,2025-06-20
Trojan Greg,Unknown,Sell,Common Stock,2747.0,45.52,125043.44,A,2025-06-20
Chaurasia Bina,Unknown,Sell,Common Stock,2747.0,45.52,125043.44,A,2025-06-20
Robinson Julius,Unknown,Sell,Common Stock,2747.0,45.52,125043.44,A,2025-06-20
Elbogen Noah A.,Unknown,Sell,Common Stock,2747.0,45.52,125043.44,A,2025-06-20
Tick Lyle,CEO & PRESIDENT,Sell,Common Stock,4536.0,44.1,200037.6,A,2025-06-09
Trojan Greg,Unknown,Sell,Common Stock,134486.0,44.64,6003455.04,S,2025-05-16
Trojan Greg,Unknown,Sell,Common Stock,11616.0,42.41,492634.56,M,2025-05-16
Trojan Greg,Unknown,Sell,Common Stock,11616.0,44.5,516912.0,S,2025-05-16
Krakower Brian S,Chief Information Officer,Sell,Common Stock,638.0,31.34,19994.92,M,2025-05-15
Krakower Brian S,Chief Information Officer,Sell,Common Stock,638.0,44.33,28282.54,S,2025-05-15
Krakower Brian S,Chief Information Officer,Sell,Common Stock,3100.0,44.32,137392.0,S,2025-05-15
"Fund 1 Investments, LLC",,Sell,"Common stock, no par value",35500.0,33.2529,1180477.95,S,2025-04-28
Richmond C Bradford,Interim CEO,Sell,Common Stock,862.0,32.36,27894.32,F,2025-03-28
Richmond C Bradford,Interim CEO,Sell,Common Stock,862.0,32.36,27894.32,F,2025-03-28
Lynds Gregory S,Exec VP -Chief Dev.Officer,Sell,Common Stock,1283.0,34.28,43981.24,F,2025-03-04
Miller Kendra D,EVP & General Counsel,Sell,Common Stock,364.0,34.28,12477.92,F,2025-03-04
