insider_name,title,type,security,shares,price,value,code,filing_date
COLAO DANIEL O,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
Zane Ellen M,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
Parker P.W.,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
COVIELLO ARTHUR W JR,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
NAYLOR JEFFREY G,Unknown,Sell,Common Stock,1294.0,66.74,86361.56,A,2025-07-02
Richie Laurel,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
Chytil Kamila K,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
GUTHRIE ROY A,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
Alves Paget Leonard,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
AGUIRRE FERNANDO,Unknown,Sell,Common Stock,825.0,66.74,55060.5,A,2025-07-02
Howse Curtis,See remarks,Sell,Common Stock,11380.0,65.0,739700.0,S,2025-06-26
NAYLOR JEFFREY G,Unknown,Sell,Common Stock,10000.0,65.0,650000.0,S,2025-06-26
Howse Curtis,See remarks,Sell,Common Stock,11380.0,33.53,381571.4,M,2025-06-26
MOTHNER JONATHAN S,See remarks,Sell,Common Stock,22639.0,29.33,664001.87,M,2025-05-19
Gentleman Courtney,See remarks,Sell,Dividend Equivalent Unit,94.0,60.49,5686.06,A,2025-05-19
Juel Carol,See remarks,Sell,Dividend Equivalent Unit,287.0,60.49,17360.63,A,2025-05-19
Richie Laurel,Unknown,Sell,Dividend Equivalent Unit,143.0,60.49,8650.07,A,2025-05-19
Alves Paget Leonard,Unknown,Sell,Dividend Equivalent Unit,165.0,60.49,9980.85,A,2025-05-19
AGUIRRE FERNANDO,Unknown,Sell,Dividend Equivalent Unit,17.0,60.49,1028.33,A,2025-05-19
Parker P.W.,Unknown,Sell,Dividend Equivalent Unit,17.0,60.49,1028.33,A,2025-05-19
Schaller Bart,See remarks,Sell,Dividend Equivalent Unit,207.0,60.49,12521.43,A,2025-05-19
Chytil Kamila K,Unknown,Sell,Dividend Equivalent Unit,17.0,60.49,1028.33,A,2025-05-19
Casellas Alberto,See remarks,Sell,Dividend Equivalent Unit,246.0,60.49,14880.54,A,2025-05-19
MOTHNER JONATHAN S,See remarks,Sell,Common Stock,40639.0,60.07,2441184.73,S,2025-05-19
Tiliakos Amy,See remarks,Sell,Dividend Equivalent Unit,97.0,60.49,5867.53,A,2025-05-19
MOTHNER JONATHAN S,See remarks,Sell,Common Stock,2800.0,0.0,0.0,G,2025-05-19
Zane Ellen M,Unknown,Sell,Dividend Equivalent Unit,17.0,60.49,1028.33,A,2025-05-19
DOUBLES BRIAN D,See remarks,Sell,Dividend Equivalent Unit,1308.0,60.49,79120.92,A,2025-05-19
MOTHNER JONATHAN S,See remarks,Sell,Dividend Equivalent Unit,275.0,60.49,16634.75,A,2025-05-19
Howse Curtis,See remarks,Sell,Dividend Equivalent Unit,246.0,60.49,14880.54,A,2025-05-19
Wenzel Brian J. Sr.,See remarks,Sell,Dividend Equivalent Unit,339.0,60.49,20506.11,A,2025-05-19
COVIELLO ARTHUR W JR,Unknown,Sell,Dividend Equivalent Unit,17.0,60.49,1028.33,A,2025-05-19
GUTHRIE ROY A,Unknown,Sell,Dividend Equivalent Unit,163.0,60.49,9859.87,A,2025-05-19
NAYLOR JEFFREY G,Unknown,Sell,Dividend Equivalent Unit,210.0,60.49,12702.9,A,2025-05-19
Owens Darrell,See remarks,Sell,Dividend Equivalent Unit,111.0,60.49,6714.39,A,2025-05-19
COLAO DANIEL O,Unknown,Sell,Dividend Equivalent Unit,9.0,60.49,544.41,A,2025-05-19
Richie Laurel,Unknown,Sell,Common Stock,1039.0,52.94,55004.66,A,2025-04-02
Zane Ellen M,Unknown,Sell,Common Stock,1039.0,52.94,55004.66,A,2025-04-02
COVIELLO ARTHUR W JR,Unknown,Sell,Common Stock,1039.0,52.94,55004.66,A,2025-04-02
Alves Paget Leonard,Unknown,Sell,Common Stock,1039.0,52.94,55004.66,A,2025-04-02
Chytil Kamila K,Unknown,Sell,Common Stock,1039.0,52.94,55004.66,A,2025-04-02
GUTHRIE ROY A,Unknown,Sell,Common Stock,1039.0,52.94,55004.66,A,2025-04-02
NAYLOR JEFFREY G,Unknown,Sell,Common Stock,1630.0,52.94,86292.2,A,2025-04-02
AGUIRRE FERNANDO,Unknown,Sell,Common Stock,1039.0,52.94,55004.66,A,2025-04-02
