insider_name,title,type,security,shares,price,value,code,filing_date
Brege Laura,,Sell,Common Stock,14446.0,21.78,314633.88,S,2025-06-05
Ndu Adora,,Sell,Common Stock,9387.0,0.0,0.0,M,2025-06-02
HARRIGAN EDMUND,,Sell,Common Stock,9387.0,0.0,0.0,M,2025-06-02
GAROFALO ELIZABETH A.,,Sell,Common Stock,9387.0,0.0,0.0,M,2025-06-02
Daly James M,,Sell,Common Stock,9387.0,0.0,0.0,M,2025-06-02
Brege Laura,,Sell,Common Stock,9387.0,0.0,0.0,M,2025-06-02
BAKER BROS. ADVISORS LP,Unknown,Sell,Common Stock,16214.0,0.0,0.0,A,2025-06-02
BAKER BROS. ADVISORS LP,Unknown,Sell,Common Stock,16214.0,0.0,0.0,A,2025-06-02
SOLAND DANIEL B,,Sell,Common Stock,9387.0,0.0,0.0,M,2025-06-02
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,2000.0,25.0,50000.0,S,2025-05-19
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,2000.0,20.0,40000.0,S,2025-05-19
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,2000.0,25.0,50000.0,S,2025-05-19
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,6815.0,0.0,0.0,M,2025-05-02
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,3498.0,14.6,51070.8,S,2025-05-02
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,2596.0,0.0,0.0,M,2025-05-02
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,1327.0,14.6,19374.2,S,2025-05-02
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,5275.0,0.0,0.0,M,2025-04-08
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,2708.0,14.82,40132.56,S,2025-04-08
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,2010.0,0.0,0.0,M,2025-04-08
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,1028.0,14.82,15234.96,S,2025-04-08
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,2142.0,0.0,0.0,M,2025-03-26
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,1095.0,17.05,18669.75,S,2025-03-26
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,6178.0,0.0,0.0,M,2025-03-26
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,3171.0,17.05,54065.55,S,2025-03-26
GAROFALO ELIZABETH A.,,Sell,Common Stock,4919.0,18.23,89673.37,S,2025-03-06
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,840.0,0.0,0.0,M,2025-02-25
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,1353.0,0.0,0.0,M,2025-02-25
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,773.0,19.96,15429.08,S,2025-02-25
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,475.0,19.96,9481.0,S,2025-02-25
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,3965.0,0.0,0.0,M,2024-11-19
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,10259.0,16.81,172453.79,S,2024-11-19
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,9913.0,0.0,0.0,M,2024-11-19
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,4073.0,16.81,68467.13,S,2024-11-19
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,9913.0,0.0,0.0,M,2024-11-19
Kihara James,PRINCIPAL ACCOUNTING OFFICER,Sell,Common Stock,3965.0,0.0,0.0,M,2024-11-19
Teehan Brendan,"EVP, COO, HEAD OF COMMERCIAL",Sell,Common Stock,10329.0,16.81,173630.49,S,2024-11-19
Teehan Brendan,"EVP, COO, HEAD OF COMMERCIAL",Sell,Common Stock,9913.0,0.0,0.0,M,2024-11-19
Teehan Brendan,"EVP, COO, HEAD OF COMMERCIAL",Sell,Common Stock,9913.0,0.0,0.0,M,2024-11-19
Ndu Adora,,Sell,Common Stock,4381.0,0.0,0.0,M,2024-10-15
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,5275.0,0.0,0.0,A,2024-08-20
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,13629.0,0.0,0.0,A,2024-08-20
Schneyer Mark C.,"EVP, CHIEF FINANCIAL OFFICER",Sell,Common Stock,9733.0,15.28,148720.24,S,2024-08-20
Teehan Brendan,"EVP, COO, HEAD OF COMMERCIAL",Sell,Common Stock,5024.0,0.0,0.0,A,2024-08-20
Teehan Brendan,"EVP, COO, HEAD OF COMMERCIAL",Sell,Common Stock,13629.0,0.0,0.0,A,2024-08-20
Teehan Brendan,"EVP, COO, HEAD OF COMMERCIAL",Sell,Common Stock,9534.0,15.28,145679.52,S,2024-08-20
DAVIS STEPHEN,CEO,Sell,Common Stock,17333.0,0.0,0.0,A,2024-08-20
DAVIS STEPHEN,CEO,Sell,Common Stock,44782.0,0.0,0.0,A,2024-08-20
DAVIS STEPHEN,CEO,Sell,Common Stock,31747.0,15.28,485094.16,S,2024-08-20
