insider_name,title,type,security,shares,price,value,code,filing_date
Lindsey Mark Wayne,CFO,Sell,Class A Common Stock,33333.0,0.0,0.0,M,2025-04-30
Lindsey Mark Wayne,CFO,Sell,Class A Common Stock,32796.0,3.0,98388.0,F,2025-04-30
OPEKA ERICK,CSO and President,Sell,Class A Common Stock,45650.0,3.0,136950.0,F,2025-04-29
Macias Yolanda,Chief Content Officer,Sell,Class A Common Stock,36680.0,3.0,110040.0,F,2025-04-29
Macias Yolanda,Chief Content Officer,Sell,Class A Common Stock,33333.0,0.0,0.0,M,2025-04-29
MCGURK CHRISTOPHER J,CEO and Chairman,Sell,Class A Common Stock,50000.0,0.0,0.0,M,2025-04-29
Huidor Mark Antonio,COO and CTO,Sell,Class A Common Stock,49590.0,3.0,148770.0,F,2025-04-29
Huidor Mark Antonio,COO and CTO,Sell,Class A Common Stock,41666.0,0.0,0.0,M,2025-04-29
OPEKA ERICK,CSO and President,Sell,Class A Common Stock,45833.0,0.0,0.0,M,2025-04-29
Torres Mark,Chief People Officer,Sell,Class A Common Stock,36958.0,3.0,110874.0,F,2025-04-29
Torres Mark,Chief People Officer,Sell,Class A Common Stock,33333.0,0.0,0.0,M,2025-04-29
LOFFREDO GARY S,"CLO, Secretary and Sr Advisor",Sell,Class A Common Stock,33122.0,3.0,99366.0,F,2025-04-29
LOFFREDO GARY S,"CLO, Secretary and Sr Advisor",Sell,Class A Common Stock,33333.0,0.0,0.0,M,2025-04-29
Halford Mary Ann,Unknown,Sell,Class A Common Stock,20000.0,3.96,79200.0,S,2025-02-26
Halford Mary Ann,Unknown,Sell,Class A Common Stock,24433.0,0.0,0.0,A,2025-01-07
O'Brien Pat,Unknown,Sell,Class A Common Stock,24433.0,0.0,0.0,A,2025-01-07
BROWN PETER C,Unknown,Sell,Class A Common Stock,24433.0,0.0,0.0,A,2025-01-07
