insider_name,title,type,security,shares,price,value,code,filing_date
Peterson Adam K,,Sell,Common Stock,380731.0,0.0,0.0,J,2025-07-17
Van De Bogart Teresa S,,Sell,Class A Common Stock,13090.0,0.0,0.0,A,2025-05-16
Scherping Katherine Lee,,Sell,Class A Common Stock,13090.0,0.0,0.0,A,2025-05-16
Riordan Christine M.,,Sell,Class A Common Stock,13090.0,0.0,0.0,A,2025-05-16
RAFFAELI C CATHLEEN,,Sell,Class A Common Stock,13090.0,0.0,0.0,A,2025-05-16
Menogan Annita M,,Sell,Class A Common Stock,13090.0,0.0,0.0,A,2025-05-16
Jenkins Norman K.,,Sell,Class A Common Stock,13090.0,0.0,0.0,A,2025-05-16
Dow Roger J.,,Sell,Class A Common Stock,13090.0,0.0,0.0,A,2025-05-16
Lee Abigail C.,"EVP, MARKETING, COMMS, EVENTS",Sell,Class A Common Stock,10000.0,7.7846,77846.0,S,2025-05-16
Fuchs Robert Michael,"EVP, HUMAN RESOURCES & ADMIN",Sell,Class A Common Stock,39415.0,0.0,0.0,A,2025-03-04
Jenkins Leah R,"VP, CHIEF ACCOUNTING OFFICER",Sell,Class A Common Stock,9962.0,0.0,0.0,A,2025-03-04
Jenkins Leah R,"VP, CHIEF ACCOUNTING OFFICER",Sell,Class A Common Stock,9962.0,0.0,0.0,A,2025-03-04
Jenkins Leah R,"VP, CHIEF ACCOUNTING OFFICER",Sell,Class A Common Stock,1860.0,8.88,16516.8,F,2025-03-04
Carlson Erik,CHIEF EXECUTIVE OFFICER,Sell,Class A Common Stock,27755.0,0.0,0.0,F,2025-03-04
Fuchs Robert Michael,"EVP, HUMAN RESOURCES & ADMIN",Sell,Class A Common Stock,39415.0,0.0,0.0,A,2025-03-04
Carlson Erik,CHIEF EXECUTIVE OFFICER,Sell,Class A Common Stock,255913.0,0.0,0.0,A,2025-03-04
Carlson Erik,CHIEF EXECUTIVE OFFICER,Sell,Class A Common Stock,255913.0,0.0,0.0,A,2025-03-04
Callahan Karri R.,CHIEF FINANCIAL OFFICER,Sell,Class A Common Stock,56307.0,0.0,0.0,A,2025-03-04
Callahan Karri R.,CHIEF FINANCIAL OFFICER,Sell,Class A Common Stock,7289.0,8.88,64726.32,F,2025-03-04
Fuchs Robert Michael,"EVP, HUMAN RESOURCES & ADMIN",Sell,Class A Common Stock,3631.0,8.88,32243.28,F,2025-03-04
Callahan Karri R.,CHIEF FINANCIAL OFFICER,Sell,Class A Common Stock,56307.0,0.0,0.0,A,2025-03-04
Ligon William Grady,CHIEF INFORMATION OFFICER,Sell,Class A Common Stock,41386.0,0.0,0.0,A,2025-03-04
Lee Abigail C.,"EVP, MARKETING, COMMS, EVENTS",Sell,Class A Common Stock,5447.0,8.88,48369.36,F,2025-03-04
Winders Susan L,"EVP, GENERAL COUNSEL",Sell,Class A Common Stock,39415.0,0.0,0.0,A,2025-03-04
