insider_name,title,type,security,shares,price,value,code,filing_date
Sable David M.,Unknown,Sell,"Common Stock, without par value",4907.0,0.0,0.0,A,2025-07-03
PAGE JANICE E,Unknown,Sell,"Common Stock, without par value",4907.0,0.0,0.0,A,2025-07-03
MCMILLAN CARY D,Unknown,Sell,"Common Stock, without par value",4907.0,0.0,0.0,A,2025-07-03
SCHOTTENSTEIN JAY L,Exec Chairman & CEO,Sell,"Common Stock, without par value",26627.0,0.0,0.0,M,2025-04-08
SCHOTTENSTEIN JAY L,Exec Chairman & CEO,Sell,"Common Stock, without par value",10590.0,10.94,115854.6,F,2025-04-08
Mathias Michael A.,EVP and CFO,Sell,"Common Stock, without par value",5240.0,0.0,0.0,M,2025-04-08
Mathias Michael A.,EVP and CFO,Sell,"Common Stock, without par value",2300.0,10.94,25162.0,F,2025-04-08
Keefer James H JR,"SVP, Controller & CAO",Sell,"Common Stock, without par value",2101.0,0.0,0.0,M,2025-04-08
Keefer James H JR,"SVP, Controller & CAO",Sell,"Common Stock, without par value",599.0,10.94,6553.06,F,2025-04-08
Foyle Jennifer M.,Global Brand President-aerie,Sell,"Common Stock, without par value",13706.0,0.0,0.0,M,2025-04-08
Foyle Jennifer M.,Global Brand President-aerie,Sell,"Common Stock, without par value",7580.0,10.94,82925.2,F,2025-04-08
Baldwin Marisa,EVP - CHRO,Sell,"Common Stock, without par value",2760.0,0.0,0.0,M,2025-04-08
Baldwin Marisa,EVP - CHRO,Sell,"Common Stock, without par value",995.0,10.94,10885.3,F,2025-04-08
Sable David M.,Unknown,Sell,"Common Stock, without par value",4095.0,0.0,0.0,A,2025-04-04
MCMILLAN CARY D,Unknown,Sell,"Common Stock, without par value",4095.0,0.0,0.0,A,2025-04-03
MCMILLAN CARY D,Unknown,Sell,"Common Stock, without par value",4095.0,0.0,0.0,A,2025-04-03
PAGE JANICE E,Unknown,Sell,"Common Stock, without par value",4095.0,0.0,0.0,A,2025-04-03
SCHOTTENSTEIN JAY L,Exec Chairman & CEO,Sell,"Common Stock, without par value",76449.0,0.0,0.0,M,2025-04-01
SCHOTTENSTEIN JAY L,Exec Chairman & CEO,Sell,"Common Stock, without par value",30405.0,11.42,347225.1,F,2025-04-01
Mathias Michael A.,EVP and CFO,Sell,"Common Stock, without par value",14724.0,0.0,0.0,M,2025-04-01
Mathias Michael A.,EVP and CFO,Sell,"Common Stock, without par value",6464.0,11.42,73818.88,F,2025-04-01
Keefer James H JR,"SVP, Controller & CAO",Sell,"Common Stock, without par value",7097.0,0.0,0.0,M,2025-04-01
Keefer James H JR,"SVP, Controller & CAO",Sell,"Common Stock, without par value",2023.0,11.42,23102.66,F,2025-04-01
Foyle Jennifer M.,Global Brand President-aerie,Sell,"Common Stock, without par value",38902.0,0.0,0.0,M,2025-04-01
Foyle Jennifer M.,Global Brand President-aerie,Sell,"Common Stock, without par value",21514.0,11.42,245689.88,F,2025-04-01
Baldwin Marisa,EVP - CHRO,Sell,"Common Stock, without par value",6684.0,0.0,0.0,M,2025-04-01
Baldwin Marisa,EVP - CHRO,Sell,"Common Stock, without par value",2380.0,11.42,27179.6,F,2025-04-01
