insider_name,title,type,security,shares,price,value,code,filing_date
"Genworth Holdings, Inc.",Unknown,Sell,Common Stock,691152.0,35.4867,24526703.68,S,2025-07-01
RESTREPO ROBERT P JR,Unknown,Sell,Common Stock,10000.0,34.715,347150.0,S,2025-06-06
"Genworth Holdings, Inc.",Unknown,Sell,Common Stock,677121.0,36.1076,24449214.22,S,2025-06-02
McMullen James,Controller,Sell,Common Stock,4000.0,36.445,145780.0,S,2025-05-08
"Genworth Holdings, Inc.",Unknown,Sell,Common Stock,561977.0,34.5906,19439121.62,S,2025-05-01
McMullen James,Controller,Sell,Common Stock,578.0,0.0,0.0,M,2025-04-03
McMullen James,Controller,Sell,Common Stock,166.0,35.2,5843.2,F,2025-04-03
"Genworth Holdings, Inc.",Unknown,Sell,Common Stock,577361.0,33.8708,19555678.96,S,2025-04-01
Stolove Evan,"EVP, Gen. Counsel & Secretary",Sell,Common Stock,118.0,0.0,0.0,M,2025-03-18
Stolove Evan,"EVP, Gen. Counsel & Secretary",Sell,Common Stock,52.0,33.4,1736.8,F,2025-03-18
Mitchell Hardin Dean,"EVP, CFO and Treasurer",Sell,Common Stock,250.0,0.0,0.0,M,2025-03-18
Mitchell Hardin Dean,"EVP, CFO and Treasurer",Sell,Common Stock,110.0,33.4,3674.0,F,2025-03-18
Gould Brian,EVP & Chief Operations Officer,Sell,Common Stock,96.0,0.0,0.0,M,2025-03-18
Gould Brian,EVP & Chief Operations Officer,Sell,Common Stock,42.0,33.4,1402.8,F,2025-03-18
