insider_name,title,type,security,shares,price,value,code,filing_date
JACOBSEN RENE,EVP & Chief Operating Officer,Sell,Common Stock,17250.0,48.0331,828570.97,S,2025-07-09
Clements Carol Ann,Unknown,Sell,Common Stock,1964.0,0.0,0.0,A,2025-07-02
ORR DAVID MARSHALL,EVP & Chief Financial Officer,Sell,Common Stock,3787.0,0.0,0.0,A,2025-07-02
Gartland Thomas M,Unknown,Sell,Common Stock,3711.0,45.515,168906.17,S,2025-06-16
SALMIRS SCOTT B,President and CEO,Sell,Common Stock,37065.0,52.3731,1941208.95,S,2025-05-16
SALMIRS SCOTT B,President and CEO,Sell,Common Stock,800.0,52.0925,41674.0,S,2025-05-14
SALMIRS SCOTT B,President and CEO,Sell,Common Stock,12135.0,52.061,631760.23,S,2025-05-14
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,12626.0,50.5439,638167.28,S,2025-05-09
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,574.0,50.0623,28735.76,S,2025-05-07
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,1800.0,50.0339,90061.02,S,2025-05-07
JACOBSEN RENE,EVP & Chief Operating Officer,Sell,Common Stock,2270.0,53.3778,121167.61,S,2025-02-11
JACOBSEN RENE,EVP & Chief Operating Officer,Sell,Common Stock,7730.0,52.6781,407201.71,S,2025-02-11
CHIN DEAN A,SVP - Chief Accounting Officer,Sell,Common Stock,4281.0,52.3561,224136.46,S,2025-01-16
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,428.0,50.42,21579.76,F,2025-01-13
CHIN DEAN A,SVP - Chief Accounting Officer,Sell,Common Stock,241.0,50.42,12151.22,F,2025-01-13
JACOBSEN RENE,EVP & Chief Operating Officer,Sell,Common Stock,1760.0,50.42,88739.2,F,2025-01-13
ELLIS EARL RAY,EVP & Chief Financial Officer,Sell,Common Stock,903.0,50.42,45529.26,F,2025-01-13
SALMIRS SCOTT B,President and CEO,Sell,Common Stock,5318.0,50.42,268133.56,F,2025-01-13
TOLAR MIRANDA ROSE,EVP and General Counsel,Sell,Common Stock,147.0,50.42,7411.74,F,2025-01-13
VALENTIN RAUL JAVIER,EVP and CHRO,Sell,Common Stock,512.0,50.42,25815.04,F,2025-01-13
ELLIS EARL RAY,EVP & Chief Financial Officer,Sell,Common Stock,13080.0,0.0,0.0,A,2025-01-10
VALENTIN RAUL JAVIER,EVP and CHRO,Sell,Common Stock,1161.0,50.97,59176.17,F,2025-01-10
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,461.0,50.14,23114.54,F,2025-01-10
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,6618.0,0.0,0.0,A,2025-01-10
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,2079.0,50.97,105966.63,F,2025-01-10
MAHONEY SEAN MICHAEL,"EVP, President-Sales & Mktng",Sell,Common Stock,7072.0,0.0,0.0,A,2025-01-10
