insider_name,title,type,security,shares,price,value,code,filing_date
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,2624.0,456.82,1198695.68,S,2025-05-27
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,4637.459,456.193,2115576.33,S,2025-05-27
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,5171.0,456.82,2362216.22,F,2025-05-27
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,7795.0,176.63,1376830.85,M,2025-05-27
Strauss David P,"Executive VP, Chief HR Officer",Sell,Ordinary Shares,1987.16,457.04,908211.61,S,2025-05-20
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,4044.619,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1816.093,468.77,851329.92,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,3507.997,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,605.43,468.77,283807.42,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1636.295,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,529.057,468.77,248006.05,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,2417.829,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,2104.816,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,858.032,468.77,402219.66,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,2319.005,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,894.597,468.77,419360.24,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1423.459,468.77,667274.88,F,2025-03-12
Bichara Guillermo,Exec VP & Chief Legal Officer,Sell,Ordinary Shares,4833.0,461.65,2231154.45,S,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1586.98,468.77,743928.61,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,4289.134,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1496.51,468.77,701518.99,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,4908.359,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1200.064,468.77,562554.0,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,778.782,468.77,365069.64,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1897.538,468.77,889508.89,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1297.959,468.77,608444.24,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,5128.479,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,3243.415,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,474.611,468.77,222483.4,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,3312.5,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1429.883,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1225.625,468.77,574536.23,F,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,1282.732,0.0,0.0,M,2025-03-12
ANGEL STEPHEN F,Unknown,Sell,Ordinary Shares,3847.186,0.0,0.0,M,2025-03-12
Pfann Oliver,"Senior Vice President, EMEA",Sell,Ordinary Shares,332.021,468.77,155641.48,F,2025-03-11
White Matthew J,Chief Financial Officer,Sell,Ordinary Shares,1204.841,468.77,564793.32,F,2025-03-11
Lamba Sanjiv,Chief Executive Officer,Sell,Ordinary Shares,5401.391,468.77,2532010.06,F,2025-03-11
White Matthew J,Chief Financial Officer,Sell,Ordinary Shares,3614.52,468.77,1694378.54,F,2025-03-11
White Matthew J,Chief Financial Officer,Sell,Ordinary Shares,4784.0,0.0,0.0,M,2025-03-11
White Matthew J,Chief Financial Officer,Sell,Ordinary Shares,2216.906,468.77,1039219.03,F,2025-03-11
Pfann Oliver,"Senior Vice President, EMEA",Sell,Ordinary Shares,215.0,0.0,0.0,M,2025-03-11
Strauss David P,"Executive VP, Chief HR Officer",Sell,Ordinary Shares,1180.0,0.0,0.0,M,2025-03-11
Strauss David P,"Executive VP, Chief HR Officer",Sell,Ordinary Shares,3530.0,0.0,0.0,M,2025-03-11
Strauss David P,"Executive VP, Chief HR Officer",Sell,Ordinary Shares,1805.596,468.77,846409.24,F,2025-03-11
Strauss David P,"Executive VP, Chief HR Officer",Sell,Ordinary Shares,2171.0,0.0,0.0,M,2025-03-11
Strauss David P,"Executive VP, Chief HR Officer",Sell,Ordinary Shares,1110.467,468.77,520553.62,F,2025-03-11
Pfann Oliver,"Senior Vice President, EMEA",Sell,Ordinary Shares,650.0,0.0,0.0,M,2025-03-11
White Matthew J,Chief Financial Officer,Sell,Ordinary Shares,2600.0,0.0,0.0,M,2025-03-11
Lamba Sanjiv,Chief Executive Officer,Sell,Ordinary Shares,2786.767,468.77,1306352.77,F,2025-03-11
White Matthew J,Chief Financial Officer,Sell,Ordinary Shares,7800.0,0.0,0.0,M,2025-03-11
Pfann Oliver,"Senior Vice President, EMEA",Sell,Ordinary Shares,395.0,0.0,0.0,M,2025-03-11
Nowicki Juergen,"Executive VP, Engineering",Sell,Ordinary Shares,1992.12,468.77,933846.09,F,2025-03-11
Lamba Sanjiv,Chief Executive Officer,Sell,Ordinary Shares,11656.0,0.0,0.0,M,2025-03-11
Lamba Sanjiv,Chief Executive Officer,Sell,Ordinary Shares,19000.0,0.0,0.0,M,2025-03-11
Lamba Sanjiv,Chief Executive Officer,Sell,Ordinary Shares,6335.0,0.0,0.0,M,2025-03-11
Pfann Oliver,"Senior Vice President, EMEA",Sell,Ordinary Shares,201.767,468.77,94582.32,F,2025-03-11
Nowicki Juergen,"Executive VP, Engineering",Sell,Ordinary Shares,2392.0,0.0,0.0,M,2025-03-11
Nowicki Juergen,"Executive VP, Engineering",Sell,Ordinary Shares,1221.834,468.77,572759.12,F,2025-03-11
Nowicki Juergen,"Executive VP, Engineering",Sell,Ordinary Shares,3900.0,0.0,0.0,M,2025-03-11
Nowicki Juergen,"Executive VP, Engineering",Sell,Ordinary Shares,664.04,468.77,311282.03,F,2025-03-11
Nowicki Juergen,"Executive VP, Engineering",Sell,Ordinary Shares,1300.0,0.0,0.0,M,2025-03-11
Strauss David P,"Executive VP, Chief HR Officer",Sell,Ordinary Shares,575.841,468.77,269936.99,F,2025-03-11
Patwari Binod,Senior Vice President - APAC,Sell,Ordinary Shares,570.0,0.0,0.0,M,2025-03-11
Patwari Binod,Senior Vice President - APAC,Sell,Ordinary Shares,190.0,0.0,0.0,M,2025-03-11
Patwari Binod,Senior Vice President - APAC,Sell,Ordinary Shares,349.0,0.0,0.0,M,2025-03-11
Pfann Oliver,"Senior Vice President, EMEA",Sell,Ordinary Shares,109.823,468.77,51481.73,F,2025-03-11
Hoyt Kelcey E,Principal Accounting Officer,Sell,Ordinary Shares,310.0,0.0,0.0,M,2025-03-11
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,1752.084,468.77,821324.42,F,2025-03-11
Hoyt Kelcey E,Principal Accounting Officer,Sell,Ordinary Shares,430.963,468.77,202022.53,F,2025-03-11
Bichara Guillermo,Exec VP & Chief Legal Officer,Sell,Ordinary Shares,1308.642,468.77,613452.11,F,2025-03-11
Hoyt Kelcey E,Principal Accounting Officer,Sell,Ordinary Shares,570.0,0.0,0.0,M,2025-03-11
Hoyt Kelcey E,Principal Accounting Officer,Sell,Ordinary Shares,264.138,468.77,123819.97,F,2025-03-11
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,1430.0,0.0,0.0,M,2025-03-11
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,4290.0,0.0,0.0,M,2025-03-11
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,690.691,468.77,323775.22,F,2025-03-11
GRANT HUGH,Unknown,Sell,Ordinary Shares,482.922,0.0,0.0,M,2025-03-11
Durbin Sean,"Executive VP, North America",Sell,Ordinary Shares,1270.774,468.77,595700.73,F,2025-03-11
