insider_name,title,type,security,shares,price,value,code,filing_date
DORSA CAROLINE,Unknown,Sell,Common Stock,1607.0,121.33,194977.31,A,2025-05-05
Davis Robert M,Unknown,Sell,Common Stock,1607.0,121.33,194977.31,A,2025-05-05
CRAVER THEODORE F JR,Unknown,Sell,Common Stock,2431.0,121.33,294953.23,A,2025-05-05
MCKEE E MARIE,Unknown,Sell,Common Stock,1607.0,121.33,194977.31,A,2025-05-05
Herron John T,Unknown,Sell,Common Stock,1607.0,121.33,194977.31,A,2025-05-05
Ghartey-Tagoe Kodwo,"EVP, CLO & Corp Sec",Sell,Common Stock,366.0,122.02,44659.32,A,2025-05-02
Renjel Louis E.,"EVP, Chief Corporate Affairs",Sell,Common Stock,260.0,122.02,31725.2,A,2025-05-02
Glenn Robert Alexander,EVP & CEO DEF & Midwest,Sell,Common Stock,230.0,122.02,28064.6,A,2025-05-02
Batson Scott L.,"SVP, Chief Pwr Grid Op Officer",Sell,Common Stock,25.0,121.07,3026.75,F,2025-04-03
Weintraub Alexander J.,"SVP, Chief Customer Officer",Sell,Common Stock,92.0,121.07,11138.44,F,2025-04-03
Sideris Harry K.,"President, CEO",Sell,Common Stock,2028.0,121.07,245529.96,F,2025-04-03
Titone Bonnie T.,"SVP, Chief Admin Officer",Sell,Common Stock,286.0,121.07,34626.02,F,2025-04-03
Ghartey-Tagoe Kodwo,"EVP, CLO & Corp Sec",Sell,Common Stock,9007.0,117.1,1054719.7,S,2025-03-03
Batson Scott L.,"SVP, Chief Pwr Grid Op Officer",Sell,Common Stock,2579.0,116.31,299963.49,A,2025-02-28
Sideris Harry K.,"President, Duke Energy",Sell,Common Stock,25148.0,116.31,2924963.88,A,2025-02-28
Weintraub Alexander J.,"SVP, Chief Customer Officer",Sell,Common Stock,1893.0,116.31,220174.83,A,2025-02-28
Batson Scott L.,"SVP, Chief Pwr Grid Op Officer",Sell,Common Stock,3611.0,116.31,419995.41,A,2025-02-28
Lee Cynthia S.,"SVP, Chf Acct Off & Controller",Sell,Common Stock,963.0,116.31,112006.53,A,2025-02-28
GOOD LYNN J,Chair & CEO,Sell,Common Stock,15476.0,116.31,1800013.56,A,2025-02-28
Glenn Robert Alexander,EVP & CEO DEF & Midwest,Sell,Common Stock,4836.0,116.31,562475.16,A,2025-02-28
Titone Bonnie T.,"SVP, Chief Admin Officer",Sell,Common Stock,4836.0,116.31,562475.16,A,2025-02-28
Savoy Brian D,EVP & CFO,Sell,Common Stock,7087.0,116.31,824288.97,A,2025-02-28
Gillespie Thomas Preston Jr.,EVP-Chf Gen Off-Entrp Op Excel,Sell,Common Stock,6384.0,116.31,742523.04,A,2025-02-28
JANSON JULIA S,"EVP&CEO, Duke Energy Carolinas",Sell,Common Stock,11027.0,116.31,1282550.37,A,2025-02-28
Ghartey-Tagoe Kodwo,"EVP, CLO & Corp Sec",Sell,Common Stock,7357.0,116.31,855692.67,A,2025-02-28
JANSON JULIA S,"EVP&CEO, Duke Energy Carolinas",Sell,Common Stock,10000.0,116.0866,1160866.0,S,2025-02-28
Renjel Louis E.,"EVP, Chief Corporate Affairs",Sell,Common Stock,5449.0,116.31,633773.19,A,2025-02-28
JANSON JULIA S,"EVP&CEO, Duke Energy Carolinas",Sell,Common Stock,1131.0,115.55,130687.05,F,2025-02-25
Glenn Robert Alexander,EVP & CEO DEF & Midwest,Sell,Common Stock,458.0,115.55,52921.9,F,2025-02-25
JANSON JULIA S,"EVP&CEO, Duke Energy Carolinas",Sell,Common Stock,1256.0,115.55,145130.8,F,2025-02-25
JANSON JULIA S,"EVP&CEO, Duke Energy Carolinas",Sell,Common Stock,1495.0,115.55,172747.25,F,2025-02-25
Titone Bonnie T.,"SVP, Chief Admin Officer",Sell,Common Stock,267.0,115.55,30851.85,F,2025-02-25
Sideris Harry K.,"President, Duke Energy",Sell,Common Stock,777.0,115.55,89782.35,F,2025-02-25
Titone Bonnie T.,"SVP, Chief Admin Officer",Sell,Common Stock,244.0,115.55,28194.2,F,2025-02-25
Sideris Harry K.,"President, Duke Energy",Sell,Common Stock,930.0,115.55,107461.5,F,2025-02-25
Batson Scott L.,"SVP, Chief Pwr Grid Op Officer",Sell,Common Stock,168.0,115.55,19412.4,F,2025-02-25
Batson Scott L.,"SVP, Chief Pwr Grid Op Officer",Sell,Common Stock,226.0,115.55,26114.3,F,2025-02-25
Batson Scott L.,"SVP, Chief Pwr Grid Op Officer",Sell,Common Stock,163.0,115.55,18834.65,F,2025-02-25
Glenn Robert Alexander,EVP & CEO DEF & Midwest,Sell,Common Stock,802.0,115.55,92671.1,F,2025-02-25
Titone Bonnie T.,"SVP, Chief Admin Officer",Sell,Common Stock,154.0,115.55,17794.7,F,2025-02-25
Glenn Robert Alexander,EVP & CEO DEF & Midwest,Sell,Common Stock,607.0,115.55,70138.85,F,2025-02-25
