insider_name,title,type,security,shares,price,value,code,filing_date
Robinson Anne,Senior Vice President,Sell,Common Stock,8825.0,0.0,0.0,M,2025-07-02
Robinson Anne,Senior Vice President,Sell,Common Stock,781.0,292.595,228516.7,F,2025-07-02
Robinson Anne,Senior Vice President,Sell,Common Stock,4881.0,292.595,1428156.2,F,2025-07-02
Robinson Anne,Senior Vice President,Sell,Common Stock,1412.0,0.0,0.0,M,2025-07-02
KRISHNA ARVIND,"Chairman, President & CEO",Sell,Common Stock,4298.0,268.85,1155517.3,F,2025-06-09
Thomas Robert David,Senior Vice President,Sell,Common Stock,3443.0,0.0,0.0,M,2025-06-09
KAVANAUGH JAMES J,Sr. VP and CFO,Sell,Common Stock,2588.0,268.85,695783.8,F,2025-06-09
KAVANAUGH JAMES J,Sr. VP and CFO,Sell,Common Stock,5163.0,0.0,0.0,M,2025-06-09
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,262.0,268.85,70438.7,F,2025-06-09
KRISHNA ARVIND,"Chairman, President & CEO",Sell,Common Stock,8606.0,0.0,0.0,M,2025-06-09
LAMOREAUX NICKLE JACLYN,Senior Vice President,Sell,Common Stock,705.0,268.85,189539.25,F,2025-06-09
LAMOREAUX NICKLE JACLYN,Senior Vice President,Sell,Common Stock,1379.0,0.0,0.0,M,2025-06-09
Thomas Robert David,Senior Vice President,Sell,Common Stock,1739.0,268.85,467530.15,F,2025-06-09
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,517.0,0.0,0.0,M,2025-06-09
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,400.0,0.0,0.0,G,2025-03-06
Thomas Robert David,Senior Vice President,Sell,Common Stock,26543.0,253.0098,6715639.12,S,2025-03-03
FARR DAVID N,,Buy,Common Stock,1200.0,249.0,298800.0,P,2025-02-28
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,541.0,0.0,0.0,M,2025-02-25
KAVANAUGH JAMES J,Sr. VP and CFO,Sell,Common Stock,3575.0,0.0,0.0,M,2025-02-25
KAVANAUGH JAMES J,Sr. VP and CFO,Sell,Common Stock,1792.0,262.925,471161.6,F,2025-02-25
KAVANAUGH JAMES J,Sr. VP and CFO,Sell,Common Stock,2877.0,0.0,0.0,M,2025-02-25
KAVANAUGH JAMES J,Sr. VP and CFO,Sell,Common Stock,1442.0,262.925,379137.85,F,2025-02-25
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,394.0,0.0,0.0,M,2025-02-25
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,141.0,262.925,37072.43,F,2025-02-25
COHN GARY D,Vice Chairman,Sell,Common Stock,2245.0,0.0,0.0,M,2025-02-25
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,193.0,262.925,50744.53,F,2025-02-25
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,631.0,0.0,0.0,M,2025-02-25
Fehring Nicolas A.,"VP, Controller",Sell,Common Stock,225.0,262.925,59158.12,F,2025-02-25
