insider_name,title,type,security,shares,price,value,code,filing_date
Hill-Milbourne Veronica,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
RUSH JEAN,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
Gordon Darin J.,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
Lopez Esteban,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
Weaver Susan T,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
FIRST MARK L,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
Dixon Heather Brianne,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
EARLEY MICHAEL,Unknown,Sell,Common Stock,1172.0,0.0,0.0,A,2025-06-20
Stevenson Roberton James,EVP & Chief HR Officer,Sell,Common Stock,228.0,112.99,25761.72,S,2025-06-17
TUCKER DAVID W.,EVP / Chief Strategy Officer,Sell,Common Stock,2403.0,115.43,277378.29,S,2025-06-12
WATTENBARGER MICHAEL D.,EVP/Chief Information Officer,Sell,Common Stock,2045.0,115.0,235175.0,S,2025-05-29
BLESSING CLIFF DONALD,EVP/Chief Development Officer,Sell,Common Stock,178.0,101.17,18008.26,S,2025-04-22
POFF BRIAN,EVP/Chief Financial Officer,Sell,Common Stock,31750.0,0.0,0.0,A,2025-03-12
ALLISON R DIRK,CEO and Chairman,Sell,Common Stock,63500.0,0.0,0.0,A,2025-03-12
RAINES MONICA,EVP/CCO and Quality Officer,Sell,Common Stock,237.0,96.23,22806.51,S,2025-03-04
Anderson Darby,EVP/Chief Legislative Officer,Sell,Common Stock,418.0,99.88,41749.84,S,2025-02-27
ALLISON R DIRK,CEO and Chairman,Sell,Common Stock,2564.0,99.98,256348.72,S,2025-02-27
TUCKER DAVID W.,EVP / Chief Strategy Officer,Sell,Common Stock,411.0,99.77,41005.47,S,2025-02-27
BLESSING CLIFF DONALD,EVP/Chief Development Officer,Sell,Common Stock,191.0,99.81,19063.71,S,2025-02-27
RAINES MONICA,EVP/CCO and Quality Officer,Sell,Common Stock,254.0,99.73,25331.42,S,2025-02-27
WATTENBARGER MICHAEL D.,EVP/Chief Information Officer,Sell,Common Stock,343.0,99.71,34200.53,S,2025-02-27
POFF BRIAN,EVP/Chief Financial Officer,Sell,Common Stock,2304.0,99.88,230123.52,S,2025-02-27
BICKHAM W BRADLEY,President and COO,Sell,Common Stock,2444.0,99.74,243764.56,S,2025-02-27
GAFFNEY SEAN,EVP / Chief Legal Officer,Sell,Common Stock,479.0,99.84,47823.36,S,2025-02-27
Stevenson Roberton James,EVP & Chief HR Officer,Sell,Common Stock,308.0,99.9,30769.2,S,2025-02-27
BICKHAM W BRADLEY,President and COO,Sell,Common Stock,14419.0,0.0,0.0,A,2025-02-25
ALLISON R DIRK,CEO and Chairman,Sell,Common Stock,8203.0,108.18,887400.54,S,2025-02-25
ALLISON R DIRK,CEO and Chairman,Sell,Common Stock,34331.0,0.0,0.0,A,2025-02-25
TUCKER DAVID W.,EVP / Chief Strategy Officer,Sell,Common Stock,1328.0,108.18,143663.04,S,2025-02-25
TUCKER DAVID W.,EVP / Chief Strategy Officer,Sell,Common Stock,4532.0,0.0,0.0,A,2025-02-25
GAFFNEY SEAN,EVP / Chief Legal Officer,Sell,Common Stock,1532.0,108.18,165731.76,S,2025-02-25
GAFFNEY SEAN,EVP / Chief Legal Officer,Sell,Common Stock,5150.0,0.0,0.0,A,2025-02-25
BLESSING CLIFF DONALD,EVP/Chief Development Officer,Sell,Common Stock,385.0,108.18,41649.3,S,2025-02-25
BLESSING CLIFF DONALD,EVP/Chief Development Officer,Sell,Common Stock,3776.0,0.0,0.0,A,2025-02-25
BICKHAM W BRADLEY,President and COO,Sell,Common Stock,3470.0,108.18,375384.6,S,2025-02-25
Stevenson Roberton James,EVP & Chief HR Officer,Sell,Common Stock,873.0,108.18,94441.14,S,2025-02-25
Anderson Darby,EVP/Chief Legislative Officer,Sell,Common Stock,1342.0,108.18,145177.56,S,2025-02-25
Anderson Darby,EVP/Chief Legislative Officer,Sell,Common Stock,5150.0,0.0,0.0,A,2025-02-25
Stevenson Roberton James,EVP & Chief HR Officer,Sell,Common Stock,3776.0,0.0,0.0,A,2025-02-25
RAINES MONICA,EVP/CCO and Quality Officer,Sell,Common Stock,626.0,108.18,67720.68,S,2025-02-25
RAINES MONICA,EVP/CCO and Quality Officer,Sell,Common Stock,3776.0,0.0,0.0,A,2025-02-25
WATTENBARGER MICHAEL D.,EVP/Chief Information Officer,Sell,Common Stock,1151.0,108.18,124515.18,S,2025-02-25
