insider_name,title,type,security,shares,price,value,code,filing_date
Zavery Amit,Unknown,Sell,Common Stock,15.0,0.0,0.0,A,2025-07-03
Zavery Amit,Unknown,Sell,Common Stock,12.0,0.0,0.0,A,2025-07-03
Nazareth Annette L.,Unknown,Sell,Common Stock,9.0,0.0,0.0,A,2025-07-03
Nazareth Annette L.,Unknown,Sell,Common Stock,8.0,0.0,0.0,A,2025-07-03
Markus Maura A.,Unknown,Sell,Common Stock,51.0,0.0,0.0,A,2025-07-03
Markus Maura A.,Unknown,Sell,Common Stock,16.0,0.0,0.0,A,2025-07-03
MURRAY EILEEN K,Unknown,Sell,Common Stock,6.0,0.0,0.0,A,2025-07-03
MURRAY EILEEN K,Unknown,Sell,Common Stock,6.0,0.0,0.0,A,2025-07-03
keller brett,Unknown,Sell,Common Stock,31.0,0.0,0.0,A,2025-07-03
keller brett,Unknown,Sell,Common Stock,14.0,0.0,0.0,A,2025-07-03
FLOWERS MELVIN L,Unknown,Sell,Common Stock,8.0,0.0,0.0,A,2025-07-03
Duelks Robert N,Unknown,Sell,Common Stock,75.0,0.0,0.0,A,2025-07-03
Carter Pamela L,Unknown,Sell,Common Stock,19.0,0.0,0.0,A,2025-07-03
keller brett,Unknown,Sell,Common Stock,130.0,0.0,0.0,A,2025-06-13
Markus Maura A.,Unknown,Sell,Common Stock,146.0,0.0,0.0,A,2025-06-13
MURRAY EILEEN K,Unknown,Sell,Common Stock,180.0,0.0,0.0,A,2025-06-13
Nazareth Annette L.,Unknown,Sell,Common Stock,130.0,0.0,0.0,A,2025-06-13
Zavery Amit,Unknown,Sell,Common Stock,130.0,0.0,0.0,A,2025-06-13
DESCHUTTER DOUGLAS RICHARD,Co-President ICS,Sell,Common Stock,4903.0,245.761,1204966.18,S,2025-06-06
Duelks Robert N,Unknown,Sell,Common Stock,500.0,245.1495,122574.75,S,2025-06-06
Markus Maura A.,Unknown,Sell,Common Stock,5771.0,56.37,325311.27,M,2025-06-05
Markus Maura A.,Unknown,Sell,Common Stock,3556.0,243.0845,864408.48,S,2025-06-05
DESCHUTTER DOUGLAS RICHARD,Co-President ICS,Sell,Common Stock,5056.0,239.5493,1211161.26,S,2025-05-28
Carter Pamela L,Unknown,Sell,Common Stock,4107.0,88.66,364126.62,M,2025-05-20
Carter Pamela L,Unknown,Sell,Common Stock,2801.0,107.52,301163.52,M,2025-05-20
Carter Pamela L,Unknown,Sell,Common Stock,2023.0,242.2334,490038.17,S,2025-05-20
Carter Pamela L,Unknown,Sell,Common Stock,2806.0,242.2334,679706.92,S,2025-05-20
Jarkowski Hope M.,Chief Legal Officer,Sell,Common Stock,1069.0,240.9869,257615.0,S,2025-05-16
Carey Thomas P,Corporate VP,Sell,Common Stock,3607.0,237.2602,855797.54,S,2025-05-14
Stingi Richard John,Corporate VP and CHRO,Sell,Common Stock,800.0,234.81,187848.0,S,2025-05-07
Jarkowski Hope M.,Chief Legal Officer,Sell,Common Stock,1068.0,235.225,251220.3,S,2025-05-07
Carey Thomas P,Corporate VP,Sell,Common Stock,2462.0,0.0,0.0,F,2025-04-08
Zavery Amit,Unknown,Sell,Common Stock,14.0,0.0,0.0,A,2025-04-07
Markus Maura A.,Unknown,Sell,Common Stock,50.0,0.0,0.0,A,2025-04-07
Zavery Amit,Unknown,Sell,Common Stock,12.0,0.0,0.0,A,2025-04-07
Carter Pamela L,Unknown,Sell,Common Stock,18.0,0.0,0.0,A,2025-04-07
FLOWERS MELVIN L,Unknown,Sell,Common Stock,7.0,0.0,0.0,A,2025-04-07
keller brett,Unknown,Sell,Common Stock,30.0,0.0,0.0,A,2025-04-07
Markus Maura A.,Unknown,Sell,Common Stock,15.0,0.0,0.0,A,2025-04-07
keller brett,Unknown,Sell,Common Stock,13.0,0.0,0.0,A,2025-04-07
MURRAY EILEEN K,Unknown,Sell,Common Stock,4.0,0.0,0.0,A,2025-04-07
MURRAY EILEEN K,Unknown,Sell,Common Stock,6.0,0.0,0.0,A,2025-04-07
Nazareth Annette L.,Unknown,Sell,Common Stock,7.0,0.0,0.0,A,2025-04-07
Nazareth Annette L.,Unknown,Sell,Common Stock,8.0,0.0,0.0,A,2025-04-07
Duelks Robert N,Unknown,Sell,Common Stock,74.0,0.0,0.0,A,2025-04-07
Gokey Timothy C,CEO,Sell,Common Stock,11724.0,245.0726,2873231.16,S,2025-04-03
DALY RICHARD J,Executive Chairman,Sell,Common Stock,604.0,244.72,147810.88,F,2025-04-03
DESCHUTTER DOUGLAS RICHARD,Co-President ICS,Sell,Common Stock,914.0,244.72,223674.08,F,2025-04-03
Ghei Ashima,Interim CFO,Sell,Common Stock,444.0,244.72,108655.68,F,2025-04-03
Ghei Ashima,Interim CFO,Sell,Common Stock,233.0,244.72,57019.76,F,2025-04-03
Ghei Ashima,Interim CFO,Sell,Common Stock,227.0,244.72,55551.44,F,2025-04-03
Ghei Ashima,Interim CFO,Sell,Common Stock,444.0,0.0,0.0,M,2025-04-03
Ghei Ashima,Interim CFO,Sell,Common Stock,860.0,0.0,0.0,M,2025-04-03
Stingi Richard John,Corporate VP and CHRO,Sell,Common Stock,960.0,244.72,234931.2,F,2025-04-03
Gokey Timothy C,CEO,Sell,Common Stock,15000.0,244.72,3670800.0,F,2025-04-03
Jarkowski Hope M.,Chief Legal Officer,Sell,Common Stock,1766.0,244.72,432175.52,F,2025-04-03
Jarkowski Hope M.,Chief Legal Officer,Sell,Common Stock,3903.0,0.0,0.0,M,2025-04-03
Matlin Laura,"CVP, Deputy GC and CCO",Sell,Common Stock,259.0,244.72,63382.48,F,2025-04-03
PERRY CHRISTOPHER JOHN,President,Sell,Common Stock,4155.0,244.72,1016811.6,F,2025-04-03
Stingi Richard John,Corporate VP and CHRO,Sell,Common Stock,772.0,244.72,188923.84,F,2025-04-03
Stingi Richard John,Corporate VP and CHRO,Sell,Common Stock,1511.0,0.0,0.0,M,2025-04-03
Zavery Amit,Unknown,Sell,Common Stock,131.0,0.0,0.0,A,2025-03-20
