insider_name,title,type,security,shares,price,value,code,filing_date
Maione Francesco,"President, Americas",Sell,Common Stock,10982.0,0.0,0.0,A,2025-06-24
Nelson Walter L.,"Sr. VP, Glob Helium & Rare Gas",Sell,Common Stock,589.0,308.5,181706.5,S,2025-03-06
Menezes Eduardo F,Chief Executive Officer,Sell,Common Stock,12635.0,0.0,0.0,A,2025-02-25
Lefevere Kurt,"President, Asia",Sell,Common Stock,1500.0,316.17,474255.0,S,2025-02-21
Mok Wilbur,"President, Equip. Businesses",Sell,Common Stock,1300.0,315.88,410644.0,S,2025-02-19
Brifo Victoria,"Exec VP, Chief HR Officer",Sell,Common Stock,2362.0,315.82,745966.84,S,2025-02-19
Bols Ivo,"President, Europe & Africa",Sell,Common Stock,18000.0,313.82,5648760.0,S,2025-02-19
Galovich Brian,"Exec VP, CIO",Sell,Common Stock,2089.0,315.79,659685.31,S,2025-02-14
Hababou Ahmed,"President, Middle East & India",Sell,Common Stock,1608.0,307.97,495215.76,S,2025-02-12
Maione Francesco,"President, Americas",Sell,Common Stock,2016.0,306.0,616896.0,S,2025-02-11
Schaeffer Melissa N.,Exec Vice President and CFO,Sell,Common Stock,3233.0,307.32,993565.56,S,2025-02-11
Major Sean D,Executive VP & General Counsel,Sell,Common Stock,4500.0,315.46,1419570.0,S,2025-02-10
