insider_name,title,type,security,shares,price,value,code,filing_date
Ramdev Niharika,Unknown,Sell,Common Stock,2262.0,0.0,0.0,A,2025-05-30
Cleland Nielsen Fiona,Unknown,Sell,Common Stock,2262.0,0.0,0.0,A,2025-05-30
Miller Shannon,Unknown,Sell,Common Stock,2262.0,0.0,0.0,A,2025-05-30
LICH BRAD A,Unknown,Sell,Common Stock,2262.0,0.0,0.0,A,2025-05-30
DONOVAN WILLIAM T,Unknown,Sell,Common Stock,2262.0,0.0,0.0,A,2025-05-30
ALLOTT ANTHONY J,,Sell,Common Stock,2262.0,0.0,0.0,A,2025-05-30
ABRAMSON LEIGH J,Unknown,Sell,Common Stock,2262.0,0.0,0.0,A,2025-05-30
Murphy Daniel Patrick,"VP, Controller & Treasurer",Sell,Common Stock,900.0,0.0,0.0,G,2025-05-22
LEWIS ROBERT B,"EVP, Corp. Dev. & Admin.",Sell,Common Stock,10000.0,55.9206,559206.0,S,2025-05-21
ALLOTT ANTHONY J,,Sell,Common Stock,81152.0,55.216,4480888.83,S,2025-05-20
Prinzen B Frederik,Sr. V.P. - Corp. Dev.,Sell,Common Stock,2378.0,54.05,128530.9,S,2025-05-08
Greenlee Adam J,President and CEO,Sell,Common Stock,70700.0,0.0,0.0,A,2025-03-04
Greenlee Adam J,President and CEO,Sell,Common Stock,42868.0,54.0,2314872.0,F,2025-03-04
LEWIS ROBERT B,"EVP, Corp. Dev. & Admin.",Sell,Common Stock,13755.0,54.0,742770.0,F,2025-03-04
Chevrier Philippe,EVP  and COO,Sell,Common Stock,42000.0,0.0,0.0,A,2025-03-04
HOGAN FRANK W III,"EVP, Gen. Counsel & Sec.",Sell,Common Stock,16900.0,0.0,0.0,A,2025-03-04
HOGAN FRANK W III,"EVP, Gen. Counsel & Sec.",Sell,Common Stock,8478.0,54.0,457812.0,F,2025-03-04
Ulmer Kimberly Irene,SVP & CFO,Sell,Common Stock,16900.0,0.0,0.0,A,2025-03-04
Ulmer Kimberly Irene,SVP & CFO,Sell,Common Stock,6002.0,54.0,324108.0,F,2025-03-04
ALLOTT ANTHONY J,,Sell,Common Stock,5349.0,54.0,288846.0,F,2025-03-04
Prinzen B Frederik,Sr. V.P. - Corp. Dev.,Sell,Common Stock,762.0,54.0,41148.0,F,2025-03-04
FABRY SHAWN C,"SVP, Corporate Development",Sell,Common Stock,11400.0,0.0,0.0,A,2025-03-04
MARTIN JAY A,Senior Vice President,Sell,Common Stock,14200.0,0.0,0.0,A,2025-03-04
MARTIN JAY A,Senior Vice President,Sell,Common Stock,2194.0,54.0,118476.0,F,2025-03-04
McGrath Stacey J.,"Vice President, Tax",Sell,Common Stock,979.0,54.0,52866.0,F,2025-03-04
Murphy Daniel Patrick,"VP, Controller & Treasurer",Sell,Common Stock,8100.0,0.0,0.0,A,2025-03-04
Murphy Daniel Patrick,"VP, Controller & Treasurer",Sell,Common Stock,841.0,54.0,45414.0,F,2025-03-04
Snyder Thomas James,President - Silgan Containers,Sell,Common Stock,20500.0,0.0,0.0,A,2025-03-04
Snyder Thomas James,President - Silgan Containers,Sell,Common Stock,3550.0,54.0,191700.0,F,2025-03-04
FABRY SHAWN C,"SVP, Corporate Development",Sell,Common Stock,1528.0,54.0,82512.0,F,2025-03-04
Greenlee Adam J,President and CEO,Sell,Common Stock,66000.0,0.0,0.0,A,2025-02-28
ALLOTT ANTHONY J,,Sell,Common Stock,2800.0,0.0,0.0,A,2025-02-28
Ulmer Kimberly Irene,SVP & CFO,Sell,Common Stock,6500.0,0.0,0.0,A,2025-02-28
LEWIS ROBERT B,"EVP, Corp. Dev. & Admin.",Sell,Common Stock,25000.0,0.0,0.0,A,2025-02-28
HOGAN FRANK W III,"EVP, Gen. Counsel & Sec.",Sell,Common Stock,17000.0,0.0,0.0,A,2025-02-28
Greenlee Adam J,President and CEO,Sell,Common Stock,125000.0,54.7261,6840762.5,S,2025-02-26
LEWIS ROBERT B,"EVP, Corp. Dev. & Admin.",Sell,Common Stock,20000.0,53.2167,1064334.0,S,2025-02-14
SILVER R PHILIP,Unknown,Sell,Common Stock,2100000.0,0.0,0.0,G,2025-01-31
ALLOTT ANTHONY J,,Sell,Common Stock,98394.0,53.91,5304420.54,S,2024-11-19
McGrath Stacey J.,"Vice President, Tax",Sell,Common Stock,1600.0,49.0356,78456.96,S,2024-08-05
