insider_name,title,type,security,shares,price,value,code,filing_date
Paul Harry Edward III,Vice President & Controller,Sell,Common Stock,707.0,442.6068,312923.01,S,2025-02-28
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,4791.0,442.5051,2120041.93,S,2025-02-28
Lightfoot Robert M JR,President Space,Sell,Common Stock,3213.0,442.4233,1421506.06,S,2025-02-28
MALAVE JESUS JR,Chief Financial Officer,Sell,Common Stock,12364.0,0.0,0.0,A,2025-02-25
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,1770.0,440.72,780074.4,F,2025-02-25
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,1487.0,0.0,0.0,M,2025-02-25
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,3093.0,0.0,0.0,A,2025-02-25
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,4350.0,440.72,1917132.0,F,2025-02-25
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,2957.0,0.0,0.0,M,2025-02-25
Lightfoot Robert M JR,President Space,Sell,Common Stock,4056.0,440.72,1787560.32,F,2025-02-25
Lightfoot Robert M JR,President Space,Sell,Common Stock,3085.0,0.0,0.0,M,2025-02-25
Lightfoot Robert M JR,President Space,Sell,Common Stock,6184.0,0.0,0.0,A,2025-02-25
MALAVE JESUS JR,Chief Financial Officer,Sell,Common Stock,8953.0,440.72,3945766.16,F,2025-02-25
MALAVE JESUS JR,Chief Financial Officer,Sell,Common Stock,6171.0,0.0,0.0,M,2025-02-25
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,6184.0,0.0,0.0,A,2025-02-25
Paul Harry Edward III,Vice President & Controller,Sell,Common Stock,268.0,440.72,118112.96,F,2025-02-25
TAICLET JAMES D JR,"Chairman, President & CEO",Sell,Common Stock,15675.0,440.72,6908286.0,F,2025-02-25
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,6184.0,0.0,0.0,A,2025-02-25
Paul Harry Edward III,Vice President & Controller,Sell,Common Stock,116.0,0.0,0.0,A,2025-02-25
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,2974.0,0.0,0.0,M,2025-02-25
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,3538.0,440.72,1559267.36,F,2025-02-25
TAICLET JAMES D JR,"Chairman, President & CEO",Sell,Common Stock,11571.0,0.0,0.0,M,2025-02-25
TAICLET JAMES D JR,"Chairman, President & CEO",Sell,Common Stock,23182.0,0.0,0.0,A,2025-02-25
St John Frank A,Chief Operating Officer,Sell,Common Stock,9274.0,0.0,0.0,A,2025-02-25
St John Frank A,Chief Operating Officer,Sell,Common Stock,4445.0,0.0,0.0,M,2025-02-25
St John Frank A,Chief Operating Officer,Sell,Common Stock,6089.0,440.72,2683544.08,F,2025-02-25
Paul Harry Edward III,Vice President & Controller,Sell,Common Stock,475.0,0.0,0.0,M,2025-02-25
St John Frank A,Chief Operating Officer,Sell,Common Stock,64.0,513.03,32833.92,F,2024-12-10
Lavan Maryanne,SVP & General Counsel,Sell,Common Stock,41.0,513.03,21034.23,F,2024-12-10
Lavan Maryanne,SVP & General Counsel,Sell,Common Stock,41.0,0.0,0.0,M,2024-12-10
Lavan Maryanne,SVP & General Counsel,Sell,Common Stock,37.0,0.0,0.0,M,2024-12-10
Lavan Maryanne,SVP & General Counsel,Sell,Common Stock,36.0,0.0,0.0,M,2024-12-10
Lavan Maryanne,SVP & General Counsel,Sell,Common Stock,36.0,513.03,18469.08,F,2024-12-10
Lavan Maryanne,SVP & General Counsel,Sell,Common Stock,37.0,513.03,18982.11,F,2024-12-10
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,38.0,513.03,19495.14,F,2024-12-10
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,45.0,0.0,0.0,M,2024-12-10
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,38.0,0.0,0.0,M,2024-12-10
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,38.0,0.0,0.0,M,2024-12-10
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,38.0,513.03,19495.14,F,2024-12-10
Hill Stephanie C.,Pres. Rotary & Mission Systems,Sell,Common Stock,45.0,513.03,23086.35,F,2024-12-10
St John Frank A,Chief Operating Officer,Sell,Common Stock,54.0,513.03,27703.62,F,2024-12-10
St John Frank A,Chief Operating Officer,Sell,Common Stock,54.0,513.03,27703.62,F,2024-12-10
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,20.0,0.0,0.0,M,2024-12-10
St John Frank A,Chief Operating Officer,Sell,Common Stock,54.0,0.0,0.0,M,2024-12-10
St John Frank A,Chief Operating Officer,Sell,Common Stock,54.0,0.0,0.0,M,2024-12-10
St John Frank A,Chief Operating Officer,Sell,Common Stock,64.0,0.0,0.0,M,2024-12-10
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,39.0,513.03,20008.17,F,2024-12-10
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,33.0,513.03,16929.99,F,2024-12-10
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,33.0,513.03,16929.99,F,2024-12-10
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,33.0,0.0,0.0,M,2024-12-10
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,33.0,0.0,0.0,M,2024-12-10
Ulmer Gregory M,President Aeronautics,Sell,Common Stock,39.0,0.0,0.0,M,2024-12-10
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,33.0,513.03,16929.99,F,2024-12-10
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,33.0,513.03,16929.99,F,2024-12-10
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,20.0,513.03,10260.6,F,2024-12-10
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,33.0,0.0,0.0,M,2024-12-10
Cahill Timothy S,Pres. Missiles & Fire Control,Sell,Common Stock,33.0,0.0,0.0,M,2024-12-10
LOCKHEED MARTIN CORP,Unknown,Buy,Common Stock,1000.0,0.0,0.0,P,2024-11-01
