insider_name,title,type,security,shares,price,value,code,filing_date
VASELLA DANIEL,Unknown,Sell,"PepsiCo, Inc. Common Stock",458.3371,130.908,59999.99,A,2025-06-03
Diamond Susan M,Unknown,Sell,"PepsiCo, Inc. Common Stock",73.3222,0.0,0.0,A,2025-06-03
VASELLA DANIEL,Unknown,Sell,"PepsiCo, Inc. Common Stock",1303.3237,0.0,0.0,A,2025-06-03
Agbaje Segun,Unknown,Sell,"PepsiCo, Inc. Common Stock",458.3371,130.908,59999.99,A,2025-06-03
Agbaje Segun,Unknown,Sell,"PepsiCo, Inc. Common Stock",190.3321,0.0,0.0,A,2025-06-03
Schmitt Becky,EVP and Chief People Officer,Sell,"PepsiCo, Inc. Common Stock",1335.0,132.005,176226.67,F,2025-06-03
Lewis Dave J,Unknown,Sell,"PepsiCo, Inc. Common Stock",458.3371,130.908,59999.99,A,2025-06-03
Lewis Dave J,Unknown,Sell,"PepsiCo, Inc. Common Stock",132.108,0.0,0.0,A,2025-06-03
Bailey Jennifer,Unknown,Sell,"PepsiCo, Inc. Common Stock",458.3371,130.908,59999.99,A,2025-06-03
Bailey Jennifer,Unknown,Sell,"PepsiCo, Inc. Common Stock",73.3222,0.0,0.0,A,2025-06-03
Diamond Susan M,Unknown,Sell,"PepsiCo, Inc. Common Stock",458.3371,130.908,59999.99,A,2025-06-03
Gallagher Marie T.,SVP and Controller,Sell,"PepsiCo, Inc. Common Stock",25000.0,159.5512,3988780.0,S,2025-03-06
Gallagher Marie T.,SVP and Controller,Sell,"PepsiCo, Inc. Common Stock",3083.0,153.725,473934.17,F,2025-03-04
Krishnan Ramkumar,"CEO, U.S. Beverages",Sell,"PepsiCo, Inc. Common Stock",225.0,153.5104,34539.84,S,2025-03-04
Krishnan Ramkumar,"CEO, U.S. Beverages",Sell,"PepsiCo, Inc. Common Stock",9700.0,150.9085,1463812.45,S,2025-03-04
Krishnan Ramkumar,"CEO, U.S. Beverages",Sell,"PepsiCo, Inc. Common Stock",12147.0,0.0,0.0,A,2025-03-04
Krishnan Ramkumar,"CEO, U.S. Beverages",Sell,"PepsiCo, Inc. Common Stock",16634.0,0.0,0.0,A,2025-03-04
Popovici Silviu,"CEO, Europe and MEA",Sell,"PepsiCo, Inc. Common Stock",15776.0,0.0,0.0,A,2025-03-04
Ferdinando Rachel,"CEO, U.S. Foods",Sell,"PepsiCo, Inc. Common Stock",8886.0,0.0,0.0,A,2025-03-04
Ferdinando Rachel,"CEO, U.S. Foods",Sell,"PepsiCo, Inc. Common Stock",2670.0,153.725,410445.75,F,2025-03-04
Willemsen Eugene,"CEO, International Beverages",Sell,"PepsiCo, Inc. Common Stock",7557.0,0.0,0.0,G,2025-03-04
Willemsen Eugene,"CEO, International Beverages",Sell,"PepsiCo, Inc. Common Stock",10000.0,154.3308,1543308.0,S,2025-03-04
Willemsen Eugene,"CEO, International Beverages",Sell,"PepsiCo, Inc. Common Stock",7627.0,153.725,1172460.57,F,2025-03-04
Willemsen Eugene,"CEO, International Beverages",Sell,"PepsiCo, Inc. Common Stock",7592.0,0.0,0.0,A,2025-03-04
Williams Steven C,"CEO, North America",Sell,"PepsiCo, Inc. Common Stock",24683.0,0.0,0.0,A,2025-03-04
Santilli Paula,"CEO, Latin America Foods",Sell,"PepsiCo, Inc. Common Stock",10732.0,0.0,0.0,A,2025-03-04
Laguarta Ramon,Chairman and CEO,Sell,"PepsiCo, Inc. Common Stock",50000.0,154.8978,7744890.0,S,2025-03-04
Laguarta Ramon,Chairman and CEO,Sell,"PepsiCo, Inc. Common Stock",55326.0,153.725,8504989.35,F,2025-03-04
Laguarta Ramon,Chairman and CEO,Sell,"PepsiCo, Inc. Common Stock",57699.0,0.0,0.0,A,2025-03-04
Laguarta Ramon,Chairman and CEO,Sell,"PepsiCo, Inc. Common Stock",75122.0,0.0,0.0,A,2025-03-04
Schmitt Becky,EVP and Chief People Officer,Sell,"PepsiCo, Inc. Common Stock",11590.0,0.0,0.0,A,2025-03-04
Popovici Silviu,"CEO, Europe and MEA",Sell,"PepsiCo, Inc. Common Stock",9589.0,153.725,1474069.02,F,2025-03-04
Willemsen Eugene,"CEO, International Beverages",Sell,"PepsiCo, Inc. Common Stock",13415.0,0.0,0.0,A,2025-03-04
Krishnan Ramkumar,"CEO, U.S. Beverages",Sell,"PepsiCo, Inc. Common Stock",10961.0,153.725,1684979.72,F,2025-03-04
Santilli Paula,"CEO, Latin America Foods",Sell,"PepsiCo, Inc. Common Stock",6378.0,153.725,980458.05,F,2025-03-04
Flavell David,"EVP, Gen Counsel & Corp Sec",Sell,"PepsiCo, Inc. Common Stock",6906.0,150.9041,1042143.71,S,2025-03-04
Williams Steven C,"CEO, North America",Sell,"PepsiCo, Inc. Common Stock",14172.0,0.0,0.0,A,2025-03-04
Williams Steven C,"CEO, North America",Sell,"PepsiCo, Inc. Common Stock",10366.0,153.725,1593513.35,F,2025-03-04
Williams Steven C,"CEO, North America",Sell,"PepsiCo, Inc. Common Stock",17978.0,150.8918,2712732.78,S,2025-03-04
Flavell David,"EVP, Gen Counsel & Corp Sec",Sell,"PepsiCo, Inc. Common Stock",12470.0,0.0,0.0,A,2025-03-04
Flavell David,"EVP, Gen Counsel & Corp Sec",Sell,"PepsiCo, Inc. Common Stock",6074.0,0.0,0.0,A,2025-03-04
Flavell David,"EVP, Gen Counsel & Corp Sec",Sell,"PepsiCo, Inc. Common Stock",5242.0,153.725,805826.45,F,2025-03-04
Caulfield James T.,EVP and CFO,Sell,"PepsiCo, Inc. Common Stock",13951.0,0.0,0.0,A,2025-03-04
Santilli Paula,"CEO, Latin America Foods",Sell,"PepsiCo, Inc. Common Stock",9110.0,0.0,0.0,A,2025-03-04
Popovici Silviu,"CEO, Europe and MEA",Sell,"PepsiCo, Inc. Common Stock",12957.0,0.0,0.0,A,2025-03-04
Santilli Paula,"CEO, Latin America Foods",Sell,"PepsiCo, Inc. Common Stock",7777.0,98.75,767978.75,M,2025-03-03
Santilli Paula,"CEO, Latin America Foods",Sell,"PepsiCo, Inc. Common Stock",7777.0,151.895,1181287.42,S,2025-03-03
Bailey Jennifer,Unknown,Sell,"PepsiCo, Inc. Common Stock",367.9852,163.05,59999.99,A,2024-12-03
Lewis Dave J,Unknown,Sell,"PepsiCo, Inc. Common Stock",367.9852,163.05,59999.99,A,2024-12-03
Diamond Susan M,Unknown,Sell,"PepsiCo, Inc. Common Stock",367.9852,163.05,59999.99,A,2024-12-03
VASELLA DANIEL,Unknown,Sell,"PepsiCo, Inc. Common Stock",367.9852,163.05,59999.99,A,2024-12-03
Agbaje Segun,Unknown,Sell,"PepsiCo, Inc. Common Stock",367.9852,163.05,59999.99,A,2024-12-03
Walker Darren,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
Agbaje Segun,Unknown,Sell,"PepsiCo, Inc. Common Stock",141.0022,0.0,0.0,A,2024-10-03
DUBLON DINA,Unknown,Sell,"PepsiCo, Inc. Common Stock",1260.2611,0.0,0.0,A,2024-10-03
Walker Darren,Unknown,Sell,"PepsiCo, Inc. Common Stock",390.7562,0.0,0.0,A,2024-10-03
COOPER EDITH W,Unknown,Sell,"PepsiCo, Inc. Common Stock",142.6098,0.0,0.0,A,2024-10-03
COOPER EDITH W,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
COOK IAN M,Unknown,Sell,"PepsiCo, Inc. Common Stock",1216.8199,0.0,0.0,A,2024-10-03
Bailey Jennifer,Unknown,Sell,"PepsiCo, Inc. Common Stock",39.229,0.0,0.0,A,2024-10-03
Diamond Susan M,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
Page David C,Unknown,Sell,"PepsiCo, Inc. Common Stock",516.9574,0.0,0.0,A,2024-10-03
Page David C,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
WEISSER ALBERTO,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
VASELLA DANIEL,Unknown,Sell,"PepsiCo, Inc. Common Stock",1109.0642,0.0,0.0,A,2024-10-03
VASELLA DANIEL,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
POHLAD ROBERT C,Unknown,Sell,"PepsiCo, Inc. Common Stock",494.517,0.0,0.0,A,2024-10-03
POHLAD ROBERT C,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
Lewis Dave J,Unknown,Sell,"PepsiCo, Inc. Common Stock",90.36,0.0,0.0,A,2024-10-03
Lewis Dave J,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
Gass Michelle,Unknown,Sell,"PepsiCo, Inc. Common Stock",244.079,0.0,0.0,A,2024-10-03
Gass Michelle,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
Conde Cesar,Unknown,Sell,"PepsiCo, Inc. Common Stock",428.4325,0.0,0.0,A,2024-10-03
Conde Cesar,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
WEISSER ALBERTO,Unknown,Sell,"PepsiCo, Inc. Common Stock",838.9327,0.0,0.0,A,2024-10-03
DUBLON DINA,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
Diamond Susan M,Unknown,Sell,"PepsiCo, Inc. Common Stock",39.229,0.0,0.0,A,2024-10-03
Bailey Jennifer,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
Agbaje Segun,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
COOK IAN M,Unknown,Sell,"PepsiCo, Inc. Common Stock",1166.9973,0.0,0.0,A,2024-10-03
