insider_name,title,type,security,shares,price,value,code,filing_date
Berryman Kevin C,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
Szafranski Sharon,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
KEENE NAZZIC S,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
MCDONALD REBECCA ANN,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
Laschinger Mary A,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
DELGROSSO DOUGLAS G,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
DEFOSSET DON,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
Chu Maggie,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-23
POWERS TIMOTHY H,Unknown,Sell,Common Stock,1460.0,0.0,0.0,A,2025-05-23
O'Shea Christopher,Unknown,Sell,Common Stock,94.0,153.22,14402.68,F,2025-05-22
O'Shea Christopher,Unknown,Sell,Common Stock,1040.0,0.0,0.0,A,2025-05-22
Caprais Emmanuel,Senior Vice President & CFO,Sell,Common Stock,2841.0,133.99,380665.59,F,2025-03-06
Caprais Emmanuel,Senior Vice President & CFO,Sell,Common Stock,5365.0,0.0,0.0,A,2025-03-06
Caprais Emmanuel,Senior Vice President & CFO,Sell,Common Stock,18397.0,0.0,0.0,A,2025-03-06
Caprais Emmanuel,Senior Vice President & CFO,Sell,Common Stock,8520.0,133.99,1141594.8,F,2025-03-06
Makowiecki Bartlomiej,See Remarks,Sell,Common Stock,1482.0,133.99,198573.18,F,2025-03-06
Guhde Michael,"SVP and President,  CCT",Sell,Common Stock,1640.0,0.0,0.0,A,2025-03-06
Makowiecki Bartlomiej,See Remarks,Sell,Common Stock,4025.0,0.0,0.0,A,2025-03-06
Makowiecki Bartlomiej,See Remarks,Sell,Common Stock,6510.0,0.0,0.0,A,2025-03-06
Makowiecki Bartlomiej,See Remarks,Sell,Common Stock,1931.0,133.99,258734.69,F,2025-03-06
Marino Lori B.,See Remarks,Sell,Common Stock,2980.0,0.0,0.0,A,2025-03-06
Sheikh Emrana,See Remarks,Sell,Common Stock,1345.0,0.0,0.0,A,2025-03-06
Savi Luca,President and CEO,Sell,Common Stock,43395.0,0.0,0.0,A,2025-03-06
Savi Luca,President and CEO,Sell,Common Stock,10673.0,133.99,1430075.27,F,2025-03-06
de Mesa Graziano Cheryl,Vice President & CAO,Sell,Common Stock,1520.0,0.0,0.0,A,2025-03-06
Barbon Davide,"SVP & President, MT and APAC",Sell,Common Stock,4025.0,0.0,0.0,A,2025-03-06
Savi Luca,President and CEO,Sell,Common Stock,19679.0,133.99,2636789.21,F,2025-03-06
Barbon Davide,"SVP & President, MT and APAC",Sell,Common Stock,3405.0,133.99,456235.95,F,2025-03-06
Barbon Davide,"SVP & President, MT and APAC",Sell,Common Stock,1178.0,133.99,157840.22,F,2025-03-06
Barbon Davide,"SVP & President, MT and APAC",Sell,Common Stock,7243.0,0.0,0.0,A,2025-03-06
de Mesa Graziano Cheryl,Vice President & CAO,Sell,Common Stock,268.0,139.43,37367.24,F,2025-03-06
de Mesa Graziano Cheryl,Vice President & CAO,Sell,Common Stock,166.0,133.99,22242.34,F,2025-03-06
Savi Luca,President and CEO,Sell,Common Stock,16925.0,0.0,0.0,A,2025-03-06
Savi Luca,President and CEO,Sell,Common Stock,37250.0,0.0,0.0,A,2025-03-06
Guhde Michael,"SVP and President,  CCT",Sell,Common Stock,500.0,143.57,71785.0,F,2025-02-27
Sheikh Emrana,See Remarks,Sell,Common Stock,2705.0,148.13,400691.65,A,2025-02-04
de Mesa Graziano Cheryl,Vice President & CAO,Sell,Common Stock,109.0,141.49,15422.41,F,2024-11-04
Savi Luca,CEO & President,Sell,Common Stock,48335.0,144.83,7000358.05,A,2024-11-01
Makowiecki Bartlomiej,See Remarks,Sell,Common Stock,346.0,135.73,46962.58,F,2024-10-08
Chu Maggie,Unknown,Sell,Common Stock,612.0,0.0,0.0,A,2024-10-02
Makowiecki Bartlomiej,See Remarks,Sell,Common Stock,3770.0,0.0,0.0,A,2024-09-04
