insider_name,title,type,security,shares,price,value,code,filing_date
BONFIELD ANDREW R J,Chief Financial Officer,Sell,Common Stock,17796.0,416.39,7410076.44,F,2025-07-21
BONFIELD ANDREW R J,Chief Financial Officer,Sell,Common Stock,23311.0,253.98,5920527.78,M,2025-07-21
BONFIELD ANDREW R J,Chief Financial Officer,Sell,Common Stock,9683.0,416.39,4031904.37,F,2025-07-21
BONFIELD ANDREW R J,Chief Financial Officer,Sell,Common Stock,14186.0,196.7,2790386.2,M,2025-07-21
Johnson Gerald,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
WILKINS RAYFORD JR,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
Fish James C Jr,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
KEENE NAZZIC S,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
REED DEBRA L,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
MacLennan David,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
SCHWAB SUSAN C,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
Marks Judith Fran,,Sell,Common Stock,482.0,352.53,169919.46,A,2025-06-13
Creed Joseph E,Chief Executive Officer,Sell,Common Stock,4330.0,0.0,0.0,A,2025-05-13
Pambianchi Christine M,Chief Human Resources Officer,Sell,Common Stock,2126.0,0.0,0.0,A,2025-05-13
MacLennan David,,Buy,Common Stock,375.0,320.7,120262.5,P,2025-05-08
Johnson Gerald,,Buy,Common Stock,100.0,318.48,31848.0,P,2025-05-05
Owens Derek,CLO & General Counsel,Sell,Common Stock,73.0,328.05,23947.65,F,2025-04-22
Schaupp William E,Chief Accounting Officer,Sell,Common Stock,19.0,325.3,6180.7,F,2025-03-05
Kaiser Jason,Group President,Sell,Common Stock,2692.0,0.0,0.0,A,2025-03-05
Kaiser Jason,Group President,Sell,Common Stock,364.0,325.3,118409.2,F,2025-03-05
Fassino Anthony D.,Group President,Sell,Common Stock,404.0,325.3,131421.2,F,2025-03-05
Umpleby III Donald J,Chief Executive Officer,Sell,Common Stock,12733.0,0.0,0.0,A,2025-03-05
Umpleby III Donald J,Chief Executive Officer,Sell,Common Stock,1528.0,325.3,497058.4,F,2025-03-05
Schaupp William E,Chief Accounting Officer,Sell,Common Stock,226.0,0.0,0.0,A,2025-03-05
Owens Derek,CLO & General Counsel,Sell,Common Stock,207.0,325.3,67337.1,F,2025-03-05
Owens Derek,CLO & General Counsel,Sell,Common Stock,2692.0,0.0,0.0,A,2025-03-05
Fassino Anthony D.,Group President,Sell,Common Stock,2692.0,0.0,0.0,A,2025-03-05
Johnson Denise C,Group President,Sell,Common Stock,343.0,325.3,111577.9,F,2025-03-05
De Lange Bob,Group President,Sell,Common Stock,2692.0,0.0,0.0,A,2025-03-05
Creed Joseph E,Chief Operating Officer,Sell,Common Stock,5093.0,0.0,0.0,A,2025-03-05
Creed Joseph E,Chief Operating Officer,Sell,Common Stock,689.0,325.3,224131.7,F,2025-03-05
Johnson Cheryl H,Chief Human Resources Officer,Sell,Common Stock,232.0,325.3,75469.6,F,2025-03-05
BONFIELD ANDREW R J,Chief Financial Officer,Sell,Common Stock,3565.0,0.0,0.0,A,2025-03-05
BONFIELD ANDREW R J,Chief Financial Officer,Sell,Common Stock,450.0,325.3,146385.0,F,2025-03-05
Johnson Denise C,Group President,Sell,Common Stock,2692.0,0.0,0.0,A,2025-03-05
De Lange Bob,Group President,Sell,Common Stock,343.0,325.3,111577.9,F,2025-03-05
Kaiser Jason,Group President,Sell,Common Stock,2425.0,354.7,860147.5,S,2025-02-19
Umpleby III Donald J,Chairman & CEO,Sell,Common Stock,36126.0,0.0,0.0,A,2025-02-13
Umpleby III Donald J,Chairman & CEO,Sell,Common Stock,14163.0,362.7,5136920.1,F,2025-02-13
