insider_name,title,type,security,shares,price,value,code,filing_date
Rotenberg Lesli,Unknown,Sell,Common Stock,1755.0,53.518,93924.09,S,2025-06-26
Leavitt Craig,Unknown,Sell,Common Stock,2475.0,0.0,0.0,A,2025-06-13
Carrara George,Unknown,Sell,Common Stock,1856.0,0.0,0.0,A,2025-06-13
Leavitt Craig,Unknown,Sell,Common Stock,8250.0,50.2107,414238.28,S,2025-06-13
Iyengar Narayan Raghu,Unknown,Sell,Common Stock,1856.0,0.0,0.0,A,2025-06-13
Johnson Richard A,Unknown,Sell,Common Stock,1856.0,0.0,0.0,A,2025-06-13
Rotenberg Lesli,Unknown,Sell,Common Stock,1856.0,0.0,0.0,A,2025-06-13
FENCL ERIC R,"CAO, Gen. Counsel & Secretary",Sell,Common Stock,16466.0,48.407,797069.66,S,2025-06-10
Hurt J. Christopher,Chief Operations Officer,Sell,Common Stock,4698.0,0.0,0.0,A,2025-06-05
John Sharon Price,President and CEO,Sell,Common Stock,11645.0,46.4413,540808.94,S,2025-06-05
John Sharon Price,President and CEO,Sell,Common Stock,9897.0,0.0,0.0,A,2025-06-05
John Sharon Price,President and CEO,Sell,Common Stock,19605.0,45.3009,888124.14,S,2025-06-05
FENCL ERIC R,"CAO, Gen. Counsel & Secretary",Sell,Common Stock,4698.0,0.0,0.0,A,2025-06-05
FENCL ERIC R,"CAO, Gen. Counsel & Secretary",Sell,Common Stock,6993.0,48.5,339160.5,S,2025-06-05
Henderson David D.,Chief Revenue Officer,Sell,Common Stock,4698.0,0.0,0.0,A,2025-06-05
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,4698.0,0.0,0.0,A,2025-06-05
Carrara George,Unknown,Sell,Common Stock,6000.0,47.8489,287093.4,S,2025-06-04
Henderson David D.,Chief Revenue Officer,Sell,Common Stock,253.0,35.28,8925.84,F,2025-05-02
FENCL ERIC R,"CAO, Gen. Counsel & Secretary",Sell,Common Stock,4107.0,35.28,144894.96,F,2025-05-02
Hurt J. Christopher,Chief Operations Officer,Sell,Common Stock,4399.0,35.28,155196.72,F,2025-05-02
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,4399.0,35.28,155196.72,F,2025-05-02
John Sharon Price,President and CEO,Sell,Common Stock,22014.0,35.28,776653.92,F,2025-05-02
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,6997.0,0.0,0.0,A,2025-04-17
John Sharon Price,President and CEO,Sell,Common Stock,40814.0,0.0,0.0,A,2025-04-17
Hurt J. Christopher,Chief Operations Officer,Sell,Common Stock,6997.0,0.0,0.0,A,2025-04-17
FENCL ERIC R,"CAO, Gen. Counsel & Secretary",Sell,Common Stock,6414.0,0.0,0.0,A,2025-04-17
Johnson Richard A,Unknown,Sell,Common Stock,605.0,0.0,0.0,A,2025-03-07
Hurt J. Christopher,Chief Operations Officer,Sell,Common Stock,6210.0,39.9097,247839.24,S,2025-01-23
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,5000.0,40.0764,200382.0,S,2025-01-23
Hurt J. Christopher,Chief Operations Officer,Sell,Common Stock,12635.0,39.5284,499441.33,S,2025-01-16
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,12300.0,41.4564,509913.72,S,2025-01-15
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,2700.0,42.0015,113404.05,S,2025-01-15
John Sharon Price,President and CEO,Sell,Common Stock,53462.0,42.0195,2246446.51,S,2025-01-10
John Sharon Price,President and CEO,Sell,Common Stock,500.0,42.552,21276.0,S,2025-01-10
John Sharon Price,President and CEO,Sell,Common Stock,1081.0,46.5566,50327.68,S,2025-01-10
John Sharon Price,President and CEO,Sell,Common Stock,67778.0,46.0524,3121339.57,S,2025-01-10
Leavitt Craig,Unknown,Sell,Common Stock,2500.0,41.364,103410.0,S,2024-12-16
FENCL ERIC R,"CAO, Gen. Counsel & Secretary",Sell,Common Stock,9074.0,40.2835,365532.48,S,2024-12-10
Rotenberg Lesli,Unknown,Sell,Common Stock,2473.0,41.1028,101647.22,S,2024-12-10
Carrara George,Unknown,Sell,Common Stock,2500.0,36.27,90675.0,S,2024-10-17
John Sharon Price,President and CEO,Sell,Common Stock,48325.0,35.1885,1700484.26,S,2024-10-08
FENCL ERIC R,"CAO, Gen. Counsel & Secretary",Sell,Common Stock,17274.0,35.0507,605465.79,S,2024-10-08
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,12635.0,35.4235,447575.92,S,2024-10-08
Henderson David D.,Chief Revenue Officer,Sell,Common Stock,2163.0,0.0,0.0,A,2024-09-18
John Sharon Price,President and CEO,Sell,Common Stock,50000.0,33.3224,1666120.0,S,2024-09-04
Todorovic Vojin,Chief Financial Officer,Sell,Common Stock,10294.0,33.3683,343493.28,S,2024-08-30
