insider_name,title,type,security,shares,price,value,code,filing_date
ESTEP JANET O,Unknown,Sell,Common Stock,4500.0,44.66,200970.0,S,2025-06-23
Harman Mary P,Unknown,Sell,Common Stock,7194.0,47.475,341535.15,S,2025-06-12
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,1808.0,46.62,84288.96,D,2025-06-06
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,1076.0,46.62,50163.12,D,2025-06-06
Shultz Ronald Craig,"GM, ACI Speedpay",Sell,Common Stock,268.0,46.62,12494.16,D,2025-06-06
Shultz Ronald Craig,"GM, ACI Speedpay",Sell,Common Stock,531.0,46.62,24755.22,D,2025-06-06
Litch Erich J,"GM, Payment Software",Sell,Common Stock,100.0,46.62,4662.0,D,2025-06-06
Litch Erich J,"GM, Payment Software",Sell,Common Stock,438.0,46.62,20419.56,D,2025-06-06
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,1277.0,46.62,59533.74,D,2025-06-06
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,839.0,46.62,39114.18,D,2025-06-06
Zabaneh Samir Michael,Unknown,Sell,Common Stock,5343.0,0.0,0.0,A,2025-06-05
ESTEP JANET O,Unknown,Sell,Common Stock,5343.0,0.0,0.0,A,2025-06-05
PETERS CHARLES E JR,Unknown,Sell,Common Stock,5343.0,0.0,0.0,A,2025-06-05
Harman Mary P,Unknown,Sell,Common Stock,5343.0,0.0,0.0,A,2025-06-05
MCCALLUM KATRINKA,Unknown,Sell,Common Stock,5343.0,0.0,0.0,A,2025-06-05
Benitez Juan II,Unknown,Sell,Common Stock,5343.0,0.0,0.0,A,2025-06-05
SANCHEZ ADALIO T,Unknown,Sell,Common Stock,5343.0,0.0,0.0,A,2025-06-05
Warsop Thomas W III,"Director, President and CEO",Sell,Common Stock,8075.0,46.26,373549.5,D,2025-06-03
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,2084.0,46.56,97031.04,D,2025-05-13
Shultz Ronald Craig,"General Manager, ACI Speedpay",Sell,Common Stock,256.0,46.56,11919.36,D,2025-05-13
Shultz Ronald Craig,"General Manager, ACI Speedpay",Sell,Common Stock,513.0,46.56,23885.28,D,2025-05-13
Warsop Thomas W III,"Director, President and CEO",Buy,Common Stock,5000.0,48.5694,242847.0,P,2025-05-12
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,60480.0,0.0,0.0,A,2025-04-17
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,27046.0,52.22,1412342.12,D,2025-04-17
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,13956.0,0.0,0.0,A,2025-04-17
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,6740.0,52.22,351962.8,D,2025-04-17
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,25605.0,0.0,0.0,A,2025-03-06
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,941.0,53.7,50531.7,D,2025-03-06
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,13966.0,0.0,0.0,A,2025-03-06
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,1367.0,53.7,73407.9,D,2025-03-06
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,28864.0,0.0,0.0,A,2025-03-06
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,1808.0,53.7,97089.6,D,2025-03-06
Warsop Thomas W III,"Director, President and CEO",Sell,Common Stock,66806.0,0.0,0.0,A,2025-03-06
Warsop Thomas W III,"Director, President and CEO",Sell,Common Stock,12263.0,53.7,658523.1,D,2025-03-06
PETERS CHARLES E JR,Unknown,Sell,Common Stock,12940.0,57.568,744929.92,S,2025-03-05
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,1520.0,57.35,87172.0,D,2025-03-04
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,6109.0,57.35,350351.15,D,2025-03-04
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,1202.0,52.31,62876.62,D,2025-02-14
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,2210.0,52.31,115605.1,D,2025-02-14
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,1255.0,52.89,66376.95,D,2025-02-11
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,94488.0,19.08,1802831.04,M,2024-12-13
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,60749.0,55.6876,3382966.01,S,2024-12-13
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,1283.0,56.43,72399.69,D,2024-12-06
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,5400.0,55.71,300834.0,S,2024-12-06
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,980.0,56.43,55301.4,D,2024-12-06
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,1793.0,56.43,101178.99,D,2024-12-06
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,7728.0,56.82,439104.96,D,2024-12-03
SANCHEZ ADALIO T,Unknown,Sell,Common Stock,1200.0,57.285,68742.0,S,2024-11-15
SANCHEZ ADALIO T,Unknown,Sell,Common Stock,8550.0,57.2461,489454.15,S,2024-11-15
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,2067.0,55.82,115379.94,D,2024-11-12
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,1210.0,58.01,70192.1,D,2024-11-12
Silva Alessandro,Chief Revenue Officer,Sell,Common Stock,1250.0,55.82,69775.0,D,2024-11-12
SANCHEZ ADALIO T,Unknown,Sell,Common Stock,14939.0,0.0,0.0,G,2024-09-17
SANCHEZ ADALIO T,Unknown,Sell,Common Stock,14939.0,0.0,0.0,G,2024-09-17
Behrens Scott W,Chief Financial Officer,Sell,Common Stock,1838.0,48.58,89290.04,D,2024-09-06
Kuruvilla Abraham,Chief Technology Officer,Sell,Common Stock,1277.0,48.58,62036.66,D,2024-09-06
