insider_name,title,type,security,shares,price,value,code,filing_date
Hill John P,Chief Operating Officer,Sell,Common Stock (ESPP),498.0,26.35,13122.3,A,2025-07-02
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock (ESPP),197.0,26.35,5190.95,A,2025-07-02
HERZOG DANIEL R,Chief Financial Officer,Sell,Common Stock (ESPP),683.0,26.35,17997.05,A,2025-07-02
Sarcevic Ademir,Unknown,Sell,Common Stock,2468.0,0.0,0.0,A,2025-03-03
Wirsbinski Carol Ann,Unknown,Sell,Common Stock,2468.0,0.0,0.0,A,2025-03-03
Kelly Catherine T.,Unknown,Sell,Common Stock,2468.0,0.0,0.0,A,2025-03-03
HAYSSEN CHARLES N,Unknown,Sell,Common Stock,2468.0,0.0,0.0,A,2025-03-03
Hayward Donald R.,Unknown,Sell,Common Stock,2468.0,0.0,0.0,A,2025-03-03
Jones Walter Louis JR,Unknown,Sell,Common Stock,2468.0,0.0,0.0,A,2025-03-03
ROTH RONALD G,Unknown,Sell,Common Stock,2468.0,0.0,0.0,A,2025-03-03
Hill John P,Chief Operating Officer,Sell,Common Stock,13831.0,33.05,457114.55,S,2025-02-19
Hill John P,Chief Operating Officer,Sell,Common Stock,23809.0,33.1,788077.9,S,2025-02-19
Hill John P,Chief Operating Officer,Sell,Common Stock,16539.0,33.26,550087.14,S,2025-02-14
Hill John P,Chief Operating Officer,Sell,Common Stock (ESPP),276.0,26.35,7272.6,A,2025-01-02
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock (ESPP),198.0,26.35,5217.3,A,2025-01-02
HERZOG DANIEL R,Chief Financial Officer,Sell,Common Stock (ESPP),137.0,26.35,3609.95,A,2025-01-02
Sarcevic Ademir,Unknown,Sell,Common Stock,305.0,0.0,0.0,A,2024-12-13
Kelly Catherine T.,Unknown,Sell,Common Stock,305.0,0.0,0.0,A,2024-12-13
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock,475.0,0.0,0.0,G,2024-12-10
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock,1425.0,0.0,0.0,G,2024-12-10
ROTH RONALD G,Unknown,Buy,Common Stock,5000.0,31.0,155000.0,P,2024-12-06
Hill John P,Chief Operating Officer,Sell,Restricted Stock,16181.0,0.0,0.0,A,2024-11-26
HERZOG DANIEL R,Chief Financial Officer,Sell,Restricted Stock,8090.0,0.0,0.0,A,2024-11-26
Beranek Cheryl,Chief Executive Officer,Sell,Restricted Stock,16181.0,0.0,0.0,A,2024-11-26
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock,1948.0,28.26,55050.48,F,2024-11-19
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock,1019.0,28.26,28796.94,F,2024-11-19
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock,172.0,28.26,4860.72,F,2024-11-19
HERZOG DANIEL R,Chief Financial Officer,Sell,Common Stock,973.0,28.26,27496.98,F,2024-11-19
HERZOG DANIEL R,Chief Financial Officer,Sell,Common Stock,510.0,28.26,14412.6,F,2024-11-19
HERZOG DANIEL R,Chief Financial Officer,Sell,Common Stock,114.0,28.26,3221.64,F,2024-11-19
Hill John P,Chief Operating Officer,Sell,Common Stock,1948.0,28.26,55050.48,F,2024-11-19
Hill John P,Chief Operating Officer,Sell,Common Stock,1019.0,28.26,28796.94,F,2024-11-19
Hill John P,Chief Operating Officer,Sell,Common Stock,172.0,28.26,4860.72,F,2024-11-19
HERZOG DANIEL R,Chief Financial Officer,Sell,Common Stock,458.0,37.58,17211.64,F,2024-08-23
Hill John P,Chief Operating Officer,Sell,Common Stock,1300.0,37.58,48854.0,F,2024-08-23
Beranek Cheryl,Chief Executive Officer,Sell,Common Stock,1300.0,37.58,48854.0,F,2024-08-23
Jones Walter Louis JR,Unknown,Buy,Common Stock,1324.0,37.77,50007.48,P,2024-08-08
