insider_name,title,type,security,shares,price,value,code,filing_date
Hu Jean X.,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-06-13
Napolitano Janet,,Sell,Common Stock,1677.0,0.0,0.0,M,2025-06-13
Wilderotter Mary Agnes,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-06-13
Sim Judith,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-06-13
GOLDMAN KENNETH A,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-06-13
STAVRIDIS JAMES G.,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-06-13
NEUKOM WILLIAM H.,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-06-13
Hsieh Ming,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-06-13
NEUKOM WILLIAM H.,,Buy,Common Stock,335.0,104.215,34912.03,P,2025-06-06
Ohlgart Christiane,Chief Financial Officer,Sell,Common Stock,1164.0,104.7109,121883.49,S,2025-06-06
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,1926562.0,0.0,0.0,G,2025-05-27
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,1926562.0,0.0,0.0,G,2025-05-27
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,1926562.0,0.0,0.0,G,2025-05-27
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,1926562.0,0.0,0.0,G,2025-05-27
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,2764.0,0.0,0.0,M,2025-05-05
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,120952.0,106.2358,12849432.48,S,2025-05-05
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,37536.0,105.6417,3965366.85,S,2025-05-05
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,150000.0,16.898,2534700.0,M,2025-05-05
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,8349.0,104.21,870049.29,F,2025-05-05
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,4557.0,0.0,0.0,M,2025-05-05
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,6260.0,0.0,0.0,M,2025-05-05
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,6020.0,0.0,0.0,M,2025-05-05
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,2780.0,106.2378,295341.08,S,2025-05-05
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,766.0,105.656,80932.5,S,2025-05-05
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,3490.0,104.21,363692.9,F,2025-05-05
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,2242.0,0.0,0.0,M,2025-05-05
Jensen Keith,Chief Financial Officer,Sell,Common Stock,1826.0,0.0,0.0,M,2025-05-05
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,2030.0,0.0,0.0,M,2025-05-05
Ohlgart Christiane,Chief Accounting Officer,Sell,Common Stock,2464.0,104.21,256773.44,F,2025-05-05
Ohlgart Christiane,Chief Accounting Officer,Sell,Common Stock,2738.0,0.0,0.0,M,2025-05-05
Ohlgart Christiane,Chief Accounting Officer,Sell,Common Stock,4382.0,0.0,0.0,M,2025-05-05
Jensen Keith,Chief Financial Officer,Sell,Common Stock,3120.0,104.21,325135.2,F,2025-05-05
Jensen Keith,Chief Financial Officer,Sell,Common Stock,2573.0,0.0,0.0,M,2025-05-05
Jensen Keith,Chief Financial Officer,Sell,Common Stock,1890.0,0.0,0.0,M,2025-05-05
Whittle John,CHIEF OPERATING OFFICER,Sell,Common Stock,2290.0,104.21,238640.9,F,2025-05-05
Whittle John,CHIEF OPERATING OFFICER,Sell,Common Stock,1826.0,0.0,0.0,M,2025-05-05
Whittle John,CHIEF OPERATING OFFICER,Sell,Common Stock,1608.0,0.0,0.0,M,2025-05-05
Whittle John,CHIEF OPERATING OFFICER,Sell,Common Stock,1180.0,0.0,0.0,M,2025-05-05
STAVRIDIS JAMES G.,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-04-01
NEUKOM WILLIAM H.,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-04-01
Sim Judith,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-04-01
Hsieh Ming,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-04-01
GOLDMAN KENNETH A,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-04-01
Hu Jean X.,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-04-01
Wilderotter Mary Agnes,,Sell,Common Stock,1130.0,0.0,0.0,M,2025-04-01
GOLDMAN KENNETH A,,Sell,Common Stock,2000.0,100.0,200000.0,S,2025-03-12
GOLDMAN KENNETH A,,Sell,Common Stock,1000.0,99.32,99320.0,S,2025-03-11
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,8983.0,98.9693,889041.22,S,2025-03-11
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,23597.0,98.3046,2319693.65,S,2025-03-11
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,9913.0,96.105,952688.86,S,2025-03-11
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,150000.0,16.898,2534700.0,M,2025-03-11
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,79479.0,97.0534,7713707.18,S,2025-03-11
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,2200.0,99.8027,219565.94,S,2025-03-11
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,69914.0,99.301,6942530.11,S,2025-03-11
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,151842.0,98.2619,14920283.42,S,2025-03-11
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,92915.0,97.3411,9044448.31,S,2025-03-11
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,93941.0,96.2891,9045494.34,S,2025-03-11
NEUKOM WILLIAM H.,,Buy,Common Stock,328.0,106.335,34877.88,P,2025-03-06
Jensen Keith,Chief Financial Officer,Sell,Common Stock,5675.0,62.108,352462.9,M,2025-02-27
Jensen Keith,Chief Financial Officer,Sell,Common Stock,11985.0,34.386,412116.21,M,2025-02-27
Jensen Keith,Chief Financial Officer,Sell,Common Stock,8663.0,108.8387,942869.66,S,2025-02-27
Jensen Keith,Chief Financial Officer,Sell,Common Stock,8142.0,109.4392,891053.97,S,2025-02-27
Jensen Keith,Chief Financial Officer,Sell,Common Stock,855.0,110.1055,94140.2,S,2025-02-27
Jensen Keith,Chief Financial Officer,Sell,Common Stock,6436.0,113.5699,730935.88,S,2025-02-20
Jensen Keith,Chief Financial Officer,Sell,Common Stock,9864.0,114.3672,1128118.06,S,2025-02-20
Jensen Keith,Chief Financial Officer,Sell,Common Stock,7200.0,112.4318,809508.96,S,2025-02-20
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,473050.0,9.812,4641566.6,M,2025-02-19
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,16357.0,108.5365,1775331.53,S,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,3367.0,107.6502,362458.22,S,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,8534.0,107.2009,914852.48,S,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,7520.0,106.0925,797815.6,S,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,3300.0,105.2245,347240.85,S,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,41667.0,9.812,408836.6,M,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,6243.0,109.3015,682369.26,S,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,100.0,109.99,10999.0,S,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,41667.0,9.812,408836.6,M,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,647311.0,0.0,0.0,G,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,647311.0,0.0,0.0,G,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,647311.0,0.0,0.0,G,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,647311.0,0.0,0.0,G,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,647311.0,0.0,0.0,G,2025-02-13
Xie Ken,PRESIDENT & CEO,Sell,Common Stock,647311.0,0.0,0.0,G,2025-02-13
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,4555.0,0.0,0.0,M,2025-02-04
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,2030.0,0.0,0.0,M,2025-02-04
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,2763.0,0.0,0.0,M,2025-02-04
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,8969.0,0.0,0.0,M,2025-02-04
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,32034.0,0.0,0.0,M,2025-02-04
Xie Michael,"VP, ENGINEERING & CTO",Sell,Common Stock,23567.0,100.88,2377438.96,F,2025-02-04
