insider_name,title,type,security,shares,price,value,code,filing_date
Blumenstock Gerald M,"EVP, Research, Dev. & Eng.",Sell,Common Stock,506.0,68.96,34893.76,F,2025-06-17
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,734.0,68.96,50616.64,F,2025-06-17
KURTZWEIL JOHN T,,Sell,Common Stock,1682.0,61.93,104166.26,S,2025-05-21
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,190.0,61.58,11700.2,F,2025-05-20
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,712.0,61.58,43844.96,F,2025-05-20
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,947.0,62.01,58723.47,F,2025-05-20
COOGAN JAMES GORDON,EVP AND CFO,Sell,Common Stock,12295.0,0.0,0.0,A,2025-05-19
Blumenstock Gerald M,"EVP, Research, Dev. & Eng.",Sell,Common Stock,345.0,62.67,21621.15,F,2025-05-19
Blumenstock Gerald M,"EVP, Research, Dev. & Eng.",Sell,Common Stock,6148.0,0.0,0.0,A,2025-05-19
Blumenstock Gerald M,"EVP, Research, Dev. & Eng.",Sell,Common Stock,6148.0,0.0,0.0,A,2025-05-19
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,1453.0,62.67,91059.51,F,2025-05-19
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,1722.0,62.67,107917.74,F,2025-05-19
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,30738.0,0.0,0.0,A,2025-05-19
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,30738.0,0.0,0.0,A,2025-05-19
COOGAN JAMES GORDON,EVP AND CFO,Sell,Common Stock,574.0,62.67,35972.58,F,2025-05-19
COOGAN JAMES GORDON,EVP AND CFO,Sell,Common Stock,12295.0,0.0,0.0,A,2025-05-19
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,177.0,62.67,11092.59,F,2025-05-19
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,209.0,62.67,13098.03,F,2025-05-19
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,6148.0,0.0,0.0,A,2025-05-19
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,6148.0,0.0,0.0,A,2025-05-19
Tatnall Christopher,EVP Global Customer Operations,Sell,Common Stock,170.0,62.67,10653.9,F,2025-05-19
Tatnall Christopher,EVP Global Customer Operations,Sell,Common Stock,345.0,62.67,21621.15,F,2025-05-19
Tatnall Christopher,EVP Global Customer Operations,Sell,Common Stock,6148.0,0.0,0.0,A,2025-05-19
Tatnall Christopher,EVP Global Customer Operations,Sell,Common Stock,6148.0,0.0,0.0,A,2025-05-19
Quirk Jeanne,,Sell,Common Stock,3586.0,0.0,0.0,A,2025-05-15
KURTZWEIL JOHN T,,Sell,Common Stock,3586.0,0.0,0.0,A,2025-05-15
Titinger Jorge,,Sell,Common Stock,3586.0,0.0,0.0,A,2025-05-15
St Dennis Thomas,,Sell,Common Stock,3586.0,0.0,0.0,A,2025-05-15
Evans Eileen,"EVP, General Counsel and Sec'y",Sell,Common Stock,7172.0,0.0,0.0,A,2025-05-15
GRAVES GREGORY B,,Sell,Common Stock,3586.0,0.0,0.0,A,2025-05-15
Chiu Tzu Yin,,Sell,Common Stock,3586.0,0.0,0.0,A,2025-05-15
Evans Eileen,"EVP, General Counsel and Sec'y",Sell,Common Stock,7172.0,0.0,0.0,A,2025-05-15
Sayiner Necip,,Sell,Common Stock,3586.0,0.0,0.0,A,2025-05-15
Tatnall Christopher,EVP Global Customer Operations,Sell,Common Stock,907.0,45.23,41023.61,F,2025-04-22
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,3923.0,54.79,214941.17,F,2025-03-04
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,749.0,54.79,41037.71,F,2025-03-04
Low Russell,PRESIDENT AND CEO,Sell,Common Stock,5212.0,54.79,285565.48,F,2025-03-04
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,471.0,54.79,25806.09,F,2025-03-04
COOGAN JAMES GORDON,EVP AND CFO,Sell,Common Stock,1787.0,54.79,97909.73,F,2025-03-04
Blumenstock Gerald M,"EVP, Research, Dev. & Eng.",Sell,Common Stock,748.0,54.79,40982.92,F,2025-03-04
Tatnall Christopher,EVP Global Customer Operations,Sell,Common Stock,1146.0,54.79,62789.34,F,2025-03-04
FALLON LYNNETTE C,"EXECUTIVE VP, HR/LEGAL",Sell,Common Stock,3083.0,71.96,221852.68,F,2025-01-07
Evans Eileen,"EVP, General Counsel and Sec'y",Sell,Common Stock,11440.0,0.0,0.0,A,2024-12-16
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,236.0,98.86,23330.96,F,2024-11-19
COOGAN JAMES GORDON,EVP AND CFO,Sell,Common Stock,433.0,95.65,41416.45,F,2024-10-17
COOGAN JAMES GORDON,EVP AND CFO,Sell,Common Stock,433.0,95.65,41416.45,F,2024-10-17
Tatnall Christopher,EVP Global Customer Operations,Sell,Common Stock,83.0,98.86,8205.38,F,2024-09-17
Redinbo Greg,EVP MARKETING AND APPLICATIONS,Sell,Common Stock,236.0,98.86,23330.96,F,2024-09-17
Titinger Jorge,,Sell,Common Stock,6086.0,109.98,669338.28,S,2024-08-06
