ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
EML,DiSanto Frederick D.,Director,2025-08-21,Buy,23.0,600,"13,800","88,463",https://finviz.com/http://www.sec.gov/Archives/edgar/data/31107/000149829025000013/xslF345X05/primary_doc.xml
EML,DiSanto Frederick D.,Director,2025-08-20,Buy,22.98,414,"9,514","87,863",https://finviz.com/http://www.sec.gov/Archives/edgar/data/31107/000149829025000013/xslF345X05/primary_doc.xml
REYN,Hawkesby Duncan,Director,2025-08-21,Buy,23.04,67269,"1,549,878","174,586",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1786431/000162828025041050/xslF345X05/wk-form4_1755899021.xml
REYN,Hawkesby Duncan,Director,2025-08-20,Buy,23.16,4317,"99,995","107,317",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1786431/000162828025041050/xslF345X05/wk-form4_1755899021.xml
SQFT,Heilbron Jack Kendrick,Chief Executive Officer,2025-08-21,Buy,4.91,100,491,"98,686",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1080657/000143774925027614/xslF345X05/rdgdoc.xml
TPL,OLIVER ERIC L,Director,2025-08-21,Buy,881.27,100,"88,127","393,600",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1168602/000110465925081957/xslF345X05/tm2524223-1_4seq1.xml
TPVG,Srivastava Sajal,President and CIO,2025-08-21,Buy,6.3,31000,"195,201","175,654",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1580345/000159498625000004/xslF345X05/wk-form4_1755897604.xml
TPVG,Srivastava Sajal,President and CIO,2025-08-20,Buy,6.2,39567,"245,371","144,654",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1580345/000159498625000004/xslF345X05/wk-form4_1755897604.xml
TPVG,Labe James,Chief Executive Officer,2025-08-21,Buy,6.3,31000,"195,201","175,654",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1580345/000159498325000004/xslF345X05/wk-form4_1755897602.xml
TPVG,Labe James,Chief Executive Officer,2025-08-20,Buy,6.2,39567,"245,371","144,654",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1580345/000159498325000004/xslF345X05/wk-form4_1755897602.xml
LUCD,Matheis Dennis,Director,2025-08-20,Buy,1.02,100000,"101,840","665,443",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1799011/000106299325014853/xslF345X05/form4.xml
INR,GRAY STEVEN D,Director,2025-08-22,Buy,13.96,16846,"235,086","50,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1086699/000095017025111041/xslF345X05/ownership.xml
INR,GRAY STEVEN D,Director,2025-08-21,Buy,13.75,20252,"278,445","33,154",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1086699/000095017025111041/xslF345X05/ownership.xml
INR,GRAY STEVEN D,Director,2025-08-20,Buy,13.64,12902,"176,048","12,902",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1086699/000095017025111041/xslF345X05/ownership.xml
CEPF,"Cantor EP Holdings IV, LLC",10% Owner,2025-08-22,Buy,10.0,900000,"9,000,000","900,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1024896/000121390025079977/xslF345X05/ownership.xml
CNFR,Hakala Jeffrey Anthony,Director,2025-03-03,Buy,1.0,500,500,500,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1502292/000095017025111004/xslF345X05/ownership.xml
CNFR,Hakala Jeffrey Anthony,Director,2025-02-27,Buy,1.0,1000,"1,000","1,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1502292/000095017025111004/xslF345X05/ownership.xml
CNFR,Hakala Jeffrey Anthony,Director,2025-12-12,Buy,2.0,100000,"200,000","3,735,769",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1502292/000095017025111004/xslF345X05/ownership.xml
JYNT,Grandpre Christopher M,Director,2025-08-20,Buy,10.41,10000,"104,082","39,383",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1612630/000095017025111000/xslF345X05/ownership.xml
CLPR,BISTRICER DAVID,Co-Chairman and CEO,2025-08-21,Buy,4.01,8174,"32,778","8,174",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1107706/000143774925027608/xslF345X05/rdgdoc.xml
CNFR,Hakala Gerald W,10% Owner,2025-03-03,Buy,1.0,500,500,500,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1502292/000119312525186459/xslF345X05/ownership.xml
CNFR,Hakala Gerald W,10% Owner,2025-02-27,Buy,1.0,1000,"1,000","1,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1502292/000119312525186459/xslF345X05/ownership.xml
