ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
DRRX,ASEN R SCOTT,10% Owner,2025-08-21,Buy,1.9,116612,"221,306","2,666,612",https://finviz.com/http://www.sec.gov/Archives/edgar/data/904589/000164117225025130/xslF345X05/ownership.xml
DRRX,ASEN R SCOTT,10% Owner,2025-08-20,Buy,1.89,87608,"165,360","970,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/904589/000164117225025130/xslF345X05/ownership.xml
PROP,Gray Jonathan H.,Director,2025-08-20,Buy,2.09,218917,"457,537","466,254",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1162896/000114036125032267/xslF345X05/form4.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-20,Buy,13.62,225000,"3,064,860","57,775,966",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000190/xslF345X05/wk-form4_1755821444.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-19,Buy,13.85,221966,"3,074,984","57,550,966",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000190/xslF345X05/wk-form4_1755821444.xml
REZI,"CD&R Channel Holdings II, L.P.",10% Owner,2025-08-21,Buy,32.16,250000,"8,040,900","12,815,208",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1740332/000110465925081503/xslF345X05/tm2524046-1_4seq1.xml
REZI,"CD&R Channel Holdings II, L.P.",10% Owner,2025-08-20,Buy,31.94,297000,"9,485,438","12,565,208",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1740332/000110465925081503/xslF345X05/tm2524046-1_4seq1.xml
REZI,"CD&R Channel Holdings II, L.P.",10% Owner,2025-08-19,Buy,32.41,135641,"4,396,301","12,268,208",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1740332/000110465925081503/xslF345X05/tm2524046-1_4seq1.xml
STRZ,SLOAN HARRY,Director,2025-08-21,Buy,12.98,8100,"105,138","42,260",https://finviz.com/http://www.sec.gov/Archives/edgar/data/929351/000092935125000118/xslF345X05/wk-form4_1755819040.xml
STRZ,SLOAN HARRY,Director,2025-08-20,Buy,12.71,1082,"13,752","34,160",https://finviz.com/http://www.sec.gov/Archives/edgar/data/929351/000092935125000118/xslF345X05/wk-form4_1755819040.xml
STRZ,SLOAN HARRY,Director,2025-08-19,Buy,12.55,6614,"83,006","33,078",https://finviz.com/http://www.sec.gov/Archives/edgar/data/929351/000092935125000118/xslF345X05/wk-form4_1755819040.xml
HTH,SOBEL JONATHAN S,Hilltop Securities Chairman,2025-08-21,Buy,33.19,10000,"331,900","87,429",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1086618/000156218025005935/xslF345X05/primarydocument.xml
HTH,SOBEL JONATHAN S,Hilltop Securities Chairman,2025-08-20,Buy,32.93,10000,"329,300","77,429",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1086618/000156218025005935/xslF345X05/primarydocument.xml
HTH,SOBEL JONATHAN S,Hilltop Securities Chairman,2025-08-19,Buy,32.92,10000,"329,200","67,429",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1086618/000156218025005935/xslF345X05/primarydocument.xml
FVR,Green Robert S.,Director,2025-08-21,Buy,13.18,7600,"100,168","15,050",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1988494/000089534525000279/xslF345X05/form4.xml
CWBC,LOKEY JAMES W,Director,2025-08-15,Buy,20.3,65,"1,316","14,675",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1127371/000162828025040981/xslF345X05/wk-form4_1755815730.xml
OPCH,Pate R Carter,Director,2025-08-20,Buy,27.19,750,"20,391","41,910",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1014739/000143774925027538/xslF345X05/rdgdoc.xml
OPCH,KRAEMER HARRY M JANSEN JR,Director,2025-08-20,Buy,27.15,36000,"977,278","375,390",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1014739/000143774925027536/xslF345X05/rdgdoc.xml
OPCH,SULLIVAN TIMOTHY P,Director,2025-08-21,Buy,27.51,20000,"550,200","49,229",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1014739/000143774925027535/xslF345X05/rdgdoc.xml
OPCH,GOLDING DAVID W,Director,2025-08-21,Buy,27.62,1000,"27,625","116,525",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1014739/000143774925027534/xslF345X05/rdgdoc.xml
BA,Buckley Mortimer J,Director,2025-08-19,Buy,226.1,2200,"497,420","2,200",https://finviz.com/http://www.sec.gov/Archives/edgar/data/12927/000122520825007405/xslF345X05/doc4.xml
UAA,Sweeney Robert John,Director,2025-08-21,Buy,4.88,100000,"488,200","133,696",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1336917/000133691725000149/xslF345X05/wk-form4_1755812814.xml
UA,Sweeney Robert John,Director,2025-08-21,Buy,4.88,100000,"488,200","133,696",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1336917/000133691725000149/xslF345X05/wk-form4_1755812814.xml
PROP,Thoresen Erik,Director,2025-08-19,Buy,2.37,2500,"5,925","120,760",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1162896/000114036125032242/xslF345X05/form4.xml
SST,CEE Holdings Trust,10% Owner,2025-08-21,Buy,6.9,12584,"86,830","908,540",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1805833/000201259025000004/xslF345X05/wk-form4_1755812770.xml
