ticker,insider_name,transaction_date,transaction_type,price,shares,value,relationship,sec_form4,market_open_at_trade,market_close_at_trade,high_at_trade,low_at_trade,sma_20_at_trade,rsi_14_at_trade,sma_20_prev,price_prev,high_plus_7d,low_plus_7d,max_gain_7d,max_drawdown_7d,high_plus_14d,low_plus_14d,max_gain_14d,max_drawdown_14d,high_plus_30d,low_plus_30d,max_gain_30d,max_drawdown_30d,high_minus_7d,low_minus_7d,high_minus_15d,low_minus_15d,final_gain_30d,case_2_outcome,ownership_pct,tags,score,bucket,outcome_case_1,outcome_case_2
AAOI,Lin Chih-Hsiang (Thompson),2025-08-13,Buy,22.56223140495868,12100,273002,President and CEO,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1158114/000168316825006190/xslF345X05/ownership.xml,23.645000457763672,23.020000457763672,24.299999237060547,22.09499931335449,,,,22.790000915527344,26.968000411987305,20.458999633789062,19.527186508956454,-9.321913836533788,,,,,,,,,24.39999961853028,19.88500022888184,26.350000381469727,19.88500022888184,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000196,"['👑 CEO', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📡 Tech', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '📉 DIP -5% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",15.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
ATRA,Panacea Innovation Ltd,2025-07-17,Buy,9.64,19335,186372,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1573160/000095017025097087/xslF345X05/ownership.xml,9.300000190734863,9.710000038146973,9.800000190734863,8.529999732971191,8.570750045776368,69.94956575441144,8.475250053405762,9.279999732971191,13.460000038146973,9.776000022888184,39.626556412312986,1.410788619172023,13.460000038146973,9.776000022888184,39.626556412312986,1.410788619172023,13.460000038146973,9.776000022888184,39.626556412312986,1.410788619172023,9.621999740600586,8.770000457763672,9.621999740600586,7.880000114440918,-0.3280481158090197,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.002381,"['🔟 10% Owner', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🚀 SPIKE +20% [30d]', '📈 ABOVE SMA20', '🟡 NEUTRAL (RSI)', '💪 STRONG TREND', '🟢 SUCCESSFUL TRADE C1']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
AUPH,TANG KEVIN,2025-08-01,Buy,10.12,1000000,10120000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1178579/000141588925021066/xslF345X05/form4-08052025_090800.xml,9.359999656677246,10.489999771118164,10.520000457763672,9.329999923706056,,,,9.244999885559082,11.800000190734863,10.449999809265137,16.600792398565854,3.2608676804855485,12.479999542236328,10.449999809265137,23.320153579410366,3.2608676804855485,,,,,9.829999923706056,8.800000190734863,9.829999923706056,8.550000190734863,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.006571,"['📋 Director', '🔥 VERY LARGE TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +10% [7d]', '🚀 SPIKE +20% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
BHC,Paulson John,2025-08-11,Buy,6.35,2000000,12700000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/885590/000101359425001002/xslF345X05/form4.xml,5.75,6.659999847412109,6.980000019073486,5.75,6.301500058174133,59.2851039703704,6.285500073432923,5.75,8.6899995803833,6.670000076293945,36.850387092650415,5.039371280219617,,,,,,,,,6.110000133514404,5.650000095367432,7.099999904632568,5.5,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.00479,"['📋 Director', '💰 LARGE TRADE', '🌿 MID CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '📈 ABOVE SMA20', '⚡️ SMA SUPPORT RECLAIMED', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
BHC,Paulson John,2025-08-12,Buy,6.88,1156640,7957683,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/885590/000101359425001002/xslF345X05/form4.xml,6.690000057220459,7.0,7.019999980926514,6.670000076293945,6.330500054359436,64.17349286928902,6.301500058174133,6.659999847412109,8.6899995803833,6.989999771118164,26.308133435803796,1.598833882531456,,,,,,,,,6.980000019073486,5.679999828338623,7.099999904632568,5.5,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.003001,"['📋 Director', '💰 LARGE TRADE', '🌿 MID CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '📈 ABOVE SMA20', '🟡 NEUTRAL (RSI)', '💪 STRONG TREND', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
CALC,Roberts Eric W,2025-07-21,Buy,3.37,1500,5055,CHIEF BUSINESS OFFICER,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1534133/000141588925020111/xslF345X05/form4-07222025_040709.xml,3.130000114440918,3.490000009536743,3.539999961853028,3.0850000381469727,1.898749989271164,83.51067514994882,1.806249988079071,3.009999990463257,4.260000228881836,3.2709999084472656,26.40950234070729,-2.9376881766390053,4.260000228881836,2.75,26.40950234070729,-18.39762611275965,4.260000228881836,2.309999942779541,26.40950234070729,-31.454007632654573,3.200000047683716,2.0,3.200000047683716,1.5850000381469729,-0.1823529495912439,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000105,"['🧠 CBO', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🚀 SPIKE +20% [30d]', '📉 DIP -10% [14d]', '📉 DIP -20% [30d]', '📈 ABOVE SMA20', '🚀 OVERBOUGHT (RSI > 70)', '💪 STRONG TREND', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
CCO,MORENO ARTURO R,2025-08-01,Buy,1.04,1500000,1560000,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1045060/000095017025103021/xslF345X05/ownership.xml,1.100000023841858,1.0199999809265137,1.1100000143051147,1.0,1.1630000054836274,33.74316776709627,1.1740000069141387,1.059999942779541,1.25,1.0299999713897705,20.192307692307686,-0.96154121252207,1.25,1.0199999809265137,20.192307692307686,-1.9230787570659964,,,,,1.149999976158142,1.0399999618530271,1.25,1.0399999618530271,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.002963,"['🔟 10% Owner', '💰 LARGE TRADE', '🌱 SMALL CAP', '📞 Communication', '📈 ABOVE CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '📉 DIP SETUP', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
CDXS,Opaleye Management Inc.,2025-07-31,Buy,2.68,84220,225710,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1200375/000164117225022060/xslF345X05/ownership.xml,2.7300000190734863,2.680000066757202,2.7799999713897705,2.650000095367432,2.918499970436096,45.56015563955789,2.9249999642372133,2.789999961853028,2.9600000381469727,2.5799999237060547,10.447762617424344,-3.731346130371099,3.869999885559082,2.5799999237060547,44.40298080444335,-3.731346130371099,,,,,3.3399999141693115,2.7699999809265137,3.390000104904175,2.7699999809265137,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.001017,"['🔟 10% Owner', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '🚀 SPIKE +10% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
CLOV,Garipalli Vivek,2025-08-07,Buy,2.24,415000,929600,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1801170/000180117025000207/xslF345X05/wk-form4_1754683623.xml,2.289999961853028,2.2100000381469727,2.3299999237060547,2.1600000858306885,,22.307051920094395,,2.259999990463257,2.6700000762939453,2.119999885559082,19.196431977408263,-5.357147966112418,,,,,,,,,3.0,2.130000114440918,3.5350000858306885,2.130000114440918,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000835,"['📋 Director', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '📈 ABOVE CLOSE', '🚀 SPIKE +20% [7d]', '📉 DIP -5% [7d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
CTEV,Dalton Travis,2025-08-11,Buy,58.3,3982,232158,"Pres., CEO & Executive Chair",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1793229/000179322925000142/xslF345X05/wk-form4_1755029947.xml,57.54999923706055,61.61000061035156,61.88999938964844,56.65999984741211,,85.61430827988713,,56.810001373291016,72.65499877929688,61.57500076293945,24.622639415603565,5.617497020479342,,,,,,,,,57.005001068115234,38.310001373291016,57.005001068115234,37.869998931884766,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000229,"['👑 CEO', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 OVERBOUGHT (RSI > 70)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
CVM,KERSTEN GEERT R,2025-07-25,Buy,6.85,29197,199999,Chief Executive Officer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/725363/000123603025000007/xslF345X05/primary_doc.xml,6.78000020980835,8.199999809265137,8.449999809265137,6.25,3.852499973773957,86.49286315494582,3.5644999861717226,6.849999904632568,10.399999618530272,7.019999980926514,51.82481194934704,2.481751546372468,10.399999618530272,7.019999980926514,51.82481194934704,2.481751546372468,,,,,7.679999828338623,3.950000047683716,7.679999828338623,2.9100000858306885,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.003584,"['👑 CEO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📈 ABOVE SMA20', '🚀 OVERBOUGHT (RSI > 70)', '💪 STRONG TREND', '🟢 SUCCESSFUL TRADE C1']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
DMAC,JACINTO RICHARD II,2025-07-23,Buy,3.5,400000,1400000,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1196834/000143774925023532/xslF345X05/rdgdoc.xml,4.610000133514404,5.150000095367432,5.25,4.54010009765625,3.976000022888184,71.95857828406272,3.905000019073486,4.599999904632568,5.599999904632568,4.389999866485596,59.999997275216245,25.428567613874165,5.599999904632568,4.014500141143799,59.999997275216245,14.700004032679969,,,,,5.039999961853027,3.650000095367432,5.039999961853027,3.575000047683716,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.006599,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🔻 SMA LOST', '🚀 OVERBOUGHT (RSI > 70)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
DMAC,STAHLBERG JAN,2025-07-23,Buy,3.5,1542857,5400000,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1401040/000110465925070920/xslF345X05/tm2521564-1_4seq1.xml,4.610000133514404,5.150000095367432,5.25,4.54010009765625,3.976000022888184,71.95857828406272,3.905000019073486,4.599999904632568,5.599999904632568,4.389999866485596,59.999997275216245,25.428567613874165,5.599999904632568,4.014500141143799,59.999997275216245,14.700004032679969,,,,,5.039999961853027,3.650000095367432,5.039999961853027,3.575000047683716,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.025455,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🔻 SMA LOST', '🚀 OVERBOUGHT (RSI > 70)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
DMAC,Von Koch Thomas,2025-07-23,Buy,3.5,2857142,9999997,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1401040/000110465925070900/xslF345X05/tm2521564-2_4seq1.xml,4.610000133514404,5.150000095367432,5.25,4.54010009765625,3.976000022888184,71.95857828406272,3.905000019073486,4.599999904632568,5.599999904632568,4.389999866485596,59.999997275216245,25.428567613874165,5.599999904632568,4.014500141143799,59.999997275216245,14.700004032679969,,,,,5.039999961853027,3.650000095367432,5.039999961853027,3.575000047683716,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.047139,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🔻 SMA LOST', '🚀 OVERBOUGHT (RSI > 70)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
ECOR,Errico Thomas J.,2025-08-11,Buy,4.47,15000,67050,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1560258/000164117225023285/xslF345X05/ownership.xml,4.539999961853027,4.309999942779541,4.699999809265137,4.159999847412109,,18.678820682383787,,4.619999885559082,5.739999771118164,4.25,28.41162798922068,-4.921700223713641,,,,,,,,,7.400000095367432,4.519999980926514,7.769999980926514,4.519999980926514,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.002051,"['📋 Director', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📈 ABOVE CLOSE', '🚀 SPIKE +20% [7d]', '📉 DIP -5% [7d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
ECOR,Goldberger Daniel S,2025-08-11,Buy,4.23,1000,4230,Chief Executive Officer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1382042/000164117225023084/xslF345X05/ownership.xml,4.539999961853027,4.309999942779541,4.699999809265137,4.159999847412109,,18.678820682383787,,4.619999885559082,5.739999771118164,4.25,35.69739411626864,0.4728132387706754,,,,,,,,,7.400000095367432,4.519999980926514,7.769999980926514,4.519999980926514,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000129,"['👑 CEO', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
KURA,WILSON TROY EDWARD,2025-08-12,Buy,5.85,36506,213578,President and CEO,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1422143/000095017025108844/xslF345X05/ownership.xml,5.599999904632568,6.199999809265137,6.2179999351501465,5.519999980926514,,,,5.539999961853027,7.769999980926514,6.244999885559082,32.82051249447033,6.752134795881751,,,,,,,,,6.489999771118164,5.449999809265137,6.590000152587891,5.449999809265137,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000335,"['👑 CEO', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
LOOP,Solomita Daniel,2025-07-23,Buy,1.01,906794,915499,Chief Executive Officer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1504678/000143774925023545/xslF345X05/rdgdoc.xml,1.2300000190734863,1.225000023841858,1.25,1.2100000381469729,1.274750006198883,44.909762732073375,1.29300000667572,1.2300000190734863,1.7899999618530271,1.2000000476837158,77.22771899534922,18.811885909278796,1.7899999618530271,1.2000000476837158,77.22771899534922,18.811885909278796,,,,,1.4149999618530271,1.1799999475479126,1.4149999618530271,1.0499999523162842,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.01177,"['👑 CEO', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '⚙️ Materials', '📉 DIP BUY', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
LRMR,Flynn James E,2025-07-31,Buy,3.2,9375000,30000000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1009258/000119380525001155/xslF345X05/e664762_4-larimar.xml,3.559999942779541,3.4600000381469727,3.690000057220459,3.3949999809265137,,,,3.569999933242798,4.224999904632568,3.174999952316284,32.031247019767754,-0.7812514901161249,4.329999923706055,3.174999952316284,35.3124976158142,-0.7812514901161249,,,,,4.010000228881836,3.2699999809265137,4.010000228881836,3.119999885559082,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.141349,"['📋 Director', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📉 DIP BUY', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,Bluth Jeri Ruth,2025-08-06,Buy,4.31,22559,97229,Chief Compliance Officer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000108/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['🕵️ Other', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,DIXON ROBERT E,2025-08-06,Buy,4.31,22559,97229,CEO/President,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103016/000110301625000004/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['👑 CEO', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,DIXON ROBERT E,2025-08-08,Buy,4.44,2000,8885,CEO/President,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103016/000155091325000115/xslF345X05/primary_doc.xml,5.170000076293945,4.755000114440918,5.297999858856201,4.301000118255615,,,,4.5,5.459000110626221,4.400000095367432,22.950452942031987,-0.9008987529857826,,,,,,,,,6.329999923706055,3.890000104904175,7.710000038146973,3.890000104904175,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.001184,"['👑 CEO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,FULLER GLEN W,2025-08-06,Buy,4.31,22559,97229,Treasurer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103014/000155091325000109/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['🕵️ Other', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,PATTERSON CHARLES E. II,2025-08-06,Buy,4.31,22559,97229,General Counsel/Secretary,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000110/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['🕵️ Other', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,Sherpa Angche,2025-08-06,Buy,4.31,22559,97229,Chief Financial Officer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000111/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['💼 CFO', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
