ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
BW,Frymyer Cameron M,Chief Financial Officer,2025-08-19,Buy,1.55,20000,"31,000","153,805",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1630805/000163080525000074/xslF345X05/form4.xml
EPSN,Williamson Andrew,Chief Financial Officer,2025-08-18,Buy,5.64,10000,"56,400","60,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1726126/000110465925080574/xslF345X05/tm2523893-2_4seq1.xml
EPSN,Stabell Jason,Chief Executive Officer,2025-08-19,Buy,5.71,6000,"34,260","485,339",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1726126/000110465925080571/xslF345X05/tm2523893-1_4seq1.xml
EPSN,Stabell Jason,Chief Executive Officer,2025-08-18,Buy,5.65,9000,"50,850","479,339",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1726126/000110465925080571/xslF345X05/tm2523893-1_4seq1.xml
ATRA,Panacea Innovation Ltd,10% Owner,2025-08-15,Buy,12.19,55000,"670,422","1,405,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1573160/000095017025110310/xslF345X05/ownership.xml
HNRG,Wesley Charles Ray IV,Director,2025-08-19,Buy,15.27,20000,"305,404","234,914",https://finviz.com/http://www.sec.gov/Archives/edgar/data/788965/000141588925022392/xslF345X05/form4-08192025_110850.xml
PLMR,Taketa Richard H,Director,2025-08-19,Buy,120.76,500,"60,380","44,726",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1761312/000121465925012459/xslF345X05/marketforms-70314.xml
PLMR,Taketa Richard H,Director,2025-08-18,Buy,121.14,500,"60,570","44,226",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1761312/000121465925012459/xslF345X05/marketforms-70314.xml
AEYE,HAWKINS JAMES B,Director,2025-08-18,Buy,10.95,8000,"87,560","146,183",https://finviz.com/http://www.sec.gov/Archives/edgar/data/898243/000141588925022368/xslF345X05/form4-08192025_110813.xml
IRIX,MOORE WILLIAM M,Director,2025-08-18,Buy,1.18,12024,"14,229","200,674",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1006045/000095017025110257/xslF345X05/ownership.xml
IRIX,Dizon Romeo R,Chief Financial Officer,2025-08-18,Buy,1.18,1500,"1,767","40,745",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1006045/000095017025110233/xslF345X05/ownership.xml
MBWM,RAMAKER DAVID B,Director,2025-08-18,Buy,46.71,1500,"70,065","15,014",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1042729/000095017025110211/xslF345X05/ownership.xml
JYNT,Grandpre Christopher M,Director,2025-08-18,Buy,10.7,10000,"106,978","29,383",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1612630/000095017025110202/xslF345X05/ownership.xml
JYNT,Grandpre Christopher M,Director,2025-08-15,Buy,10.88,14388,"156,531","19,383",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1612630/000095017025110202/xslF345X05/ownership.xml
ELA,DeLuca John Garrett,CFO,2025-08-19,Buy,7.09,280,"1,985","3,051",https://finviz.com/http://www.sec.gov/Archives/edgar/data/701719/000141588925022327/xslF345X05/form4-08192025_090819.xml
SD,INTRIERI VINCENT J,Director,2025-08-18,Buy,10.96,25000,"274,048","46,976",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1349436/000156218025005895/xslF345X05/primarydocument.xml
EONR,Trotter Mitchell,Chief Financial Officer,2025-08-19,Buy,0.36,100000,"35,890","154,398",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1842556/000121390025078559/xslF345X05/ownership.xml
CCEL,PORTNOY DAVID,"Chairman, Co-CEO",2025-08-19,Buy,4.37,885,"3,867","135,721",https://finviz.com/http://www.sec.gov/Archives/edgar/data/862692/000095017025110173/xslF345X05/ownership.xml
CCEL,PORTNOY DAVID,"Chairman, Co-CEO",2025-08-18,Buy,4.37,9327,"40,759","134,836",https://finviz.com/http://www.sec.gov/Archives/edgar/data/862692/000095017025110173/xslF345X05/ownership.xml
CCEL,PORTNOY DAVID,"Chairman, Co-CEO",2025-08-15,Buy,4.45,9089,"40,451","237,039",https://finviz.com/http://www.sec.gov/Archives/edgar/data/862692/000095017025110173/xslF345X05/ownership.xml
EONR,Salvucci Joseph V Jr,Director,2025-08-18,Buy,0.35,14000,"4,859","161,784",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1842556/000121390025078558/xslF345X05/ownership.xml
RVSB,Carlson Bradley,Director,2025-08-18,Buy,4.97,1000,"4,970","22,421",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1041368/000141588925022318/xslF345X05/form4-08192025_080819.xml
DLPN,O'Dowd William IV,Chief Executive Officer,2025-08-18,Buy,1.15,4300,"4,924","268,979",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1282224/000107997325001350/xslF345X05/ownership.xml
EML,DiSanto Frederick D.,Director,2025-08-19,Buy,22.83,1000,"22,830","87,449",https://finviz.com/http://www.sec.gov/Archives/edgar/data/31107/000149829025000012/xslF345X05/primary_doc.xml
EML,DiSanto Frederick D.,Director,2025-08-18,Buy,22.58,3000,"67,740","86,449",https://finviz.com/http://www.sec.gov/Archives/edgar/data/31107/000149829025000012/xslF345X05/primary_doc.xml
EML,DiSanto Frederick D.,Director,2025-08-15,Buy,23.0,1000,"23,000","83,449",https://finviz.com/http://www.sec.gov/Archives/edgar/data/31107/000149829025000012/xslF345X05/primary_doc.xml
OPAL,Comora Adam,Co-Chief Executive Officer,2025-08-18,Buy,2.32,18256,"42,354","254,517",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1842279/000193308825000006/xslF345X05/wk-form4_1755636646.xml
OPAL,Comora Adam,Co-Chief Executive Officer,2025-08-15,Buy,2.3,21744,"50,011","236,261",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1842279/000193308825000006/xslF345X05/wk-form4_1755636646.xml
SMRT,Bohjalian Thomas N,Director,2025-08-19,Buy,1.5,100000,"150,000","300,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1354287/000135428725000005/xslF345X05/ownership.xml
SMRT,Bohjalian Thomas N,Director,2025-08-18,Buy,1.49,25000,"37,250","200,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1354287/000135428725000005/xslF345X05/ownership.xml
TISI,McGinnis Pamela J.,Director,2025-08-19,Buy,18.95,570,"10,802","1,332",https://finviz.com/http://www.sec.gov/Archives/edgar/data/318833/000031883325000061/xslF345X05/wk-form4_1755636178.xml
TISI,McGinnis Pamela J.,Director,2025-08-18,Buy,18.91,160,"3,026",762,https://finviz.com/http://www.sec.gov/Archives/edgar/data/318833/000031883325000061/xslF345X05/wk-form4_1755636178.xml
TISI,McGinnis Pamela J.,Director,2025-08-15,Buy,19.49,602,"11,733",602,https://finviz.com/http://www.sec.gov/Archives/edgar/data/318833/000031883325000061/xslF345X05/wk-form4_1755636178.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-18,Buy,14.12,225000,"3,176,640","57,329,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000188/xslF345X05/wk-form4_1755635827.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-15,Buy,13.98,224235,"3,135,545","57,104,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000188/xslF345X05/wk-form4_1755635827.xml
