ticker,insider_name,transaction_date,transaction_type,price,shares,value,relationship,sec_form4,market_open_at_trade,market_close_at_trade,high_at_trade,low_at_trade,sma_20_at_trade,rsi_14_at_trade,sma_20_prev,price_prev,high_plus_7d,low_plus_7d,max_gain_7d,max_drawdown_7d,high_plus_14d,low_plus_14d,max_gain_14d,max_drawdown_14d,high_plus_30d,low_plus_30d,max_gain_30d,max_drawdown_30d,high_minus_7d,low_minus_7d,high_minus_15d,low_minus_15d,final_gain_30d,case_2_outcome,atr_14,atr_14_pct,ownership_pct,tags,outcome_case_1,outcome_case_2,score,bucket
TPVG,Labe James,2025-09-03,Buy,6.77,48800,330220,Chief Executive Officer,http://www.sec.gov/Archives/edgar/data/1580345/000159498325000012/xslF345X05/wk-form4_1757018337.xml,6.789999961853027,6.78000020980835,6.849999904632568,6.730000019073486,,,,6.739999771118164,6.880000114440918,6.670000076293945,1.6248170523030785,-1.4771037475044944,,,,,,,,,6.849999904632568,6.550000190734863,6.849999904632568,6.065000057220459,,,0.1626428195408412,0.0239886157091193,0.001294,"['👑 CEO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,11,High (8 - 11)
TPVG,Srivastava Sajal,2025-09-03,Buy,6.77,48800,330220,President and CIO,http://www.sec.gov/Archives/edgar/data/1580345/000159498625000012/xslF345X05/wk-form4_1757018244.xml,6.789999961853027,6.78000020980835,6.849999904632568,6.730000019073486,,,,6.739999771118164,6.880000114440918,6.670000076293945,1.6248170523030785,-1.4771037475044944,,,,,,,,,6.849999904632568,6.550000190734863,6.849999904632568,6.065000057220459,,,0.1626428195408412,0.0239886157091193,0.001294,"['📈 CIO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,10,High (8 - 11)
UMBF,Peterman Tamara,2025-09-02,Buy,120.44,163,19687,Director,http://www.sec.gov/Archives/edgar/data/101382/000112760225021180/xslF345X05/form4.xml,120.91999816894533,121.52999877929688,121.5500030517578,119.33000183105467,,,,121.9000015258789,126.13999938964844,120.30999755859376,4.732646454374315,-0.1079395893442774,,,,,,,,,124.1999969482422,116.5999984741211,124.1999969482422,113.87999725341795,,,2.8107125418526837,0.0231277262411319,2e-06,"['📋 Director', '🌿 MID CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,4,Low Conviction (0 - 4)
UMBF,GRAVES GREG M,2025-09-02,Buy,120.44,234,28125,Director,http://www.sec.gov/Archives/edgar/data/101382/000112760225021201/xslF345X05/form4.xml,120.91999816894533,121.52999877929688,121.5500030517578,119.33000183105467,,,,121.9000015258789,126.13999938964844,120.30999755859376,4.732646454374327,-0.1079395893442656,,,,,,,,,124.1999969482422,116.5999984741211,124.1999969482422,113.87999725341795,,,2.8107125418526837,0.0231277262411319,3e-06,"['📋 Director', '🌿 MID CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,4,Low Conviction (0 - 4)
GLIBK,MALONE JOHN C,2025-09-02,Buy,36.0,1000,36000,Director,http://www.sec.gov/Archives/edgar/data/937797/000122520825007761/xslF345X05/doc4.xml,36.16999816894531,36.630001068115234,36.79999923706055,35.900001525878906,,,,36.63999938964844,36.970001220703125,35.584999084472656,2.694447835286458,-1.1527803209092882,,,,,,,,,38.404998779296875,36.2599983215332,39.13999938964844,34.650001525878906,,,1.4174992697579516,0.0386977676337503,3.5e-05,"['📋 Director', '🌱 SMALL CAP', '📞 Communication', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,8,High (8 - 11)
GLIBA,MALONE JOHN C,2025-09-02,Buy,36.0,1000,36000,Director,http://www.sec.gov/Archives/edgar/data/937797/000122520825007761/xslF345X05/doc4.xml,37.167999267578125,37.09000015258789,37.167999267578125,36.439998626708984,,,,37.33000183105469,37.98899841308594,36.0,5.524995591905382,0.0,,,,,,,,,38.939998626708984,36.880001068115234,38.97999954223633,34.2599983215332,,,1.2315000806535994,0.0332030217197956,3.4e-05,"['📋 Director', '🌱 SMALL CAP', '📞 Communication', '📉 DIP BUY', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,8,High (8 - 11)
WEST,FORD JOE T,2025-09-02,Buy,5.3,5000,26500,Director,http://www.sec.gov/Archives/edgar/data/1176401/000190360125000080/xslF345X05/primary_doc.xml,5.409999847412109,5.380000114440918,5.409999847412109,5.099999904632568,6.297499966621399,28.64347574481414,6.365499949455261,5.409999847412109,5.590000152587891,5.053999900817871,5.471700992224355,-4.641511305323184,,,,,,,,,6.320000171661377,5.295000076293945,7.03000020980835,5.295000076293945,,,0.3245000158037458,0.0603159867845964,5.2e-05,"['📋 Director', '🌱 SMALL CAP', '🥫 Consumer Defensive', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]', '📉 BELOW SMA20', '🔻 OVERSOLD (RSI < 30)', '📉 DIP SETUP']",,,8,High (8 - 11)
RGCO,Furcron Thomas Patrick,2025-09-02,Buy,22.12,19,430,"VP, Field Operations",http://www.sec.gov/Archives/edgar/data/1069533/000143774925028251/xslF345X05/rdgdoc.xml,22.010000228881836,22.1299991607666,22.1299991607666,21.31999969482422,,,,22.239999771118164,22.81999969482422,21.540000915527344,3.1645555823879645,-2.6220573439089385,,,,,,,,,22.559999465942383,21.690000534057617,23.18000030517578,20.780000686645508,,,0.7242855344499871,0.0327286742845451,2e-06,"['🕵️ Other', '🐣 MICRO CAP', '🔌 Utilities', '🚀 BUYING INTO STRENGTH', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🔁 CLUSTER BUY']",,,6,Medium (5 - 7)
TPVG,Labe James,2025-09-02,Buy,6.72,54000,362966,Chief Executive Officer,http://www.sec.gov/Archives/edgar/data/1580345/000159498325000012/xslF345X05/wk-form4_1757018337.xml,6.730000019073486,6.739999771118164,6.829999923706055,6.650000095367432,,,,6.78000020980835,6.880000114440918,6.699999809265137,2.3809540839422354,-0.2976218859354618,,,,,,,,,6.849999904632568,6.435999870300293,6.849999904632568,6.014999866485596,,,0.1634999683925083,0.024258156371626,0.001422,"['👑 CEO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,11,High (8 - 11)
SHEN,"ECP ControlCo, LLC",2025-09-02,Buy,13.01,28951,376592,10% Owner,http://www.sec.gov/Archives/edgar/data/354963/000164117225026594/xslF345X05/ownership.xml,13.140000343322754,12.949999809265137,13.329999923706056,12.899999618530272,,,,13.25,14.3100004196167,12.670000076293944,9.992316830259028,-2.6133737410150366,,,,,,,,,13.760000228881836,13.130000114440918,13.760000228881836,12.420000076293944,,,0.4071429797581264,0.0314396127995951,0.000468,"['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📞 Communication', '🧨 CAUGHT THE KNIFE [7d]', '🚀 SPIKE +10% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,10,High (8 - 11)
FG,Blunt Christopher O,2025-09-02,Buy,34.02,7000,238147,Chief Executive Officer,http://www.sec.gov/Archives/edgar/data/1662378/000112760225021069/xslF345X05/form4.xml,34.11000061035156,34.470001220703125,34.470001220703125,33.849998474121094,34.40800037384033,56.051598009043666,34.2705002784729,34.56999969482422,35.599998474121094,33.900001525878906,4.644322381308321,-0.3527292008262694,,,,,,,,,34.959999084472656,34.06999969482422,35.59000015258789,33.709999084472656,,,0.7467858450753349,0.0216648047179878,5.1e-05,"['👑 CEO', '🌿 MID CAP', '🏦 Financial', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '📉 BELOW SMA20', '🔻 SMA LOST', '🟡 NEUTRAL (RSI)']",,,7,Medium (5 - 7)
COO,McBride Daniel G,2025-09-02,Buy,65.04,3000,195120,EVP & Chief Operating Officer,http://www.sec.gov/Archives/edgar/data/711404/000156218025006059/xslF345X05/primarydocument.xml,66.37999725341797,65.33000183105469,67.22000122070312,64.88999938964844,71.47900047302247,35.73591360196703,71.78500022888184,67.4000015258789,69.80999755859375,65.55000305175781,7.333944585783739,0.7841375334529616,,,,,,,,,74.80999755859375,61.779998779296875,75.54000091552734,61.779998779296875,,,2.575714111328125,0.0394262060177037,1.5e-05,"['⚙️ COO', '🌳 LARGE CAP', '🏥 Healthcare', '🚀 SPIKE +5% [7d]', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '📉 DIP SETUP', '🔁 CLUSTER BUY']",,,11,High (8 - 11)
SHEN,"ECP Fiber Holdings GP, LLC",2025-09-02,Buy,13.01,28951,376592,10% Owner,http://www.sec.gov/Archives/edgar/data/354963/000164117225026593/xslF345X05/ownership.xml,13.140000343322754,12.949999809265137,13.329999923706056,12.899999618530272,,,,13.25,14.3100004196167,12.670000076293944,9.992316830259028,-2.6133737410150366,,,,,,,,,13.760000228881836,13.130000114440918,13.760000228881836,12.420000076293944,,,0.4071429797581264,0.0314396127995951,0.000468,"['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📞 Communication', '🧨 CAUGHT THE KNIFE [7d]', '🚀 SPIKE +10% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,10,High (8 - 11)
ASA,"Saba Capital Management, L.P.",2025-09-02,Buy,38.64,70108,2708973,10% Owner,http://www.sec.gov/Archives/edgar/data/1230869/000151028125000447/xslF345X05/primary_doc.xml,38.400001525878906,38.540000915527344,39.20000076293945,38.349998474121094,,,,37.630001068115234,40.970001220703125,38.099998474121094,6.030023863103324,-1.3975194769122847,,,,,,,,,37.90999984741211,36.2599983215332,37.90999984741211,33.900001525878906,,,1.0478572845458984,0.0271888235509545,0.004076,"['🔟 10% Owner', '💰 LARGE TRADE', '🌱 SMALL CAP', '🏦 Financial', '🚀 SPIKE +5% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,11,High (8 - 11)
RGCO,Miles Christen Brooke,2025-09-02,Buy,22.12,5,100,"VP, Human Resources",http://www.sec.gov/Archives/edgar/data/1069533/000143774925028250/xslF345X05/rdgdoc.xml,22.010000228881836,22.1299991607666,22.1299991607666,21.31999969482422,,,,22.239999771118164,22.81999969482422,21.540000915527344,3.1645555823879645,-2.6220573439089385,,,,,,,,,22.559999465942383,21.690000534057617,23.18000030517578,20.780000686645508,,,0.7242855344499871,0.0327286742845451,0.0,"['🕵️ Other', '🐣 MICRO CAP', '🔌 Utilities', '🚀 BUYING INTO STRENGTH', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🔁 CLUSTER BUY']",,,6,Medium (5 - 7)
TPL,HORIZON KINETICS ASSET MANAGEM,2025-09-02,Buy,972.55,1,973,10% Owner,http://www.sec.gov/Archives/edgar/data/1056823/000143774925028229/xslF345X05/rdgdoc.xml,931.239990234375,942.3200073242188,972.739990234375,931.239990234375,,,,933.47998046875,934.3400268554688,889.0499877929688,-3.928844084574696,-8.585678084111995,,,,,,,,,938.8499755859376,888.8400268554688,938.8499755859376,870.8900146484375,,,27.762843540736625,0.0294622244300756,0.0,"['🔟 10% Owner', '🌳 LARGE CAP', '⚡ Energy', '🚀 BUYING INTO STRENGTH', '📈 ABOVE CLOSE', '📉 DIP -5% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,3,Low Conviction (0 - 4)
COO,Andrews Brian G,2025-09-02,Buy,65.68,1525,100162,"EVP, CFO & Treasurer",http://www.sec.gov/Archives/edgar/data/711404/000156218025006058/xslF345X05/primarydocument.xml,66.37999725341797,65.33000183105469,67.22000122070312,64.88999938964844,71.47900047302247,35.73591360196703,71.78500022888184,67.4000015258789,69.80999755859375,65.55000305175781,6.288059620270619,-0.1979247080423177,,,,,,,,,74.80999755859375,61.779998779296875,75.54000091552734,61.779998779296875,,,2.575714111328125,0.0394262060177037,8e-06,"['💼 CFO', '🌳 LARGE CAP', '🏥 Healthcare', '🚀 SPIKE +5% [7d]', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '📉 DIP SETUP', '🔁 CLUSTER BUY']",,,12,Ultra Conviction (12 - 14)
TPVG,Srivastava Sajal,2025-09-02,Buy,6.72,54000,362966,President and CIO,http://www.sec.gov/Archives/edgar/data/1580345/000159498625000012/xslF345X05/wk-form4_1757018244.xml,6.730000019073486,6.739999771118164,6.829999923706055,6.650000095367432,,,,6.78000020980835,6.880000114440918,6.699999809265137,2.3809540839422354,-0.2976218859354618,,,,,,,,,6.849999904632568,6.435999870300293,6.849999904632568,6.014999866485596,,,0.1634999683925083,0.024258156371626,0.001422,"['📈 CIO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,10,High (8 - 11)
RGCO,Oliver Lawrence T.,2025-09-02,Buy,22.12,9,200,VP and Secretary,http://www.sec.gov/Archives/edgar/data/1069533/000143774925028249/xslF345X05/rdgdoc.xml,22.010000228881836,22.1299991607666,22.1299991607666,21.31999969482422,,,,22.239999771118164,22.81999969482422,21.540000915527344,3.1645555823879645,-2.6220573439089385,,,,,,,,,22.559999465942383,21.690000534057617,23.18000030517578,20.780000686645508,,,0.7242855344499871,0.0327286742845451,1e-06,"['🕵️ Other', '🐣 MICRO CAP', '🔌 Utilities', '🚀 BUYING INTO STRENGTH', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🔁 CLUSTER BUY']",,,6,Medium (5 - 7)
FRHC,Lukyanov Sergey,2025-08-29,Buy,171.67,5725,982811,*See Remarks,http://www.sec.gov/Archives/edgar/data/924805/000092963825003327/xslF345X05/form4.xml,175.2100067138672,170.9199981689453,175.99099731445312,170.6300048828125,176.8339988708496,47.61135453423152,177.3964988708496,175.39999389648438,181.88400268554688,164.1219940185547,5.9497889471351355,-4.3968113132436075,181.88400268554688,160.0659942626953,5.9497889471351355,-6.7594837404932,,,,,178.35000610351562,170.09800720214844,178.35000610351562,164.02000427246094,,,5.758069719587054,0.0336886834850975,9.2e-05,"['🕵️ Other', '🌳 LARGE CAP', '🏦 Financial', '🚀 SPIKE +5% [7d]', '🚀 SPIKE +5% [14d]', '📉 DIP -5% [14d]', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)']",,,2,Low Conviction (0 - 4)
KFS,Hansen Kent A,2025-08-29,Buy,14.49,107,1550,CFO & EVP,http://www.sec.gov/Archives/edgar/data/1072627/000107262725000016/xslF345X05/form4.xml,14.5,14.350000381469728,14.5,14.279999732971191,,,,14.470000267028809,14.5,13.90999984741211,0.0690131124913718,-4.002761577556183,14.5,13.90999984741211,0.0690131124913718,-4.002761577556183,,,,,14.5,13.960000038146973,14.5,13.65999984741211,,,0.377857140132359,0.0263315073231836,4e-06,"['💼 CFO', '🌱 SMALL CAP', '🛍️ Consumer Cyclical', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,7,Medium (5 - 7)
SHEN,"ECP ControlCo, LLC",2025-08-29,Buy,13.25,12000,159018,10% Owner,http://www.sec.gov/Archives/edgar/data/354963/000164117225026239/xslF345X05/ownership.xml,13.3100004196167,13.25,13.609999656677246,13.1899995803833,,,,13.25,13.6899995803833,12.670000076293944,3.320751550062647,-4.37735791476269,14.3100004196167,12.670000076293944,8.000003166918484,-4.37735791476269,,,,,13.760000228881836,12.75,13.760000228881836,12.31999969482422,,,0.4421429634094235,0.0333692802573149,0.000197,"['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📞 Communication', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,9,High (8 - 11)
TPVG,Labe James,2025-08-29,Buy,6.73,65000,437158,Chief Executive Officer,http://www.sec.gov/Archives/edgar/data/1580345/000159498325000010/xslF345X05/wk-form4_1756847146.xml,6.769999980926514,6.78000020980835,6.849999904632568,6.679999828338623,,,,6.670000076293945,6.880000114440918,6.650000095367432,2.228827852019577,-1.188705863782597,6.880000114440918,6.564000129699707,2.228827852019577,-2.466565680539278,,,,,6.739999771118164,6.349999904632568,6.739999771118164,6.014999866485596,,,0.1613571303231375,0.0237989860368601,0.001713,"['👑 CEO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,11,High (8 - 11)
MSIF,Gilbert Cory,2025-08-29,Buy,14.09,750,10568,CFO and Treasurer,http://www.sec.gov/Archives/edgar/data/1535778/000164502725000003/xslF345X05/form4-09022025_080938.xml,13.949999809265137,14.170000076293944,14.1899995803833,13.90999984741211,14.357500028610229,35.61623043749633,14.392000007629395,13.979999542236328,14.239999771118164,13.850000381469728,1.0645831874958425,-1.7033329916981654,14.350000381469728,13.699999809265137,1.8452830480463345,-2.767921864690299,,,,,14.550000190734863,13.81999969482422,14.59000015258789,13.81999969482422,,,0.3757143701825824,0.0265147754523405,1.6e-05,"['💼 CFO', '🌱 SMALL CAP', '🏦 Financial', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '📉 DIP SETUP']",,,10,High (8 - 11)
TPL,HORIZON KINETICS ASSET MANAGEM,2025-08-29,Buy,928.79,1,929,10% Owner,http://www.sec.gov/Archives/edgar/data/1056823/000143774925028124/xslF345X05/rdgdoc.xml,921.02001953125,933.47998046875,938.8499755859376,921.02001953125,,,,921.8900146484376,972.739990234375,889.0499877929688,4.731962040329357,-4.278686485322971,972.739990234375,889.0499877929688,4.731962040329357,-4.278686485322971,,,,,929.22998046875,881.760009765625,929.22998046875,870.0,,,26.102844238281268,0.0279629395213956,0.0,"['🔟 10% Owner', '🌳 LARGE CAP', '⚡ Energy', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,3,Low Conviction (0 - 4)
NRDY,Blunt Abigail,2025-08-29,Buy,1.36,25000,34000,Director,http://www.sec.gov/Archives/edgar/data/1819404/000162828025041523/xslF345X05/wk-form4_1756904431.xml,1.3600000143051147,1.3600000143051147,1.3650000095367432,1.3250000476837158,1.3424999952316283,45.25967675228757,1.3459999918937684,1.3600000143051147,1.3600000143051147,1.2699999809265137,1.0518466653230971e-06,-6.617648461285766,1.3849999904632568,1.2599999904632568,1.838234592886525,-7.35294187770171,,,,,1.399999976158142,1.2599999904632568,1.399999976158142,1.2450000047683716,,,0.0622856957571847,0.0457983052220843,0.00014,"['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '📡 Tech', '📉 DIP -5% [7d]', '📉 DIP -5% [14d]', '📈 ABOVE SMA20', '🟡 NEUTRAL (RSI)']",,,7,Medium (5 - 7)
TPVG,Srivastava Sajal,2025-08-29,Buy,6.73,65000,437158,President and CIO,http://www.sec.gov/Archives/edgar/data/1580345/000159498625000010/xslF345X05/wk-form4_1756847076.xml,6.769999980926514,6.78000020980835,6.849999904632568,6.679999828338623,,,,6.670000076293945,6.880000114440918,6.650000095367432,2.228827852019577,-1.188705863782597,6.880000114440918,6.564000129699707,2.228827852019577,-2.466565680539278,,,,,6.739999771118164,6.349999904632568,6.739999771118164,6.014999866485596,,,0.1613571303231375,0.0237989860368601,0.001713,"['📈 CIO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,10,High (8 - 11)
SHEN,"ECP Fiber Holdings GP, LLC",2025-08-29,Buy,13.25,12000,159018,10% Owner,http://www.sec.gov/Archives/edgar/data/354963/000164117225026217/xslF345X05/ownership.xml,13.3100004196167,13.25,13.609999656677246,13.1899995803833,,,,13.25,13.6899995803833,12.670000076293944,3.320751550062647,-4.37735791476269,14.3100004196167,12.670000076293944,8.000003166918484,-4.37735791476269,,,,,13.760000228881836,12.75,13.760000228881836,12.31999969482422,,,0.4421429634094235,0.0333692802573149,0.000197,"['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📞 Communication', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,9,High (8 - 11)
THRY,Slater John,2025-08-29,Buy,12.92,1000,12920,Director,http://www.sec.gov/Archives/edgar/data/1482013/000162828025041508/xslF345X05/wk-form4_1756853786.xml,12.770000457763672,12.859999656677246,13.0,12.770000457763672,,,,12.8100004196167,12.777999877929688,12.039999961853027,-1.0990721522470002,-6.811145806091119,13.300000190734863,12.039999961853027,2.9411779468642676,-6.811145806091119,,,,,13.899999618530272,12.770000457763672,13.899999618530272,12.770000457763672,,,0.6057141848972869,0.0471006377191296,2.2e-05,"['📋 Director', '🌱 SMALL CAP', '📞 Communication', '📉 DIP -5% [7d]', '📉 DIP -5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,5,Medium (5 - 7)
KFS,Fitzgerald John Taylor Maloney,2025-08-29,Buy,14.49,173,2507,President and CEO,http://www.sec.gov/Archives/edgar/data/1072627/000107262725000015/xslF345X05/form4.xml,14.5,14.350000381469728,14.5,14.279999732971191,,,,14.470000267028809,14.5,13.90999984741211,0.0690131124913718,-4.002761577556183,14.5,13.90999984741211,0.0690131124913718,-4.002761577556183,,,,,14.5,13.960000038146973,14.5,13.65999984741211,,,0.377857140132359,0.0263315073231836,6e-06,"['👑 CEO', '🌱 SMALL CAP', '🛍️ Consumer Cyclical', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,7,Medium (5 - 7)
TEAM,Belsky Scott,2025-08-28,Buy,173.0,1455,251715,Director,http://www.sec.gov/Archives/edgar/data/1650372/000156218025006047/xslF345X05/primarydocument.xml,173.0,176.77999877929688,177.91000366210938,172.80499267578125,,54.81047533857912,,171.8800048828125,180.2400054931641,165.42999267578125,4.184974273505255,-4.375726777005058,184.0,165.42999267578125,6.358381502890173,-4.375726777005058,,,,,172.60000610351562,162.94000244140625,172.60000610351562,156.69000244140625,,,6.2639312744140625,0.0354334840913442,5e-06,"['📋 Director', '🌳 LARGE CAP', '📡 Tech', '📉 BELOW CLOSE', '🚀 SPIKE +5% [14d]', '🟡 NEUTRAL (RSI)', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,3,Low Conviction (0 - 4)
TPL,HORIZON KINETICS ASSET MANAGEM,2025-08-28,Buy,909.74,1,910,10% Owner,http://www.sec.gov/Archives/edgar/data/1056823/000143774925028002/xslF345X05/rdgdoc.xml,911.0700073242188,921.8900146484376,929.22998046875,905.47998046875,,,,908.7000122070312,972.739990234375,901.3699951171876,6.925054436913293,-0.9200436259604275,972.739990234375,889.0499877929688,6.925054436913293,-2.274277508632275,,,,,920.530029296875,873.3200073242188,926.3099975585938,845.5599975585938,,,26.820704868861615,0.0290931721167298,0.0,"['🔟 10% Owner', '🌳 LARGE CAP', '⚡ Energy', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,3,Low Conviction (0 - 4)
RCEL,McNamara Robert,2025-08-28,Buy,4.5,10000,45000,Director,http://www.sec.gov/Archives/edgar/data/1387652/000095017025112234/xslF345X05/ownership.xml,4.53000020980835,4.380000114440918,4.579999923706055,4.28000020980835,,,,4.53000020980835,4.630000114440918,4.159999847412109,2.8888914320203996,-7.55555894639757,4.630000114440918,4.119999885559082,2.8888914320203996,-8.444446987575954,,,,,5.0,4.460000038146973,6.0,4.460000038146973,,,0.4178571701049804,0.0954011778966169,0.000289,"['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📈 ABOVE CLOSE', '📉 DIP -5% [7d]', '📉 DIP -5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,7,Medium (5 - 7)
SNV,Dierdorff Thomas T,2025-08-28,Buy,50.56,6200,313472,"EVP, Corp. & Inv. Banking",http://www.sec.gov/Archives/edgar/data/18349/000001834925000114/xslF345X05/wk-form4_1756502255.xml,50.369998931884766,50.86000061035156,51.060001373291016,49.970001220703125,,,,50.029998779296875,52.15999984741211,50.060001373291016,3.164556660229642,-0.988921334471888,53.029998779296875,50.060001373291016,4.8852823957612195,-0.988921334471888,,,,,52.0,48.81999969482422,52.0,48.7400016784668,,,1.152856826782227,0.0226672593973108,4.8e-05,"['🧍 EVP', '🌿 MID CAP', '🏦 Financial', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']",,,4,Low Conviction (0 - 4)
SHEN,"ECP Fiber Holdings GP, LLC",2025-08-28,Buy,13.26,14358,190434,10% Owner,http://www.sec.gov/Archives/edgar/data/354963/000164117225026217/xslF345X05/ownership.xml,13.43000030517578,13.25,13.760000228881836,13.1899995803833,,,,13.420000076293944,13.609999656677246,12.670000076293944,2.63951475623866,-4.449471521161811,14.3100004196167,12.670000076293944,7.918555200729256,-4.449471521161811,,,,,13.5600004196167,12.420000076293944,13.5600004196167,12.31999969482422,,,0.4600001062665664,0.0347169891521936,0.000236,"['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📞 Communication', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,9,High (8 - 11)
MSIF,Gilbert Cory,2025-08-28,Buy,13.98,1050,14679,CFO and Treasurer,http://www.sec.gov/Archives/edgar/data/1535778/000164502725000003/xslF345X05/form4-09022025_080938.xml,14.050000190734863,13.979999542236328,14.0600004196167,13.90999984741211,14.392000007629395,28.808326215303495,14.45900001525879,14.020000457763672,14.239999771118164,13.850000381469728,1.859798076667837,-0.9298971282565958,14.34000015258789,13.699999809265137,2.5751083876100873,-2.0028625946699834,,,,,14.550000190734863,13.81999969482422,14.729999542236328,13.81999969482422,,,0.4164287022181921,0.029787461792118,2.2e-05,"['💼 CFO', '🌱 SMALL CAP', '🏦 Financial', '📉 BELOW SMA20', '🔻 OVERSOLD (RSI < 30)', '📉 DIP SETUP']",,,12,Ultra Conviction (12 - 14)
SHEN,"ECP ControlCo, LLC",2025-08-28,Buy,13.26,14358,190434,10% Owner,http://www.sec.gov/Archives/edgar/data/354963/000164117225026239/xslF345X05/ownership.xml,13.43000030517578,13.25,13.760000228881836,13.1899995803833,,,,13.420000076293944,13.609999656677246,12.670000076293944,2.63951475623866,-4.449471521161811,14.3100004196167,12.670000076293944,7.918555200729256,-4.449471521161811,,,,,13.5600004196167,12.420000076293944,13.5600004196167,12.31999969482422,,,0.4600001062665664,0.0347169891521936,0.000236,"['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📞 Communication', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']",,,9,High (8 - 11)
