ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
MTDR,Foran Joseph Wm,Chairman and CEO,2025-08-19,Buy,46.25,2000,"92,500","8,606",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1520006/000152000625000202/xslF345X05/wk-form4_1755775849.xml
GLIBK,MALONE JOHN C,Director,2025-08-20,Buy,35.88,47449,"1,702,426","1,124,386",https://finviz.com/http://www.sec.gov/Archives/edgar/data/937797/000122520825007397/xslF345X05/doc4.xml
GLIBK,MALONE JOHN C,Director,2025-08-19,Buy,35.96,31244,"1,123,512","1,081,781",https://finviz.com/http://www.sec.gov/Archives/edgar/data/937797/000122520825007397/xslF345X05/doc4.xml
GLIBK,MALONE JOHN C,Director,2025-08-18,Buy,35.82,103653,"3,713,335","1,052,225",https://finviz.com/http://www.sec.gov/Archives/edgar/data/937797/000122520825007397/xslF345X05/doc4.xml
GLIBA,MALONE JOHN C,Director,2025-08-20,Buy,35.88,47449,"1,702,426","1,124,386",https://finviz.com/http://www.sec.gov/Archives/edgar/data/937797/000122520825007397/xslF345X05/doc4.xml
GLIBA,MALONE JOHN C,Director,2025-08-19,Buy,35.96,31244,"1,123,512","1,081,781",https://finviz.com/http://www.sec.gov/Archives/edgar/data/937797/000122520825007397/xslF345X05/doc4.xml
GLIBA,MALONE JOHN C,Director,2025-08-18,Buy,35.82,103653,"3,713,335","1,052,225",https://finviz.com/http://www.sec.gov/Archives/edgar/data/937797/000122520825007397/xslF345X05/doc4.xml
BLND,"Haveli Investments, L.P.",Director,2025-08-20,Buy,2.96,222449,"658,471","3,676,919",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1782665/000095017025110528/xslF345X05/ownership.xml
BLND,"Haveli Investments, L.P.",Director,2025-08-19,Buy,3.0,292643,"877,724","3,454,470",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1782665/000095017025110528/xslF345X05/ownership.xml
BLND,"Haveli Investments, L.P.",Director,2025-08-18,Buy,2.97,38585,"114,736","3,161,827",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1782665/000095017025110528/xslF345X05/ownership.xml
BG,Mahoney Christopher,Director,2025-08-18,Buy,81.73,5000,"408,650","7,164",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1996862/000207467625000002/xslF345X05/wk-form4_1755729444.xml
ISPO,Zamani Payam,CHIEF EXECUTIVE OFFICER,2025-08-19,Buy,3.01,3000,"9,030","1,146,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1487654/000162828025040937/xslF345X05/wk-form4_1755728793.xml
ISPO,Zamani Payam,CHIEF EXECUTIVE OFFICER,2025-08-18,Buy,3.15,3000,"9,450","1,143,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1487654/000162828025040937/xslF345X05/wk-form4_1755728793.xml
MDGL,BAKER BROS. ADVISORS LP,Director,2025-08-20,Buy,385.16,59901,"23,071,366","1,947,968",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1087939/000095017025110502/xslF345X05/ownership.xml
MDGL,BAKER BROS. ADVISORS LP,Director,2025-08-18,Buy,373.21,37164,"13,869,831","1,893,120",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1087939/000095017025110502/xslF345X05/ownership.xml
