ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
AEBI,Farmer Jacob Owen,President,2025-09-15,Buy,12.5,800,"10,000","258,215",http://www.sec.gov/Archives/edgar/data/1987358/000143774925029218/xslF345X05/rdgdoc.xml
UUU,AULT MILTON C III,Director,2025-09-10,Buy,5.13,307,"1,575","12,700",http://www.sec.gov/Archives/edgar/data/102109/000121465925013837/xslF345X05/mcault_universal.xml
UUU,AULT MILTON C III,Director,2025-07-29,Buy,3.51,516,"1,812","12,393",http://www.sec.gov/Archives/edgar/data/102109/000121465925013837/xslF345X05/mcault_universal.xml
NYC,SCHORSCH NICHOLAS S,10% Owner,2025-09-16,Buy,9.88,729,"7,203","1,018,909",http://www.sec.gov/Archives/edgar/data/1248577/000095014225002444/xslF345X05/es250679572_4-arnyc.xml
NYC,SCHORSCH NICHOLAS S,10% Owner,2025-09-12,Buy,9.79,450,"4,406","1,018,180",http://www.sec.gov/Archives/edgar/data/1248577/000095014225002444/xslF345X05/es250679572_4-arnyc.xml
RAND,Gusky Adam Samuel,Director,2025-09-15,Buy,14.8,1030,"15,247","33,546",http://www.sec.gov/Archives/edgar/data/81955/000149315225013772/xslF345X05/ownership.xml
LAW,BOGAN THOMAS F,Director,2025-09-15,Buy,5.98,17988,"107,568","119,078",http://www.sec.gov/Archives/edgar/data/1145713/000162564125000155/xslF345X05/wk-form4_1758063775.xml
LAW,BOGAN THOMAS F,Director,2025-09-12,Buy,5.8,30000,"174,000","101,090",http://www.sec.gov/Archives/edgar/data/1145713/000162564125000155/xslF345X05/wk-form4_1758063775.xml
LBRX,Deep Track Biotechnology Maste,10% Owner,2025-09-12,Buy,15.0,666666,"9,999,990","666,666",http://www.sec.gov/Archives/edgar/data/1397513/000201553625000007/xslF345X05/form4-09162025_100907.xml
LBRX,Deep Track Biotechnology Maste,10% Owner,2025-09-12,Buy,15.0,2000000,"30,000,000","2,686,138",http://www.sec.gov/Archives/edgar/data/1397513/000201553625000007/xslF345X05/form4-09162025_100907.xml
KFS,Fitzgerald John Taylor Maloney,President and CEO,2025-09-15,Buy,14.36,174,"2,499","1,530,745",http://www.sec.gov/Archives/edgar/data/1072627/000107262725000018/xslF345X05/form4.xml
EONR,Williams Mark,VP of Finance and Admin,2025-09-15,Buy,0.38,25000,"9,500","180,000",http://www.sec.gov/Archives/edgar/data/1842556/000121390025088269/xslF345X05/ownership.xml
KFS,Hansen Kent A,CFO & EVP,2025-09-15,Buy,14.36,109,"1,565","135,791",http://www.sec.gov/Archives/edgar/data/1072627/000107262725000017/xslF345X05/form4.xml
CWBC,CAGLE DAWN M,EXECUTIVE VICE PRESIDENT,2025-08-29,Buy,16.02,222,"3,556","13,214",http://www.sec.gov/Archives/edgar/data/1127371/000189315325000003/xslF345X05/wk-form4_1758059151.xml
CTO,Albright John P,PRESIDENT & CEO,2025-09-11,Buy,16.38,2000,"32,760","634,547",http://www.sec.gov/Archives/edgar/data/23795/000139247625000003/xslF345X05/form4-09162025_050901.xml
SMRT,Martell Frank,Chief Executive Officer,2025-09-16,Buy,1.58,50000,"79,115","898,204",http://www.sec.gov/Archives/edgar/data/1387655/000119312525205120/xslF345X05/ownership.xml
DLHC,Mink Brook Asset Management LL,10% Owner,2025-09-16,Buy,5.5,15523,"85,376","1,872,027",http://www.sec.gov/Archives/edgar/data/785557/000078555725000105/xslF345X05/wk-form4_1758056365.xml
DLHC,Mink Brook Asset Management LL,10% Owner,2025-09-15,Buy,5.5,74,407,"1,856,504",http://www.sec.gov/Archives/edgar/data/785557/000078555725000105/xslF345X05/wk-form4_1758056365.xml
NMFC,Weinstein Adam B.,"EVP, CAO and Director",2025-09-15,Buy,10.03,49750,"498,828","652,490",http://www.sec.gov/Archives/edgar/data/1496099/000110465925090465/xslF345X05/tm2526223-1_4seq1.xml
FRPT,Fajemirokun-Beck Olufunlayo Ol,Director,2025-09-15,Buy,53.12,378,"20,079","9,615",http://www.sec.gov/Archives/edgar/data/1611647/000092963825003496/xslF345X05/form4.xml
NCDL,Vichness Shaul,Chief Financial Off./Treasurer,2025-09-16,Buy,14.85,5000,"74,250","15,000",http://www.sec.gov/Archives/edgar/data/1737924/000122520825008014/xslF345X05/doc4.xml
HOFT,Armstrong Cecil Earl III,Chief Financial Officer,2025-09-16,Buy,9.8,500,"4,900","6,867",http://www.sec.gov/Archives/edgar/data/1077688/000107768825000005/xslF345X05/form4.xml
EDF,MCDANIEL CONNIE D,Director,2025-09-15,Buy,4.98,1107,"5,513","1,107",http://www.sec.gov/Archives/edgar/data/1101225/000110122525000008/xslF345X05/wk-form4_1758055428.xml
STRC,Shao Wei-Ming,EVP & General Counsel,2025-09-15,Buy,96.92,12500,"1,211,450","15,000",http://www.sec.gov/Archives/edgar/data/1050446/000119312525205032/xslF345X05/ownership.xml
MSTR,Shao Wei-Ming,EVP & General Counsel,2025-09-15,Buy,96.92,12500,"1,211,450","15,000",http://www.sec.gov/Archives/edgar/data/1050446/000119312525205032/xslF345X05/ownership.xml
GCTS,Shin Hyunsoo,Class II Director,2025-09-12,Buy,1.51,44067,"66,541","694,321",http://www.sec.gov/Archives/edgar/data/1851961/000092963825003492/xslF345X05/form4.xml
ZVRA,FAVORITO TAMARA A,Director,2025-09-12,Buy,7.79,3175,"24,718","3,894",http://www.sec.gov/Archives/edgar/data/1288232/000128823225000009/xslF345X05/wk-form4_1758053735.xml
LBRX,Pontifax Management 4 G.P. (20,10% Owner,2025-09-12,Buy,15.0,1000000,"15,000,000","1,411,681",http://www.sec.gov/Archives/edgar/data/1691082/000172633425000003/xslF345X05/form4-09162025_040904.xml
LBRX,Nussbaum Ran,Director,2025-09-12,Buy,15.0,1000000,"15,000,000","1,411,681",http://www.sec.gov/Archives/edgar/data/1609805/000160980525000006/xslF345X05/form4-09162025_040901.xml
RVSB,Lam David,EVP/CFO,2025-09-12,Buy,4.93,1000,"4,930","72,134",http://www.sec.gov/Archives/edgar/data/1041368/000171397425000003/xslF345X05/form4-09162025_040901.xml
OCSL,CALDWELL PHYLLIS R,Director,2025-09-15,Buy,13.19,3000,"39,576","21,000",http://www.sec.gov/Archives/edgar/data/1414932/000119312525204970/xslF345X05/ownership.xml
OBLG,SCHECHTER JONATHAN,Director,2025-09-16,Buy,2.73,10000,"27,321","10,000",http://www.sec.gov/Archives/edgar/data/746210/000143774925029161/xslF345X05/rdgdoc.xml
LBRX,"Vida Ventures GP III, L.L.C.",10% Owner,2025-09-12,Buy,15.0,333333,"4,999,995","880,214",http://www.sec.gov/Archives/edgar/data/1296549/000119312525204935/xslF345X05/ownership.xml
ABCB,STERN WILLIAM H,Director,2025-09-15,Buy,74.14,320,"23,750","46,898",http://www.sec.gov/Archives/edgar/data/351569/000035156925000028/xslF345X05/wk-form4_1758049455.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-09-15,Buy,2.65,774,"2,051","326,430",http://www.sec.gov/Archives/edgar/data/919567/000143774925029143/xslF345X05/rdgdoc.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-09-15,Buy,2.65,360,954,"110,306",http://www.sec.gov/Archives/edgar/data/919567/000143774925029143/xslF345X05/rdgdoc.xml
ED,Miller Joseph,VP & Controller,2025-09-15,Buy,97.46,1,103,"3,647",http://www.sec.gov/Archives/edgar/data/1047862/000104786225000113/xslF345X05/form4.xml
NRGV,Piconi Robert,Chief Executive Officer,2025-09-16,Buy,2.21,25000,"55,285","20,132,384",http://www.sec.gov/Archives/edgar/data/1828536/000189876925000006/xslF345X05/wk-form4_1758046778.xml
CSPI,NERGES JOSEPH R,10% Owner,2025-09-15,Buy,11.21,2200,"24,656","1,395,063",http://www.sec.gov/Archives/edgar/data/356037/000121465925013798/xslF345X05/marketforms-70788.xml
TPL,HORIZON KINETICS ASSET MANAGEM,10% Owner,2025-09-15,Buy,950.26,1,950,"1,163,996",http://www.sec.gov/Archives/edgar/data/1056823/000143774925029123/xslF345X05/rdgdoc.xml
NGL,COLLINGSWORTH JAMES M,Director,2025-09-12,Buy,5.8,100000,"580,160","729,500",http://www.sec.gov/Archives/edgar/data/1206714/000120671425000006/xslF345X05/wk-form4_1758030380.xml
BUSE,Jensen Karen M,Director,2025-09-12,Buy,24.6,3000,"73,800","86,798",http://www.sec.gov/Archives/edgar/data/314489/000178971925000004/xslF345X05/wk-form4_1758025903.xml
NEXT,Vrattos William C,Director,2025-09-12,Buy,7.31,500000,"3,656,200","929,812",http://www.sec.gov/Archives/edgar/data/1612720/000171309825000006/xslF345X05/wk-form4_1758024955.xml
LUCK,Lavan Robert M.,Chief Financial Officer,2025-09-12,Buy,10.07,174,"1,754","87,105",http://www.sec.gov/Archives/edgar/data/1733907/000173390725000005/xslF345X05/wk-form4_1758024527.xml
MTDR,Stetson Glenn W,EVP-Production,2025-09-12,Buy,48.52,500,"24,260","93,952",http://www.sec.gov/Archives/edgar/data/1520006/000202028925000003/xslF345X05/wk-form4_1758022252.xml
MTDR,Erman Bryan A,"Co-President,CLO & Head of M&A",2025-09-12,Buy,47.99,500,"23,995","4,250",http://www.sec.gov/Archives/edgar/data/1520006/000201575425000003/xslF345X05/wk-form4_1758022168.xml
AARD,Lee Tien-Li,Chief Executive Officer,2025-09-15,Buy,9.66,10000,"96,624","1,543,384",http://www.sec.gov/Archives/edgar/data/1774857/000119312525204233/xslF345X05/ownership.xml
LGN,Keenen Terrence,Director,2025-09-15,Buy,28.0,8928,"249,984","8,928",http://www.sec.gov/Archives/edgar/data/2052568/000119312525204055/xslF345X05/ownership.xml
STEX,GIUSTRA FRANK,10% Owner,2025-08-14,Buy,3.9,128205,"500,000","128,205",http://www.sec.gov/Archives/edgar/data/1233215/000149315225013583/xslF345X05/ownership.xml
STEX,GIUSTRA FRANK,10% Owner,2025-07-25,Buy,4.69,50000,"234,725","27,202",http://www.sec.gov/Archives/edgar/data/1233215/000149315225013583/xslF345X05/ownership.xml
CAMP,"5AM Partners VI, LLC",10% Owner,2025-09-11,Buy,1.53,2941176,"4,499,999","2,941,176",http://www.sec.gov/Archives/edgar/data/1664281/000123191925000196/xslF345X05/form4-09152025_100930.xml
PASG,Lynx1 Capital Management LP,10% Owner,2025-09-15,Buy,6.99,11900,"83,175","623,704",http://www.sec.gov/Archives/edgar/data/1746376/000090266425004079/xslF345X05/ownership.xml
PASG,Lynx1 Capital Management LP,10% Owner,2025-09-12,Buy,6.99,19783,"138,299","611,804",http://www.sec.gov/Archives/edgar/data/1746376/000090266425004079/xslF345X05/ownership.xml
PASG,Lynx1 Capital Management LP,10% Owner,2025-09-11,Buy,6.96,325,"2,261","592,021",http://www.sec.gov/Archives/edgar/data/1746376/000090266425004079/xslF345X05/ownership.xml
SNPS,PAINTER ROBERT G,Director,2025-09-11,Buy,425.44,350,"148,904","2,291",http://www.sec.gov/Archives/edgar/data/883241/000166536425000003/xslF345X05/edgardoc.xml
EP,Mulacek Phil E,Director,2025-09-12,Buy,4.08,6000,"24,480","5,325,879",http://www.sec.gov/Archives/edgar/data/887396/000107261325000709/xslF345X05/ownership.xml
EP,Mulacek Phil E,Director,2025-09-11,Buy,4.1,2971,"12,185","5,319,879",http://www.sec.gov/Archives/edgar/data/887396/000107261325000709/xslF345X05/ownership.xml
EP,Mulacek Phil E,Director,2025-09-10,Buy,4.09,7012,"28,689","5,316,908",http://www.sec.gov/Archives/edgar/data/887396/000107261325000709/xslF345X05/ownership.xml
PFX,ROBINSON LOWELL W,Director,2025-09-12,Buy,48.09,100,"4,809","2,870",http://www.sec.gov/Archives/edgar/data/1244216/000121390025087773/xslF345X05/ownership.xml
PFX,ROBINSON LOWELL W,Director,2025-09-11,Buy,48.05,162,"7,784","2,770",http://www.sec.gov/Archives/edgar/data/1244216/000121390025087773/xslF345X05/ownership.xml
OPEN,Wu Eric Chung-Wei,Director,2025-09-11,Buy,6.65,451127,"2,999,995","1,649,884",http://www.sec.gov/Archives/edgar/data/1801169/000183681125000007/xslF345X05/wk-form4_1757973021.xml
SVCO,Ngai Anthony K.K.,Director,2025-09-11,Buy,5.16,2000,"10,312","80,777",http://www.sec.gov/Archives/edgar/data/1943289/000199249825000003/xslF345X05/wk-form4_1757972920.xml
SVCO,Ngai Anthony K.K.,Director,2025-09-10,Buy,5.31,2700,"14,347","78,777",http://www.sec.gov/Archives/edgar/data/1943289/000199249825000003/xslF345X05/wk-form4_1757972920.xml
SVCO,Ngai Anthony K.K.,Director,2025-09-09,Buy,5.32,2000,"10,637","76,077",http://www.sec.gov/Archives/edgar/data/1943289/000199249825000003/xslF345X05/wk-form4_1757972920.xml
SVCO,Ngai Anthony K.K.,Director,2025-09-08,Buy,5.3,5000,"26,493","74,077",http://www.sec.gov/Archives/edgar/data/1943289/000199249825000003/xslF345X05/wk-form4_1757972920.xml
GRX,"Saba Capital Management, L.P.",10% Owner,2025-09-12,Buy,9.43,7732,"72,913","2,051,035",http://www.sec.gov/Archives/edgar/data/1391437/000151028125000482/xslF345X05/primary_doc.xml
GRX,"Saba Capital Management, L.P.",10% Owner,2025-09-11,Buy,9.43,6147,"57,966","2,043,303",http://www.sec.gov/Archives/edgar/data/1391437/000151028125000482/xslF345X05/primary_doc.xml
PAMT,MOROUN MATTHEW T,Director,2025-09-11,Buy,10.74,2000000,"21,490,000","12,427,848",http://www.sec.gov/Archives/edgar/data/798287/000168316825007001/xslF345X05/ownership.xml
ASA,"Saba Capital Management, L.P.",10% Owner,2025-09-12,Buy,40.91,109206,"4,467,617","4,516,387",http://www.sec.gov/Archives/edgar/data/1230869/000151028125000479/xslF345X05/primary_doc.xml
ASA,"Saba Capital Management, L.P.",10% Owner,2025-09-11,Buy,40.4,96286,"3,889,954","4,407,181",http://www.sec.gov/Archives/edgar/data/1230869/000151028125000479/xslF345X05/primary_doc.xml
DLPN,O'Dowd William IV,Chief Executive Officer,2025-09-15,Buy,1.22,4100,"4,994","370,474",http://www.sec.gov/Archives/edgar/data/1282224/000107997325001458/xslF345X05/ownership.xml
ZD,FAY SARAH ANN,Director,2025-09-15,Buy,36.89,1354,"49,949","23,619",http://www.sec.gov/Archives/edgar/data/1084048/000121465925013761/xslF345X05/marketforms-70771.xml
TEAD,Krindel Yaffa,Director,2025-09-11,Buy,1.61,1250,"2,013","101,027",http://www.sec.gov/Archives/edgar/data/1454938/000192140425000012/xslF345X05/wk-form4_1757969278.xml
GSBD,Bantwal Vivek,Co-Chief Executive Officer,2025-09-12,Buy,11.36,22000,"250,012","22,000",http://www.sec.gov/Archives/edgar/data/1572694/000119312525203664/xslF345X05/ownership.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-09-12,Buy,2.65,774,"2,051","326,134",http://www.sec.gov/Archives/edgar/data/919567/000143774925029069/xslF345X05/rdgdoc.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-09-12,Buy,2.65,360,954,"109,946",http://www.sec.gov/Archives/edgar/data/919567/000143774925029069/xslF345X05/rdgdoc.xml
TTGT,FLASCHEN DAVID J S,Director,2025-09-12,Buy,5.97,20000,"119,324","20,000",http://www.sec.gov/Archives/edgar/data/1229143/000119312525203643/xslF345X05/ownership.xml
TRIN,Estes Ronald E.,Director,2025-09-12,Buy,16.08,1000,"16,080","36,779",http://www.sec.gov/Archives/edgar/data/1786108/000121390025087667/xslF345X05/ownership.xml
GHM,Gregorio Mauro,Director,2025-09-12,Buy,49.01,1200,"58,812","1,200",http://www.sec.gov/Archives/edgar/data/716314/000089183925000050/xslF345X05/form4.xml
SI,Points Jeffrey S.,CHIEF FINANCIAL OFFICER,2025-09-12,Buy,15.67,1600,"25,072","52,445",http://www.sec.gov/Archives/edgar/data/1699350/000149315225013488/xslF345X05/ownership.xml
MTDR,Colodney Benjamin T,VP & Chief Accounting Officer,2025-09-12,Buy,47.89,130,"6,226","2,400",http://www.sec.gov/Archives/edgar/data/1520006/000207475525000002/xslF345X05/wk-form4_1757967522.xml
MTDR,Lambert William D,EVP and CFO,2025-09-12,Buy,48.04,150,"7,206",650,http://www.sec.gov/Archives/edgar/data/1520006/000207421725000002/xslF345X05/wk-form4_1757967479.xml
