ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
EHAB,Solomon Ryan,Chief Financial Officer,2025-08-08,Buy,7.64,10000,"76,400","193,468",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1803737/000204847125000003/xslF345X05/wk-form4_1754951401.xml
TNDM,Sheridan John F,PRESIDENT & CEO,2025-08-11,Buy,10.23,10000,"102,318","106,327",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1365369/000143813325000165/xslF345X05/wk-form4_1754950540.xml
MEC,Leuba Sean P,"SVP, Corp. Development & GC",2025-08-11,Buy,13.56,500,"6,780","2,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1766368/000089706925001276/xslF345X05/form4.xml
SFNC,TEUBNER RUSSELL WILLIAM,Director,2025-08-07,Buy,18.62,9200,"171,304","53,220",https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025106735/xslF345X05/ownership.xml
SFNC,TEUBNER RUSSELL WILLIAM,Director,2025-08-07,Buy,18.63,2000,"37,260","20,692",https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025106735/xslF345X05/ownership.xml
MEC,Lehr Rachele Marie,Chief Financial Officer,2025-08-08,Buy,14.08,1400,"19,712","20,761",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1751718/000089706925001274/xslF345X05/form4.xml
PTLO,Osanloo Michael,President & CEO,2025-08-11,Buy,8.0,2000,"16,000","65,317",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1432086/000187150925000130/xslF345X05/wk-form4_1754948835.xml
PTLO,Osanloo Michael,President & CEO,2025-08-08,Buy,7.42,11320,"83,994","63,317",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1432086/000187150925000130/xslF345X05/wk-form4_1754948835.xml
MKZR,Bluth Jeri Ruth,Chief Compliance Officer,2025-08-08,Buy,4.44,2000,"8,885","32,508",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000125/xslF345X05/primary_doc.xml
MKZR,FULLER GLEN W,Treasurer,2025-08-08,Buy,4.44,2000,"8,885","32,508",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103014/000155091325000124/xslF345X05/primary_doc.xml
MKZR,PATTERSON CHARLES E. II,General Counsel/Secretary,2025-08-08,Buy,4.44,2000,"8,885","32,508",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000123/xslF345X05/primary_doc.xml
MKZR,Simpson Christine Elizabeth,Chief Portfolio Manager,2025-08-08,Buy,4.44,2000,"8,885","32,508",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000122/xslF345X05/primary_doc.xml
LINE,Thattai Sudarsan V,See Remarks,2025-08-08,Buy,42.45,3563,"151,238","7,983",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1868159/000186815925000097/xslF345X05/wk-form4_1754948078.xml
EML,DiSanto Frederick D.,Director,2025-08-11,Buy,22.5,200,"4,500","81,449",https://finviz.com/http://www.sec.gov/Archives/edgar/data/31107/000149829025000010/xslF345X05/primary_doc.xml
EML,DiSanto Frederick D.,Director,2025-08-08,Buy,22.49,96,"2,159","81,249",https://finviz.com/http://www.sec.gov/Archives/edgar/data/31107/000149829025000010/xslF345X05/primary_doc.xml
MKZR,Sherpa Angche,C,2025-08-08,Buy,4.44,2000,"8,885","32,508",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000121/xslF345X05/primary_doc.xml
CNC,LONDON SARAH,Chief Executive Officer,2025-08-08,Buy,25.5,19230,"490,365","845,275",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1071739/000107173925000157/xslF345X05/wk-form4_1754947695.xml
LINE,Marchetti Kevin Patrick,CO-EXECUTIVE CHAIRMAN,2025-08-08,Buy,42.28,23540,"995,216","62,323",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1868159/000095017025106683/xslF345X05/ownership.xml
GBX,Huffines James R,Director,2025-08-08,Buy,44.84,2500,"112,108","13,909",https://finviz.com/http://www.sec.gov/Archives/edgar/data/923120/000092312025000055/xslF345X05/edgardoc.xml
TNDM,Vosseller Leigh,EVP & CHIEF FINANCIAL OFFICER,2025-08-08,Buy,10.89,13720,"149,404","25,580",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1438133/000143813325000163/xslF345X05/wk-form4_1754947125.xml
KRNY,Wong-Zaza Melvina,Director,2025-08-08,Buy,5.93,1375,"8,154","30,410",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1617242/000161724225000053/xslF345X05/wk-form4_1754946390.xml
ICHR,Haugen Marc,Director,2025-08-08,Buy,17.64,3000,"52,920","45,960",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1652535/000166819925000004/xslF345X05/wk-form4_1754945591.xml
ICHR,Haugen Marc,Director,2025-08-07,Buy,17.75,3000,"53,250","42,960",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1652535/000166819925000004/xslF345X05/wk-form4_1754945591.xml
ICHR,MacKenzie Iain,Director,2025-08-07,Buy,16.63,25000,"415,750","60,011",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1344017/000134401725000004/xslF345X05/wk-form4_1754945492.xml
BSM,Carter Thomas L Jr,"CEO, President, and Chairman",2025-08-11,Buy,12.1,25000,"302,505","3,421,831",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1319960/000162143425000110/xslF345X05/wk-form4_1754945411.xml
BSM,Carter Thomas L Jr,"CEO, President, and Chairman",2025-08-08,Buy,12.2,27500,"335,547","3,396,831",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1319960/000162143425000110/xslF345X05/wk-form4_1754945411.xml
BSM,Carter Thomas L Jr,"CEO, President, and Chairman",2025-08-07,Buy,12.24,19710,"241,296","3,369,331",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1319960/000162143425000110/xslF345X05/wk-form4_1754945411.xml
MKZR,DIXON ROBERT E,CEO/President,2025-08-08,Buy,4.44,2000,"8,885","32,508",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103016/000155091325000115/xslF345X05/primary_doc.xml
KRO,Simmons Michael Shawn,Vice Chairman of the Board,2025-08-11,Buy,4.87,5000,"24,350","5,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1257640/000177142025000004/xslF345X05/form4-08112025_080821.xml
BRCC,Taslitz Steven,Director,2025-08-08,Buy,1.52,100000,"152,500","351,184",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1407214/000114036125030231/xslF345X05/form4.xml
BRCC,Taslitz Steven,Director,2025-08-07,Buy,1.31,100000,"131,500","1,786,203",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1407214/000114036125030231/xslF345X05/form4.xml
FOUR,Isaacman Jared,Executive Chairman,2025-08-11,Buy,83.61,104705,"8,754,040","939,715",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1794669/000095017025106622/xslF345X05/ownership.xml
FOUR,Isaacman Jared,Executive Chairman,2025-08-08,Buy,81.9,91721,"7,512,143","835,010",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1794669/000095017025106622/xslF345X05/ownership.xml
MMLP,Martin Product Sales LLC,10% Owner,2025-08-07,Buy,3.04,1544,"4,694","2,568,738",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1176334/000117633425000118/xslF345X05/wk-form4_1754945159.xml
BPRN,TUCHMAN MARTIN,Director,2025-08-07,Buy,31.0,1000,"31,000","1,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/939713/000095017025106617/xslF345X05/ownership.xml
ESAB,Cummings Melissa,Director,2025-08-11,Buy,108.81,49,"5,378",49,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1877322/000187732225000136/xslF345X05/wk-form4_1754945058.xml
GBLI,FOX SAUL A,Director,2025-08-08,Buy,28.88,13101,"378,357","1,857,654",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1099187/000095017025106598/xslF345X05/ownership.xml
PINE,Smith Daniel Earl,"SVP, GEN COUNSEL & CORP SECRET",2025-08-06,Buy,14.1,3500,"49,357","8,300",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1623528/000141588925021429/xslF345X05/form4-08112025_040801.xml
HSIC,DANIEL WILLIAM K,Director,2025-08-07,Buy,67.08,10000,"670,800","10,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1000228/000095017025106588/xslF345X05/ownership.xml
IEX,Helmkamp Katrina L,Director,2025-08-07,Buy,159.61,2500,"399,026","13,200",https://finviz.com/http://www.sec.gov/Archives/edgar/data/832101/000090514825002808/xslF345X05/form4.xml
CTEV,Hogge Jerome,"EVP, Chief Operating Officer",2025-08-07,Buy,53.51,5621,"300,771","90,023",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1793229/000179322925000140/xslF345X05/wk-form4_1754943669.xml
DLHC,Mink Brook Asset Management LL,10% Owner,2025-08-11,Buy,5.5,50000,"275,000","1,771,591",https://finviz.com/http://www.sec.gov/Archives/edgar/data/785557/000078555725000086/xslF345X05/wk-form4_1754943582.xml
DLHC,Mink Brook Asset Management LL,10% Owner,2025-08-08,Buy,5.5,26563,"146,096","1,721,591",https://finviz.com/http://www.sec.gov/Archives/edgar/data/785557/000078555725000086/xslF345X05/wk-form4_1754943582.xml
BL,HENSHALL DAVID J,Director,2025-08-08,Buy,48.6,10000,"486,000","16,378",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1176008/000112760225020311/xslF345X05/form4.xml
BDX,HAYES GREGORY,Director,2025-08-11,Buy,191.57,5250,"1,005,742","6,046",https://finviz.com/http://www.sec.gov/Archives/edgar/data/10795/000001079525000081/xslF345X05/wk-form4_1754943349.xml
AISP,Huang Victor,CEO and Chairman of the BOD,2025-08-08,Buy,1.46,26000,"38,087","160,719",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1842566/000116169725000242/xslF345X05/form_4.xml
SONO,Darrell Bracken,Director,2025-08-08,Buy,11.15,22412,"250,000","49,452",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1314727/000112760225020309/xslF345X05/form4.xml
AVBC,Nelson Jonathan Michael,CFO and Treasurer,2025-08-08,Buy,14.45,9923,"143,360","9,923",https://finviz.com/http://www.sec.gov/Archives/edgar/data/2058758/000143774925025929/xslF345X05/rdgdoc.xml
SONO,Casey Saori,Chief Financial Officer,2025-08-08,Buy,10.94,22727,"248,688","107,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1314727/000112760225020308/xslF345X05/form4.xml
NMFC,Corbett Kris,CFO and Treasurer,2025-08-07,Buy,10.14,750,"7,602","9,750",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1496099/000110465925076160/xslF345X05/tm2523105-1_4seq1.xml
SMRT,Martell Frank,Chief Executive Officer,2025-08-08,Buy,1.25,150000,"187,500","398,204",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1387655/000138765525000003/xslF345X05/ownership.xml
SONO,GENACHOWSKI JULIUS,Director,2025-08-08,Buy,10.95,22850,"250,205","124,396",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1184231/000112760225020306/xslF345X05/form4.xml
AOMR,Morgan Jonathan,Director,2025-08-07,Buy,9.03,5000,"45,174","52,940",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1587373/000176647825000082/xslF345X05/wk-form4_1754942927.xml
AMBC,LeBlanc Claude,Chief Executive Officer,2025-08-11,Buy,7.03,25000,"175,750","603,291",https://finviz.com/http://www.sec.gov/Archives/edgar/data/874501/000087450125000133/xslF345X05/wk-form4_1754942860.xml
SONO,Conrad Thomas,Chief Executive Officer,2025-08-08,Buy,11.1,92300,"1,024,299","242,778",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1314727/000112760225020305/xslF345X05/form4.xml
GBLI,Kasowitz Evan Jacob,"President, Belmont Holdings",2025-08-11,Buy,29.18,106,"3,093",106,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1494904/000095017025106542/xslF345X05/ownership.xml
GBLI,Reddy Praveen Kotha,"Pres/CEO, Penn-America UW LLC",2025-08-08,Buy,28.3,2000,"56,600","5,100",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1494904/000095017025106528/xslF345X05/ownership.xml
GOGO,Moore Christopher John,Chief Executive Officer,2025-08-08,Buy,12.11,10000,"121,100","10,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1537054/000121390025074284/xslF345X05/ownership.xml
IRET,Patel Bhairav,EVP and CFO,2025-08-08,Buy,54.0,500,"27,000","3,733",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798359/000079835925000098/xslF345X05/wk-form4_1754941980.xml
CSR,Patel Bhairav,EVP and CFO,2025-08-08,Buy,54.0,500,"27,000","3,733",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798359/000079835925000098/xslF345X05/wk-form4_1754941980.xml
IRET,Olson Anne,"President, CEO & Secretary",2025-08-08,Buy,55.1,750,"41,325","19,496",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798359/000079835925000097/xslF345X05/wk-form4_1754941940.xml
CSR,Olson Anne,"President, CEO & Secretary",2025-08-08,Buy,55.1,750,"41,325","19,496",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798359/000079835925000097/xslF345X05/wk-form4_1754941940.xml
IRET,Schissel John A,Director,2025-08-08,Buy,54.0,500,"27,000","14,398",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798359/000079835925000096/xslF345X05/wk-form4_1754941879.xml
CSR,Schissel John A,Director,2025-08-08,Buy,54.0,500,"27,000","14,398",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798359/000079835925000096/xslF345X05/wk-form4_1754941879.xml
FCNCA,Holding Olivia Britton,10% Owner,2025-08-07,Buy,1630.0,409,"666,670","1,764",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798941/000095017025106497/xslF345X05/ownership.xml
FCNCA,BRYANT HOPE HOLDING,Vice Chairwoman,2025-08-07,Buy,1630.0,409,"666,670","1,764",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798941/000095017025106494/xslF345X05/ownership.xml
VFL,Reit Todd,Director,2025-08-05,Buy,9.64,250,"2,410","1,250",https://finviz.com/http://www.sec.gov/Archives/edgar/data/895574/000110465925076118/xslF345X05/tm2523029-2_4seq1.xml
AWP,Reit Todd,Director,2025-08-05,Buy,3.83,175,671,"3,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1390195/000110465925076116/xslF345X05/tm2523029-1_4seq1.xml
CZNC,Shattuck Katherine W,Director,2025-08-08,Buy,18.66,20,373,"9,368",https://finviz.com/http://www.sec.gov/Archives/edgar/data/810958/000141588925021404/xslF345X05/form4-08112025_060838.xml
CZNC,Pellegrino Frank G,Director,2025-08-08,Buy,18.66,218,"4,068","45,044",https://finviz.com/http://www.sec.gov/Archives/edgar/data/810958/000141588925021402/xslF345X05/form4-08112025_060808.xml
CFND,Wardell-Smith Sara,Director,2025-08-08,Buy,10.0,30000,"300,000","30,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/2001931/000110465925076103/xslF345X05/tm2522756-11_4seq1.xml
SBH,Paulonis Denise,President & CEO,2025-08-08,Buy,11.74,4500,"52,830","366,865",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1368458/000141588925021400/xslF345X05/form4-08112025_060815.xml
AMRZ,Singleton Denise R,Chief Legal Officer & Corp Sec,2025-08-08,Buy,47.64,4000,"190,560","4,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1524595/000203598925000006/xslF345X05/primary_doc.xml
AMRZ,Johnston Ian A,Chief Financial Officer,2025-08-08,Buy,47.71,10500,"500,987","17,344",https://finviz.com/http://www.sec.gov/Archives/edgar/data/2035989/000203598925000005/xslF345X05/primary_doc.xml
FCNCA,HOLDING FRANK B JR,Chairman and CEO,2025-08-07,Buy,1698.75,600,"1,019,250","32,300",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798941/000095017025106431/xslF345X05/ownership.xml
PSA,PETHERBRIDGE LUKE J,Director,2025-08-08,Buy,284.25,700,"198,975",700,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1393311/000163527025000004/xslF345X05/wk-form4_1754934860.xml
SAFT,Langwell Dennis J.,Director,2025-08-11,Buy,71.49,2000,"142,980","6,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1172052/000141588925021397/xslF345X05/form4-08112025_050839.xml
ESTA,Caldini Filippo,Chief Executive Officer,2025-08-11,Buy,35.2,2850,"100,320","35,245",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1688757/000183905925000007/xslF345X05/wk-form4_1754933556.xml
CHD,McChesney Lee B,"EVP, Chief Financial Officer",2025-08-08,Buy,91.38,5409,"494,247","5,409",https://finviz.com/http://www.sec.gov/Archives/edgar/data/313927/000112760225020299/xslF345X05/form4.xml
KRO,Samford Amy A.,"Executive VP, Finance",2025-08-11,Buy,4.83,3000,"14,475","5,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1257640/000167565025000005/xslF345X05/form4-08112025_040845.xml
CPSH,Cavoli Ivo James,Director,2025-08-11,Buy,2.88,2767,"7,969","22,685",https://finviz.com/http://www.sec.gov/Archives/edgar/data/814676/000081467625000015/xslF345X05/primary_doc.xml
CPSH,Cavoli Ivo James,Director,2025-08-08,Buy,2.74,6425,"17,625","19,685",https://finviz.com/http://www.sec.gov/Archives/edgar/data/814676/000081467625000015/xslF345X05/primary_doc.xml
CPSH,Cavoli Ivo James,Director,2025-08-08,Buy,2.85,233,664,"19,918",https://finviz.com/http://www.sec.gov/Archives/edgar/data/814676/000081467625000015/xslF345X05/primary_doc.xml
BY,KISTNER WILLIAM G,Director,2025-08-08,Buy,25.7,60,"1,542","14,024",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1702750/000141588925021390/xslF345X05/form4-08112025_030855.xml
RVP,SHAW THOMAS J,PRESIDENT AND CEO,2025-08-07,Buy,0.75,49541,"37,007","15,578,754",https://finviz.com/http://www.sec.gov/Archives/edgar/data/946563/000141588925021387/xslF345X05/form4-08112025_030852.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-08-08,Buy,2.6,774,"2,012","319,030",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925025843/xslF345X05/rdgdoc.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-08-08,Buy,2.6,356,926,"101,394",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925025843/xslF345X05/rdgdoc.xml
TPL,HORIZON KINETICS ASSET MANAGEM,10% Owner,2025-08-08,Buy,868.97,1,869,"1,163,971",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1056823/000143774925025842/xslF345X05/rdgdoc.xml
AVBC,Flanigan Michael Neil,Director,2025-08-08,Buy,14.46,22536,"325,772","24,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/2058758/000143774925025839/xslF345X05/rdgdoc.xml
AVBC,Jensen Barry H,EVP and Chief Admin Officer,2025-08-08,Buy,14.49,2000,"28,980","10,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1471290/000143774925025838/xslF345X05/rdgdoc.xml
BOOM,OLEARY JAMES,"Exec. Chair, President & CEO",2025-08-08,Buy,5.95,39798,"236,798","256,210",https://finviz.com/http://www.sec.gov/Archives/edgar/data/34067/000162828025039413/xslF345X05/wk-form4_1754918341.xml
ASA,"Saba Capital Management, L.P.",10% Owner,2025-08-08,Buy,35.22,35777,"1,260,066","3,358,646",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1230869/000151028125000411/xslF345X05/primary_doc.xml
ASA,"Saba Capital Management, L.P.",10% Owner,2025-08-07,Buy,34.73,69032,"2,397,481","3,322,869",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1230869/000151028125000411/xslF345X05/primary_doc.xml
SBH,FERGUSON DIANA SUE,Director,2025-08-07,Buy,12.02,2500,"30,049","7,912",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1275975/000141588925021381/xslF345X05/form4-08112025_090802.xml
LNW,Odell Jamie,Director,2025-08-07,Buy,78.81,8275,"652,154","8,275",https://finviz.com/http://www.sec.gov/Archives/edgar/data/750004/000095015725000650/xslF345X05/form4.xml
PINE,Greathouse Steven Robert,SVP - INVESTMENTS,2025-08-06,Buy,14.31,3500,"50,082","10,756",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1728277/000141588925021365/xslF345X05/form4-08082025_070803.xml
PINE,Albright John P,PRESIDENT AND CEO,2025-08-06,Buy,14.2,3500,"49,702","11,444",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1392476/000141588925021364/xslF345X05/form4-08082025_070801.xml
IFF,FRIBOURG PAUL J,Director,2025-08-07,Buy,64.8,15450,"1,001,183","15,450",https://finviz.com/http://www.sec.gov/Archives/edgar/data/51253/000122520825007187/xslF345X05/doc4.xml
BRO,KRUMP PAUL J,Director,2025-08-08,Buy,93.31,2678,"249,884","5,353",https://finviz.com/http://www.sec.gov/Archives/edgar/data/79282/000095017025106059/xslF345X05/ownership.xml
FUN,Hoffman Steven E,Director,2025-08-07,Buy,24.67,10058,"248,084","13,473",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1999001/000199900125000156/xslF345X05/wk-form4_1754689920.xml
MERC,Laberge Alice,Director,2025-08-08,Buy,2.98,2000,"5,957","12,065",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1333274/000184817425000002/xslF345X05/primary_doc.xml
FLY,Konert Kirk Michael,Director,2025-08-06,Buy,45.0,3333,"149,985","3,333",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1860160/000095017025106034/xslF345X05/ownership.xml
FLY,Lusczakoski Jonathan Donald,Director,2025-08-06,Buy,45.0,266,"11,970",266,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1860160/000095017025106033/xslF345X05/ownership.xml
FLY,Braden Pamela Joyce,Director,2025-08-06,Buy,45.0,8888,"399,960","24,252",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1860160/000095017025106032/xslF345X05/ownership.xml
FLY,Zurbuchen Thomas Hansueli,Director,2025-08-06,Buy,45.0,800,"36,000",800,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1860160/000095017025106031/xslF345X05/ownership.xml
FLY,"AEROEQUITY GP, LLC",10% Owner,2025-08-06,Buy,45.0,11111,"499,995","11,111",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1804072/000095017025106030/xslF345X05/ownership.xml
OSPN,Capers Garry L,Director,2025-08-08,Buy,13.07,2000,"26,139","36,894",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1044777/000156218025005695/xslF345X05/primarydocument.xml
OSPN,Zenner Marc,Director,2025-08-08,Buy,12.8,2200,"28,160","71,273",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1044777/000156218025005694/xslF345X05/primarydocument.xml
TROX,Turgeon Jean Francois,Director,2025-08-07,Buy,3.21,31150,"100,027","772,572",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1530804/000114036125029887/xslF345X05/form4.xml
OPK,FROST PHILLIP MD ET AL,CEO & Chairman,2025-08-08,Buy,1.32,675000,"891,000","214,676,448",https://finviz.com/http://www.sec.gov/Archives/edgar/data/898860/000095017025105971/xslF345X05/ownership.xml
PTLO,LEE EUGENE I JR,Director,2025-08-07,Buy,7.68,130250,"1,000,320","130,250",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1242843/000187150925000128/xslF345X05/wk-form4_1754685925.xml
PTLO,Hook Michelle Greig,CFO & Treasurer,2025-08-07,Buy,7.67,40000,"306,800","173,405",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1871509/000187150925000127/xslF345X05/wk-form4_1754685862.xml
PTLO,Kaiser Kelly M,General Counsel and Secretary,2025-08-07,Buy,7.68,27000,"207,360","68,495",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1871509/000187150925000126/xslF345X05/wk-form4_1754685808.xml
SHEN,"ECP Fiber Holdings GP, LLC",10% Owner,2025-08-07,Buy,12.71,25104,"319,082","3,191,550",https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225022781/xslF345X05/ownership.xml
SHEN,"ECP Fiber Holdings GP, LLC",10% Owner,2025-08-06,Buy,13.01,22085,"287,352","3,166,446",https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225022781/xslF345X05/ownership.xml
SHEN,"ECP ControlCo, LLC",10% Owner,2025-08-07,Buy,12.71,25104,"319,082","3,191,550",https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225022778/xslF345X05/ownership.xml
SHEN,"ECP ControlCo, LLC",10% Owner,2025-08-06,Buy,13.01,22085,"287,352","3,166,446",https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225022778/xslF345X05/ownership.xml
TMDX,Hassanein Waleed H,President & CEO,2025-08-07,Buy,116.25,8475,"985,209","486,234",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1430466/000095017025105907/xslF345X05/ownership.xml
TMDX,Hassanein Waleed H,President & CEO,2025-08-06,Buy,118.68,8400,"996,912","477,759",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1430466/000095017025105907/xslF345X05/ownership.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-07,Buy,14.1,223905,"3,157,016","55,979,904",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000182/xslF345X05/wk-form4_1754684816.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-06,Buy,14.48,225000,"3,258,878","55,755,999",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000182/xslF345X05/wk-form4_1754684816.xml
