ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
NEO,Sherman Jeffrey Scott,Chief Financial Officer,2025-08-06,Buy,5.62,20000,"112,322","188,332",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1077183/000162828025038324/xslF345X05/wk-form4_1754510873.xml
NEO,Zook Anthony P.,Chief Executive Officer,2025-08-06,Buy,5.58,17900,"99,954","38,066",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1077183/000162828025038322/xslF345X05/wk-form4_1754510840.xml
TCI,TRANSCONTINENTAL REALTY INVEST,10% Owner,2025-07-29,Buy,17.9,44,788,"3,435,514",https://finviz.com/http://www.sec.gov/Archives/edgar/data/733590/000127334825000008/xslF345X05/primary_doc.xml
TCI,TRANSCONTINENTAL REALTY INVEST,10% Owner,2025-07-08,Buy,17.9,61,"1,092","3,435,470",https://finviz.com/http://www.sec.gov/Archives/edgar/data/733590/000127334825000008/xslF345X05/primary_doc.xml
IOR,TRANSCONTINENTAL REALTY INVEST,10% Owner,2025-07-29,Buy,17.9,44,788,"3,435,514",https://finviz.com/http://www.sec.gov/Archives/edgar/data/733590/000127334825000008/xslF345X05/primary_doc.xml
IOR,TRANSCONTINENTAL REALTY INVEST,10% Owner,2025-07-08,Buy,17.9,61,"1,092","3,435,470",https://finviz.com/http://www.sec.gov/Archives/edgar/data/733590/000127334825000008/xslF345X05/primary_doc.xml
NEGG,Galkin Vladimir,10% Owner,2025-08-06,Buy,55.55,55555,"3,086,080","3,444,443",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1474627/000137647425000709/xslF345X05/filing.xml
NEGG,Galkin Vladimir,10% Owner,2025-08-04,Buy,52.52,55555,"2,917,749","3,388,888",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1474627/000137647425000709/xslF345X05/filing.xml
DOC,Thomas John T,Director,2025-08-06,Buy,17.05,1450,"24,730","810,016",https://finviz.com/http://www.sec.gov/Archives/edgar/data/765880/000076588025000008/xslF345X05/wk-form4_1754507358.xml
NWFL,Donnelly James O,President & CEO,2025-08-06,Buy,23.9,200,"4,780","8,663",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1013272/000095017025103813/xslF345X05/ownership.xml
CHD,Read Michael,"EVP, International",2025-08-05,Buy,91.27,2000,"182,540","7,505",https://finviz.com/http://www.sec.gov/Archives/edgar/data/313927/000112760225020152/xslF345X05/form4.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-08-05,Buy,2.67,774,"2,067","318,142",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925025015/xslF345X05/rdgdoc.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-08-05,Buy,2.67,356,951,"100,326",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925025015/xslF345X05/rdgdoc.xml
IBCP,Mohr Gavin A.,Executive Vice President,2025-08-05,Buy,29.64,2000,"59,280","23,826",https://finviz.com/http://www.sec.gov/Archives/edgar/data/39311/000003931125000091/xslF345X05/wk-form4_1754493694.xml
FRST,GARRETT F L III,Director,2025-08-05,Buy,11.02,1810,"19,946","42,979",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1197066/000095017025103636/xslF345X05/ownership.xml
TPL,HORIZON KINETICS ASSET MANAGEM,10% Owner,2025-08-05,Buy,950.14,1,950,"1,163,968",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1056823/000143774925024978/xslF345X05/rdgdoc.xml
TROX,Jones Stephen J,Director,2025-08-05,Buy,3.32,6000,"19,920","36,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1412239/000114036125029063/xslF345X05/form4.xml
EFSC,Finn Michael E,Director,2025-08-04,Buy,54.11,1500,"81,165","3,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1025835/000102583525000125/xslF345X05/form4.xml
VNRX,Innes Guy Archibald,Director,2025-08-05,Buy,0.64,78125,"50,000","966,814",https://finviz.com/http://www.sec.gov/Archives/edgar/data/93314/000147793225005495/xslF345X05/form4.xml
VNRX,Reynolds Cameron John,President and CEO,2025-08-05,Buy,0.64,78125,"50,000","2,609,847",https://finviz.com/http://www.sec.gov/Archives/edgar/data/93314/000147793225005494/xslF345X05/form4.xml
FINS,Eldredge William,Chief Compliance Officer,2025-08-05,Buy,13.1,1920,"25,152","2,940",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1745059/000194728225000005/xslF345X05/primary_doc.xml
PINE,"CTO Realty Growth, Inc.",10% Owner,2025-08-05,Buy,14.33,9090,"130,225","311,999",https://finviz.com/http://www.sec.gov/Archives/edgar/data/23795/000141588925021143/xslF345X05/form4-08052025_090801.xml
PINE,"CTO Realty Growth, Inc.",10% Owner,2025-08-04,Buy,14.35,12757,"183,013","302,909",https://finviz.com/http://www.sec.gov/Archives/edgar/data/23795/000141588925021143/xslF345X05/form4-08052025_090801.xml
PINE,"CTO Realty Growth, Inc.",10% Owner,2025-08-01,Buy,14.11,17733,"250,250","290,152",https://finviz.com/http://www.sec.gov/Archives/edgar/data/23795/000141588925021143/xslF345X05/form4-08052025_090801.xml
CTO,"CTO Realty Growth, Inc.",10% Owner,2025-08-05,Buy,14.33,9090,"130,225","311,999",https://finviz.com/http://www.sec.gov/Archives/edgar/data/23795/000141588925021143/xslF345X05/form4-08052025_090801.xml
CTO,"CTO Realty Growth, Inc.",10% Owner,2025-08-04,Buy,14.35,12757,"183,013","302,909",https://finviz.com/http://www.sec.gov/Archives/edgar/data/23795/000141588925021143/xslF345X05/form4-08052025_090801.xml
CTO,"CTO Realty Growth, Inc.",10% Owner,2025-08-01,Buy,14.11,17733,"250,250","290,152",https://finviz.com/http://www.sec.gov/Archives/edgar/data/23795/000141588925021143/xslF345X05/form4-08052025_090801.xml
FIG,Lilly III John Osborne,Director,2025-08-01,Buy,33.0,62500,"2,062,500","62,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1579878/000141588925021120/xslF345X05/form4-08062025_120843.xml
FIG,McDermott William R,Director,2025-08-01,Buy,33.0,160000,"5,280,000","208,179",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1334944/000141588925021118/xslF345X05/form4-08062025_120849.xml
FIG,von Ahn Luis,Director,2025-08-01,Buy,33.0,30000,"990,000","78,179",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1579878/000141588925021116/xslF345X05/form4-08062025_120813.xml
FIG,Reed Andrew Phillips,Director,2025-08-01,Buy,33.0,60000,"1,980,000","60,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1579878/000106299325013663/xslF345X05/form4.xml
AMKR,KIM DAVID D,Member of 10% owner group (5),2025-08-01,Buy,21.85,441589,"9,648,720","3,789,479",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1047127/000115892425000005/xslF345X05/wk-form4_1754436465.xml
AMKR,"SUJODA Investments, LP",Member of 10% owner group	(2),2025-08-01,Buy,21.85,441589,"9,648,720","3,789,479",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1047127/000150934025000007/xslF345X05/wk-form4_1754436115.xml
AMKR,"Sujoda Management, LLC",Member of 10% owner group	(4),2025-08-01,Buy,21.85,441589,"9,648,720","3,789,479",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1047127/000190233925000007/xslF345X05/wk-form4_1754436046.xml
AMKR,KIM JOHN T,Member of 10% owner group (8),2025-08-01,Buy,21.85,441589,"9,648,720","3,789,479",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1047127/000115892625000009/xslF345X05/wk-form4_1754435774.xml
AMKR,KIM SUSAN Y,Member of 10% owner group (10),2025-08-01,Buy,21.85,441589,"9,648,720","3,789,479",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1047127/000115892225000013/xslF345X05/wk-form4_1754435347.xml
RVSB,Carlson Bradley,Director,2025-08-04,Buy,4.82,1000,"4,820","21,421",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1041368/000141588925021088/xslF345X05/form4-08052025_100847.xml
THRY,Walsh Joe,Chairman and CEO,2025-08-01,Buy,12.9,8000,"103,200","592,232",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1556739/000162828025037992/xslF345X05/wk-form4_1754433581.xml
SI,Gilde Healthcare Holding B.V.,10% Owner,2025-08-01,Buy,15.0,100000,"1,500,000","2,380,482",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1420106/000095017025103309/xslF345X05/ownership.xml
SONO,"Coliseum Capital Management, L",10% Owner,2025-08-05,Buy,10.83,160000,"1,732,800","14,747,874",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1314727/000095017025103308/xslF345X05/ownership.xml
SONO,"Coliseum Capital Management, L",10% Owner,2025-08-04,Buy,10.49,2683,"28,145","14,587,874",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1314727/000095017025103308/xslF345X05/ownership.xml
SONO,"Coliseum Capital Management, L",10% Owner,2025-08-01,Buy,10.38,80000,"830,400","14,585,191",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1314727/000095017025103308/xslF345X05/ownership.xml
HTBK,SA THOMAS A,EVP/Chief Operating Officer,2025-08-01,Buy,9.25,20000,"185,000","20,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1033605/000112760225020102/xslF345X05/form4.xml
BCARU,"MFH 1, LLC",10% Owner,2025-08-01,Buy,10.0,200000,"2,000,000","200,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1868212/000182912625005823/xslF345X05/ownership.xml
AUPH,TANG KEVIN,Director,2025-08-05,Buy,11.68,200000,"2,336,000","11,329,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1178579/000141588925021066/xslF345X05/form4-08052025_090800.xml
AUPH,TANG KEVIN,Director,2025-08-04,Buy,11.34,100000,"1,134,000","11,129,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1178579/000141588925021066/xslF345X05/form4-08052025_090800.xml
AUPH,TANG KEVIN,Director,2025-08-01,Buy,10.12,1000000,"10,120,000","11,029,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1178579/000141588925021066/xslF345X05/form4-08052025_090800.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-04,Buy,14.38,225000,"3,236,242","55,530,999",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000170/xslF345X05/wk-form4_1754429431.xml
ASAN,Moskovitz Dustin A.,Director,2025-08-01,Buy,14.04,225000,"3,159,225","55,305,999",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000170/xslF345X05/wk-form4_1754429431.xml
XRX,Gecaj Mirlanda,CFO,2025-08-01,Buy,4.03,5179,"20,871","21,826",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1770450/000095017025103228/xslF345X05/ownership.xml
XRX,Letier A. Scott,Director,2025-08-01,Buy,3.95,29600,"116,920","58,984",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1741602/000095017025103221/xslF345X05/ownership.xml
DLPN,O'Dowd William IV,Chief Executive Officer,2025-08-04,Buy,1.12,4400,"4,915","260,279",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1282224/000107997325001219/xslF345X05/ownership.xml
UMBF,GRAVES GREG M,Director,2025-08-01,Buy,107.58,261,"28,125","37,800",https://finviz.com/http://www.sec.gov/Archives/edgar/data/101382/000112760225020098/xslF345X05/form4.xml
UMBF,Peterman Tamara,Director,2025-08-01,Buy,107.58,183,"19,687","8,749",https://finviz.com/http://www.sec.gov/Archives/edgar/data/101382/000112760225020097/xslF345X05/form4.xml
DYAI,Hazelton Joseph P,President and COO,2025-08-01,Buy,0.95,26000,"24,700","155,340",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1213809/000164117225022280/xslF345X05/ownership.xml
FCNCA,Snow Ralph Mattox III,Director,2025-08-05,Buy,1888.6,10,"18,886",110,https://finviz.com/http://www.sec.gov/Archives/edgar/data/798941/000095017025103188/xslF345X05/ownership.xml
FCNCA,NIX CRAIG L,Chief Financial Officer,2025-08-04,Buy,1958.74,6,"11,752","1,147",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798941/000095017025103177/xslF345X05/ownership.xml
RVP,SHAW THOMAS J,PRESIDENT AND CEO,2025-08-04,Buy,0.72,30881,"22,102","15,529,213",https://finviz.com/http://www.sec.gov/Archives/edgar/data/946563/000141588925021046/xslF345X05/form4-08052025_080848.xml
EIG,Pedraja Michael,"EVP, Chief Financial Officer",2025-08-05,Buy,40.04,5000,"200,200","12,330",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1379041/000205086025000004/xslF345X05/wk-form4_1754426521.xml
AIN,Kleveland Gunnar,President and CEO,2025-08-05,Buy,59.75,1750,"104,557","17,595",https://finviz.com/http://www.sec.gov/Archives/edgar/data/819793/000106299325013592/xslF345X05/form4.xml
CBZ,Lakhia Brad S.,Senior Vice President & CFO,2025-08-04,Buy,62.78,1593,"100,014","38,524",https://finviz.com/http://www.sec.gov/Archives/edgar/data/944148/000112760225020081/xslF345X05/form4.xml
HTOO,Fusion Fuel Green PLC,10% Owner,2025-08-01,Buy,0.02,2000000,"40,000","80,312,334",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1393781/000164117225022264/xslF345X05/ownership.xml
TSQ,Schatz Scott,"EVP, Finance Op and Tech",2025-08-01,Buy,7.05,743,"5,238","54,065",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1499832/000149983225000108/xslF345X05/wk-form4_1754425819.xml
CIVB,Whinnem Ian,SVP/CFO,2025-08-05,Buy,19.2,1500,"28,800","2,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/944745/000095017025103092/xslF345X05/ownership.xml
CLVT,Cornick Kenneth L.,Director,2025-08-01,Buy,3.74,165000,"617,100","275,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1764046/000176404625000099/xslF345X05/wk-form4_1754424807.xml
PRME,"GV 2021 GP, L.L.C.",10% Owner,2025-08-01,Buy,3.3,1500000,"4,950,000","3,262,440",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1652044/000141588925021025/xslF345X05/form4-08052025_080848.xml
GOOGL,"GV 2021 GP, L.L.C.",10% Owner,2025-08-01,Buy,3.3,1500000,"4,950,000","3,262,440",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1652044/000141588925021025/xslF345X05/form4-08052025_080848.xml
GOOG,"GV 2021 GP, L.L.C.",10% Owner,2025-08-01,Buy,3.3,1500000,"4,950,000","3,262,440",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1652044/000141588925021025/xslF345X05/form4-08052025_080848.xml
CCO,MORENO ARTURO R,10% Owner,2025-08-04,Buy,1.06,500000,"530,000","67,612,859",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1045060/000095017025103021/xslF345X05/ownership.xml
CCO,MORENO ARTURO R,10% Owner,2025-08-01,Buy,1.04,1500000,"1,560,000","67,112,859",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1045060/000095017025103021/xslF345X05/ownership.xml
SI,Carusi Michael A,Director,2025-08-01,Buy,15.0,266666,"3,999,990","1,885,136",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1306506/000164117225022246/xslF345X05/ownership.xml
SI,Buchholz Richard,Director,2025-08-01,Buy,15.0,5000,"75,000","12,666",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1699350/000164117225022244/xslF345X05/ownership.xml
SI,"LSV Associates II, LLC",Former 10% Owner,2025-08-01,Buy,15.0,266666,"3,999,990","1,885,136",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1291804/000164117225022247/xslF345X05/ownership.xml
SI,Pardo Geoffrey B,Director,2025-08-01,Buy,15.0,100000,"1,500,000","2,380,482",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1699350/000164117225022249/xslF345X05/ownership.xml
SI,Tansey Casey M,Director,2025-08-01,Buy,15.0,40000,"600,000","47,666",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1474322/000164117225022252/xslF345X05/ownership.xml
SI,Points Jeffrey S.,CHIEF FINANCIAL OFFICER,2025-08-01,Buy,15.0,50,750,50,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1699350/000164117225022250/xslF345X05/ownership.xml
XELB,D LOREN ROBERT W,CEO and Chairman,2025-08-04,Buy,1.1,124200,"136,620","383,885",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1083220/000110465925074161/xslF345X05/tm2522642-2_4seq1.xml
XELB,DiSanto Mark,Director,2025-08-04,Buy,1.1,91800,"100,980","102,700",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1083220/000110465925074156/xslF345X05/tm2522642-1_4seq1.xml
OSBC,Lyons Billy J Jr.,Director,2025-08-04,Buy,16.61,25,415,"16,946",https://finviz.com/http://www.sec.gov/Archives/edgar/data/357173/000141588925021018/xslF345X05/form4-08052025_070803.xml
CHE,WALSH GEORGE J III,Director,2025-08-04,Buy,417.1,200,"83,420","3,523",https://finviz.com/http://www.sec.gov/Archives/edgar/data/19584/000095017025102898/xslF345X05/ownership.xml
AVBC,Saul Kennedy O,Director,2025-08-05,Buy,14.48,4150,"60,087","4,150",https://finviz.com/http://www.sec.gov/Archives/edgar/data/2058758/000143774925024828/xslF345X05/rdgdoc.xml
GABC,Medley Diane B,Director,2025-08-04,Buy,37.95,882,"33,473","6,252",https://finviz.com/http://www.sec.gov/Archives/edgar/data/714395/000141588925021006/xslF345X05/form4-08052025_060852.xml
AWP,Sievwright John P.,Director,2025-08-01,Buy,3.82,2150,"8,210","3,150",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1390195/000110465925074108/xslF345X05/tm2522538-3_4seq1.xml
AOD,Sievwright John P.,Director,2025-08-01,Buy,8.8,350,"3,082","1,350",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1379400/000110465925074105/xslF345X05/tm2522538-2_4seq1.xml
CNOB,Boswell Stephen T.,Director,2025-08-01,Buy,22.23,6200,"137,857","280,467",https://finviz.com/http://www.sec.gov/Archives/edgar/data/712771/000156821425000012/xslF345X05/primary_doc.xml
CNOB,Boswell Stephen T.,Director,2025-08-01,Buy,22.25,1500,"33,375","77,674",https://finviz.com/http://www.sec.gov/Archives/edgar/data/712771/000156821425000012/xslF345X05/primary_doc.xml
THRY,Kintzer Bonnie,Director,2025-08-01,Buy,12.32,814,"10,028","31,021",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1556739/000162828025037725/xslF345X05/wk-form4_1754416529.xml
CHMG,COLE LOREN D,EVP & CIO,2025-08-05,Buy,50.1,2983,"149,448","9,331",https://finviz.com/http://www.sec.gov/Archives/edgar/data/763563/000076356325000097/xslF345X05/wk-form4_1754415176.xml
AVBC,Nelson Jonathan Michael,EVP and CFO,2025-08-05,Buy,14.4,7000,"100,778","7,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/2058758/000143774925024794/xslF345X05/rdgdoc.xml
MBIN,Sievers Sean A.,Chief Financial Officer,2025-08-01,Buy,29.75,2500,"74,375","8,207",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1629019/000110465925074056/xslF345X05/tm2522611-1_4seq1.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-08-04,Buy,2.64,774,"2,043","317,846",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925024774/xslF345X05/rdgdoc.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-08-04,Buy,2.64,356,940,"99,970",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925024774/xslF345X05/rdgdoc.xml
RGCO,Oliver Lawrence T.,VP and Secretary,2025-08-01,Buy,19.68,10,200,"23,761",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1069533/000143774925024767/xslF345X05/rdgdoc.xml
MOFG,McCormick Tracy S,Director,2025-08-04,Buy,26.83,200,"5,366","93,856",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1412665/000141266525000124/xslF345X05/wk-form4_1754408688.xml
RGCO,Furcron Thomas Patrick,"VP, Field Operations",2025-08-01,Buy,19.68,22,430,"1,049",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1069533/000143774925024766/xslF345X05/rdgdoc.xml
RGCO,Miles Christen Brooke,"VP, Human Resources",2025-08-01,Buy,19.68,5,100,"6,796",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1069533/000143774925024765/xslF345X05/rdgdoc.xml
NWFL,Schmalzle Ronald R,Director,2025-08-05,Buy,24.35,600,"14,610","8,715",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1013272/000095017025102585/xslF345X05/ownership.xml
TPL,HORIZON KINETICS ASSET MANAGEM,10% Owner,2025-08-04,Buy,946.12,1,946,"1,163,967",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1056823/000143774925024752/xslF345X05/rdgdoc.xml
RRBI,Price Teddy Ray,Director,2025-08-04,Buy,59.2,143,"8,465","65,381",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1071236/000177007125000010/xslF345X05/wk-form4_1754405671.xml
RRBI,Price Teddy Ray,Director,2025-08-04,Buy,60.3,3800,"229,121","374,074",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1071236/000177007125000010/xslF345X05/wk-form4_1754405671.xml
