ticker,insider_name,transaction_date,transaction_type,price,shares,value,relationship,sec_form4,market_open_at_trade,market_close_at_trade,high_at_trade,low_at_trade,sma_20_at_trade,rsi_14_at_trade,sma_20_prev,price_prev,high_plus_7d,low_plus_7d,max_gain_7d,max_drawdown_7d,high_plus_14d,low_plus_14d,max_gain_14d,max_drawdown_14d,high_plus_30d,low_plus_30d,max_gain_30d,max_drawdown_30d,high_minus_7d,low_minus_7d,high_minus_15d,low_minus_15d,final_gain_30d,case_2_outcome,ownership_pct,tags
AUB,Ellett Frank Russell,2025-08-07,Buy,31.54,5000,157700,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/883948/000141588925021269/xslF345X05/form4-08072025_080819.xml,32.04999923706055,31.38999938964844,32.04999923706055,31.15999984741211,,,,31.690000534057617,34.29999923706055,31.420000076293945,8.750790225302941,-0.3804690035068289,34.369998931884766,31.420000076293945,8.972729650871168,-0.3804690035068289,,,,,32.18000030517578,30.38999938964844,34.0,30.38999938964844,,,3.5e-05,"['📋 Director', '🌿 MID CAP', '🏦 Financial', '🚀 SPIKE +5% [7d]', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']"
AUB,Ellett Frank Russell,2025-08-08,Buy,31.49,1441,45377,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/883948/000141588925021318/xslF345X05/form4-08082025_030819.xml,31.76000022888184,32.040000915527344,32.04999923706055,31.420000076293945,,,,31.38999938964844,34.369998931884766,31.670000076293945,9.145757166988782,0.5716102772116446,35.40999984741211,31.670000076293945,12.44839583173106,0.5716102772116446,,,,,32.04999923706055,30.38999938964844,34.0,30.38999938964844,,,1e-05,"['📋 Director', '🌿 MID CAP', '🏦 Financial', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]', '🚀 SPIKE +10% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']"
AUPH,TANG KEVIN,2025-08-01,Buy,10.12,1000000,10120000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1178579/000141588925021066/xslF345X05/form4-08052025_090800.xml,9.359999656677246,10.489999771118164,10.520000457763672,9.329999923706056,,,,9.244999885559082,11.800000190734863,10.449999809265137,16.600792398565854,3.2608676804855485,12.479999542236328,10.449999809265137,23.320153579410366,3.2608676804855485,,,,,9.829999923706056,8.800000190734863,9.829999923706056,8.550000190734863,,🟢 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.006571,"['📋 Director', '🔥 VERY LARGE TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +10% [7d]', '🚀 SPIKE +20% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']"
AUPH,TANG KEVIN,2025-08-04,Buy,11.34,100000,1134000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1178579/000141588925021066/xslF345X05/form4-08052025_090800.xml,10.600000381469728,11.449999809265137,11.479999542236328,10.449999809265137,,,,10.489999771118164,11.800000190734863,11.260000228881836,4.056439071736009,-0.705465353775696,12.529999732971191,11.18000030517578,10.49382480574243,-1.4109320531236365,,,,,10.520000457763672,8.800000190734863,10.520000457763672,8.550000190734863,,,0.000736,"['📋 Director', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '🚀 SPIKE +10% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🧩 MULTIPLE BUYS']"
AUPH,TANG KEVIN,2025-08-05,Buy,11.68,200000,2336000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1178579/000141588925021066/xslF345X05/form4-08052025_090800.xml,11.5,11.699999809265137,11.800000190734863,11.270000457763672,,,,11.449999809265137,11.789999961853027,11.260000228881836,0.9417804953170174,-3.595888451354142,12.529999732971191,11.18000030517578,7.2773949740684225,-4.280819305001886,,,,,11.479999542236328,8.800000190734863,11.479999542236328,8.550000190734863,,,0.001517,"['📋 Director', '💰 LARGE TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '🚀 SPIKE +5% [14d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']"
AUR,Donahoe John J,2025-08-06,Buy,6.1,162337,989460,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1321240/000182810825000141/xslF345X05/wk-form4_1754572796.xml,6.150000095367432,6.039999961853027,6.179999828338623,6.013000011444092,,46.01763643132018,,6.159999847412109,6.630000114440918,5.989999771118164,8.688526466244562,-1.8032824406858292,6.630000114440918,5.610000133514404,8.688526466244562,-8.032784696485171,,,,,6.329999923706055,5.360000133514404,6.639999866485596,5.360000133514404,,,8.6e-05,"['📋 Director', '🌳 LARGE CAP', '📡 Tech', '🚀 SPIKE +5% [7d]', '🚀 SPIKE +5% [14d]', '📉 DIP -5% [14d]', '🟡 NEUTRAL (RSI)', '⚠️ INSUFFICIENT DATA FOR MA/RSI']"
AVNS,BLACKFORD GARY,2025-08-13,Buy,10.983333333333333,60000,659300,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1156320/000160649825000111/xslF345X05/wk-form4_1755273765.xml,10.829999923706056,10.75,11.15999984741211,10.550000190734863,,,,10.789999961853027,11.630000114440918,10.510000228881836,5.887709691419595,-4.309557855400576,,,,,,,,,10.989999771118164,9.550000190734863,12.09000015258789,9.303000450134276,,,0.001269,"['📋 Director', '💰 LARGE TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '📈 ABOVE CLOSE', '🚀 SPIKE +5% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI']"
AVTR,SUMME GREGORY L,2025-08-21,Buy,12.56,100000,1256000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1143422/000172248225000209/xslF345X05/wk-form4_1755893716.xml,12.729999542236328,12.5600004196167,12.789999961853027,12.479999542236328,12.636500024795533,47.37255364033523,12.70900001525879,12.880000114440918,,,,,,,,,,,,,13.1899995803833,12.729999542236328,13.1899995803833,11.024999618530272,,,0.000139,"['📋 Director', '🟢 SMALL TRADE', '🌿 MID CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW SMA20', '🔻 SMA LOST', '🟡 NEUTRAL (RSI)']"
AWP,Reit Todd,2025-08-05,Buy,3.83,175,671,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1390195/000110465925076116/xslF345X05/tm2523029-1_4seq1.xml,3.849999904632568,3.880000114440918,3.890000104904175,3.829999923706055,,,,3.839999914169312,3.940000057220459,3.839999914169311,2.872064157192139,0.2610943647339689,3.9600000381469727,3.839999914169311,3.3942568706781353,0.2610943647339689,,,,,3.900000095367432,3.799999952316284,3.9700000286102295,3.799999952316284,,,2e-06,"['📋 Director', '🌱 SMALL CAP', '🏦 Financial', '📉 BELOW CLOSE', '⚠️ INSUFFICIENT DATA FOR MA/RSI']"
AWP,Sievwright John P.,2025-08-01,Buy,3.82,2150,8210,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1390195/000110465925074108/xslF345X05/tm2522538-3_4seq1.xml,3.829999923706055,3.829999923706055,3.839999914169312,3.799999952316284,,,,3.819999933242798,3.900000095367432,3.829999923706055,2.094243334225975,0.2617781074883584,3.940000057220459,3.829999923706055,3.141362754462281,0.2617781074883584,,,,,3.900000095367432,3.809999942779541,3.9700000286102295,3.7799999713897705,,,2.4e-05,"['📋 Director', '🌱 SMALL CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI']"
AWP,Yao Nancy,2025-08-14,Buy,3.93,2000,7860,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1390195/000110465925079623/xslF345X05/tm2523667-1_4seq1.xml,3.930000066757202,3.940000057220459,3.940000057220459,3.890000104904175,,,,3.9200000762939458,4.0,3.900000095367432,1.7811704834605555,-0.7633563519737424,,,,,,,,,3.940000057220459,3.839999914169311,3.940000057220459,3.799999952316284,,,2.3e-05,"['📋 Director', '🌱 SMALL CAP', '🏦 Financial', '⚠️ INSUFFICIENT DATA FOR MA/RSI']"
